시장명,최종주소,X,Y,store_num,Bus_st_num,Ur_rail_nu,Bus_te_num,spot_num_3,univ_num_1,ur_park_num,Cul_hall_n,Mart_num_1,parking_num,parking_car_num,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt,매출액
통영중앙전통시장,경상남도 통영시 중앙시장1길14-16,128.4246173,34.8452616,294,58,0,4,5,0,0,2,0,9,693,348,128595,3,724,178,93.56757479
서호전통시장,경상남도 통영시 새터길 58-9,128.4200707,34.841401,242,54,0,2,5,0,0,2,0,6,759,240,128595,3,724,178,91.18024359
부여 새시장,충청남도 부여군 부여읍 부여로 12,126.9096536,36.2809924,74,41,0,2,4,0,0,1,0,8,129,75,65431,13,980,67,88.17779961
부여중앙시장,충청남도 부여군 부여읍 중앙로13번길 14-3,126.9121897,36.2819167,82,38,0,2,4,0,0,1,0,6,96,80,65431,13,980,67,85.44691325
나주목사고을시장,전라남도 나주시 청동길 14,126.723908,35.0367867,132,23,0,2,9,0,0,1,0,0,0,164,115153,6,971,119,84.87163335
부여시장,충청남도 부여군 부여읍 성왕로173번길 12,126.9074637,36.2815853,84,35,0,2,4,0,0,1,0,4,63,86,65431,13,980,67,83.85927688
양구중앙시장,강원도 양구군 양구읍 중앙길 68,127.9892367,38.1040834,59,39,0,2,1,0,0,1,0,35,996,55,22350,1,55,406,81.89396691
광양매일시장,전라남도 광양시 광양읍 매천로 821-5,127.5851923,34.975774,53,105,0,2,8,0,2,1,0,0,0,51,150680,11,831,181,81.75169332
팔달신시장,대구광역시 북구 팔달로 105,128.5645814,35.8916879,520,104,4,2,4,0,0,2,1,12,821,650,440736,52,9067,49,81.21017504
원고개시장,대구광역시 서구 통학로46길 48,128.5682992,35.8802867,127,122,2,2,4,0,0,3,0,9,257,130,171060,28,3962,43,81.04433056
남부종합시장,서울특별시 서초구 방배중앙로 27길 17,126.9848921,37.4949013,134,75,2,3,4,0,0,0,0,1,52,84,425431,4,185,2300,80.12445313
남성시장,서울특별시동작구동작대로29길8(사당동),126.9815686,37.4881509,140,105,3,2,5,0,0,0,0,0,0,140,391896,22,1372,286,79.89262897
역전시장,전라남도 순천시 역전장길 9,127.5035851,34.9437996,150,114,0,2,4,0,0,0,1,1,19,40,82623,4,230,359,79.7154742
양재시장,서울특별시서초구남부순환로356길15(양재동),127.0379753,37.4843166,31,102,2,2,4,0,1,1,0,2,207,31,425431,4,185,2300,79.03350282
산성전통시장,대전광역시 중구 대둔산로 420,127.3871244,36.3065905,44,95,0,2,4,0,0,0,0,6,137,75,236492,21,2660,89,78.48982591
왜관시장,경상북도 칠곡군 왜관읍 시장2길 9,128.3981981,35.995384,122,39,0,2,3,0,0,1,0,3,116,120,114951,4,378,304,77.85342635
삼례시장,전라북도 완주군 삼례읍 삼례리 923-8,127.0735077,35.9106128,60,47,0,0,5,1,0,1,0,6,678,43,91445,6,293,312,77.671465
원대신시장,대구광역시 서구 달서로 54길 6,128.5746942,35.885538,51,141,3,2,6,0,1,2,1,7,240,56,171060,28,3962,43,77.43205958
김해전통시장(김해동상시장),경상남도 김해시 호계로 517번길 5-13,128.8838564,35.2362166,170,68,0,2,6,0,0,1,1,1,36,170,542350,12,1232,440,76.94627185
교동시장,대구광역시 중구 교동2길11,128.5983515,35.8736964,147,167,3,0,5,0,0,3,1,31,1861,240,76727,40,9744,8,75.78621535
공주산성시장,충청남도 공주시 용당길 22,127.1226105,36.4588168,560,82,0,2,3,0,0,1,0,11,224,529,104736,6,1941,54,75.51448874
번개시장,대구광역시 중구 태평로1가 1-152,128.5980848,35.8750407,120,161,3,0,5,0,0,3,1,27,1224,160,76727,40,9744,8,75.3744522
산성시장활성화구역,충청남도 공주시 국고개길 11,127.1256781,36.454883,318,85,0,2,3,0,1,1,0,11,267,307,104736,6,1941,54,74.58583908
성북시장,부산광역시 동구 성북로 56,129.0487731,35.1387583,115,5,2,0,9,0,0,1,0,22,434,115,89031,20,7374,12,74.00737239
수정시장,부산광역시 동구 고관로 106,129.0463995,35.1282055,70,10,2,0,11,0,0,2,0,18,510,53,89031,20,7374,12,73.77696181
새영주시장,부산광역시 중구 영주동 20-16,129.0363065,35.1126981,68,10,2,0,22,0,0,1,0,8,449,68,41501,30,6993,6,73.73626477
동원시장,서울특별시중랑구면목로74길45(면목동),127.0899054,37.5898354,14,87,4,2,4,1,1,0,1,0,0,15,395194,23,2040,194,72.98842476
수정전통시장,부산광역시 동구 중앙대로371번길 50,129.0464348,35.1301072,102,10,2,0,10,0,0,2,0,17,473,100,89031,20,7374,12,72.79034416
외동전통시장,경상남도 김해시 내외중앙로 33,128.8660009,35.2328933,123,97,6,2,4,0,1,1,1,0,0,151,542350,12,1232,440,72.65671394
우림골목시장,서울특별시중랑구망우로62길52-4(망우동),127.0982909,37.5968197,130,77,1,2,4,0,0,1,1,0,0,184,395194,23,2040,194,72.33194763
횡성시장,강원도 횡성군 횡성읍 삼일로 4-2,127.9866114,37.4898905,127,74,0,2,0,0,0,1,0,24,630,55,22350,1,55,406,71.83331902
동원전통종합시장,서울특별시중랑구상봉로11길27-3(면목동),127.0921134,37.5898344,125,83,3,2,4,1,0,0,1,0,0,127,395194,23,2040,194,71.5522758
초량전통시장,부산광역시 동구 초량로13번길 24,129.0396652,35.1180327,90,10,2,0,21,0,0,1,0,12,168,90,89031,20,7374,12,71.01161604
강남시장,서울특별시 강남구 압구정로 2길 46,127.0206781,37.5187478,70,73,2,4,3,0,0,0,0,1,7,88,539838,10,950,568,70.87208181
초량상가시장,부산광역시 동구 초량로 15,129.0399835,35.1189043,39,10,2,0,21,0,0,1,0,14,215,100,89031,20,7374,12,70.56994422
완도중앙시장,전라남도 완도군 완도읍 장보고대로 282-1,126.7553673,34.3143422,17,0,0,2,0,0,0,1,0,21,706,0,49975,7,17,2940,70.50773785
청송시장,경상북도 청송군 청송읍 현충로 106,129.0522724,36.4352336,8,0,0,2,0,0,0,1,0,3,169,38,25077,8,173,145,68.85023457
회원프라자,경상남도 거제시 고현로11길 18,128.6248107,34.8890386,13,77,0,2,1,0,0,0,1,15,565,30,245956,10,731,336,68.67000728
옥천공설시장,충청북도 옥천군 옥천읍 금구리 5-68,127.5679129,36.3025138,24,82,0,2,0,1,0,1,0,13,592,38,50619,4,130,389,68.46604214
중앙시장,전라남도 여수시 중앙로 43,127.7325689,34.7405949,131,94,0,1,5,0,0,1,0,6,533,28,282618,17,1197,236,68.44607526
아리랑거리,부산광역시 중구 중구로30번길 12,129.0289564,35.1004476,128,20,4,0,23,0,0,1,1,8,555,151,41501,30,6993,6,68.43030875
영주시장,부산광역시 중구 영주동 595-3,129.0369874,35.11189,34,10,2,0,21,0,0,1,1,10,557,75,41501,30,6993,6,68.43030875
옥천상가,충청북도 옥천군 옥천읍 삼금로 45,127.5682143,36.3023887,57,78,0,2,0,1,0,1,0,13,592,57,50619,4,130,389,68.03608457
대구능금시장,대구광역시 북구 칠성남로 197-15,128.6019545,35.8771394,136,143,1,1,5,0,0,3,1,21,1931,136,440736,52,9067,49,67.90079179
대구청과시장,대구광역시 북구 칠성시장로 34,128.6039366,35.8771115,116,142,1,1,5,0,0,3,1,20,1685,116,440736,52,9067,49,67.90079179
삼성시장,대구광역시 북구 칠성시장로 42,128.6035656,35.8778344,60,130,1,1,5,0,0,3,1,20,1685,70,440736,52,9067,49,67.90079179
칠성시장,대구광역시 북구 칠성남로 229,128.6054256,35.8763108,332,128,1,1,5,0,0,3,1,20,1685,338,440736,52,9067,49,67.90079179
칠성전자주방시장,대구광역시 북구 칠성시장로 73-1,128.6015459,35.880224,110,140,1,1,5,0,0,3,1,18,1743,71,440736,52,9067,49,67.90079179
칠성진시장,대구광역시 북구 칠성시장로 19,128.6040922,35.8757227,127,137,1,1,5,0,0,3,1,21,1715,130,440736,52,9067,49,67.90079179
서동시장,부산광역시 금정구 서동로141번길 21,129.1022267,35.2162533,72,0,1,0,10,0,0,1,0,7,363,74,233303,16,1383,169,67.46721523
서동향토시장,부산광역시 금정구 서부로 21-1,129.1033536,35.2159275,153,0,1,0,10,0,0,1,0,7,363,153,233303,16,1383,169,67.46721523
국제시장,부산광역시 중구 국제시장 2길 25,129.0283009,35.1015259,819,21,4,0,23,0,0,1,1,7,525,580,41501,30,6993,6,67.20805601
만물의거리시장,부산광역시 중구 국제시장 2길24-1,129.0285527,35.1014877,77,21,4,0,23,0,0,1,1,7,525,78,41501,30,6993,6,67.20805601
창선상가,부산광역시 중구 부평동1가 13-6,129.0277137,35.1019275,142,19,4,0,23,0,0,1,1,7,525,242,41501,30,6993,6,67.20805601
제일시장,경기도 여주시 하동 180-1,127.6316945,37.2988978,67,31,0,2,1,0,0,1,0,0,0,19,94199,4,285,331,67.12826734
약령시장,대구광역시 중구 남성로 27-1,128.5883822,35.8688515,279,148,8,0,2,0,0,3,0,31,1422,211,76727,40,9744,8,67.08720937
염매시장,대구광역시 중구 종로 11-9,128.5917341,35.8669062,73,145,6,0,2,0,0,3,0,29,1367,116,76727,40,9744,8,67.08720937
창녕상설장시장,경상남도 창녕군 창녕읍 창녕시장길 66,128.4973398,35.5402264,72,0,0,2,0,0,0,1,0,11,400,0,61400,4,34,1806,66.98114244
창녕시장,경상남도 창녕군 창녕읍 술정리44-1,128.4971918,35.5412636,50,0,0,2,0,0,0,1,0,11,425,0,61400,4,34,1806,66.98114244
보수종합시장,부산광역시 중구 보수대로 94,129.0218182,35.1041226,155,18,3,0,22,0,0,1,0,2,34,155,41501,30,6993,6,66.70184428
합천시장,경상남도 합천군 합천읍 옥산로 53,128.1611689,35.56851,87,0,0,2,2,0,0,1,0,0,0,159,44088,6,461,96,66.54021856
평화시장,대구광역시 동구 아양로 9길 6-6,128.6193952,35.8826029,71,96,1,2,3,1,0,4,0,6,302,62,342432,46,2991,114,66.20928042
이현시장,대구광역시 서구 문화로 33길24,128.5507326,35.8768534,54,83,0,2,3,1,4,1,0,0,0,38,171060,28,3962,43,66.16871544
서구시장,대구광역시 서구 국채보상로45길 33,128.5556948,35.8737931,79,96,0,2,3,1,1,1,0,3,160,96,171060,28,3962,43,65.93960745
인제시장,강원도 인제군 인제읍 인제로 178번길 14,128.1710531,38.0670367,115,16,0,2,0,0,0,1,0,11,827,85,31623,3,185,171,65.90556185
태평전통시장,대전광역시 중구 수침로 55번길 56,127.3977544,36.3259223,139,111,1,2,3,0,1,1,1,20,1157,144,236492,21,2660,89,65.8292196
감천2동시장,부산광역시 사하구 옥천로75번길 17,129.0087684,35.0936765,54,0,0,0,17,0,0,1,0,5,300,58,312840,30,2312,135,65.57202303
중앙선어시장,전라남도 여수시 중앙동 366,127.7368753,34.7394504,40,98,0,1,5,0,2,1,0,5,327,29,280549,30,3164,89,65.27089571
해안로건어물상가시장,전라남도 여수시 교동남2길 14,127.7345271,34.7395445,40,97,0,1,5,0,0,1,0,5,292,33,280549,30,3164,89,65.27089571
보성매일시장,전라남도 보성군 보성읍 신흥길 9,127.0806135,34.7681675,30,0,0,2,0,0,0,1,0,9,923,40,40494,16,649,62,65.22336203
대신시장,부산광역시 서구 대영로 78(동대신동1가),129.0197019,35.1103421,97,15,2,0,22,0,0,1,0,0,0,98,108119,19,2060,52,65.18782352
동대신1동골목시장,부산광역시 서구 대영로 74번길 4(동대신동1가),129.0191966,35.1102832,50,16,2,0,22,0,0,1,0,0,0,43,108119,19,2060,52,65.18782352
서대신1동골목시장,부산광역시 서구 대영로 30번길 19-1(서대신동1가),129.0144376,35.1086555,50,19,2,0,22,0,0,1,0,0,0,50,108119,19,2060,52,65.18782352
서대신동골목시장,부산광역시 서구 구덕로295번길 4(서대신동2가),129.0173225,35.1104161,107,15,2,0,22,0,0,1,0,0,0,94,108119,19,2060,52,65.18782352
아미시장,부산광역시 서구 아미초장로 132(아미동2가),129.0174847,35.099643,37,12,2,0,24,0,0,1,0,0,0,43,108119,19,2060,52,65.18782352
청양전통시장,충청남도 청양군 청양읍 칠갑산로6길 6,126.8017469,36.4505837,149,0,0,2,0,0,0,1,0,13,726,135,30816,7,423,73,65.11576655
선비골전통시장,경상북도 영주시 중앙로 83번길40,128.6231897,36.824247,96,64,0,2,0,0,0,2,0,13,975,100,103272,23,1887,55,65.07047976
영주문화시장,경상북도 영주시 중앙로 83번길 32,128.6235568,36.8239116,165,61,0,2,0,0,0,2,0,13,932,207,103272,23,1887,55,65.07047976
양산북부시장,경상남도 양산시 중앙로 232,129.0412047,35.3504397,129,90,0,2,2,0,1,1,0,2,74,107,351797,7,768,458,65.04408611
태안서부시장,충청남도 태안군 태안읍 남문리 169-7,126.2966713,36.7531992,181,21,0,2,0,0,0,1,0,9,748,182,62346,8,858,73,64.98684988
서동전통골목시장,부산광역시 금정구 서동로 145-4,129.1025092,35.2152141,175,0,1,0,10,0,0,1,0,6,320,175,233303,16,1383,169,64.92402444
용인중앙시장,경기도 용인시 처인구 금령로107번길 13,127.2079177,37.2366903,445,80,2,2,0,0,0,2,0,9,1253,535,258079,1,535,482,64.81412334
진안고원시장,전라북도 진안군 진안읍시장1길16,127.424698,35.7919688,67,20,0,2,0,0,1,0,0,16,913,60,25351,3,168,151,64.76105062
신창상가,부산광역시 중구 중구로34번길 21-1,129.0302047,35.1011581,194,16,4,0,23,0,0,1,1,6,501,200,41501,30,6993,6,64.7586666
영주공설시장,경상북도 영주시 구성로 330번길 30,128.6263257,36.8225543,117,63,0,2,0,0,0,2,0,11,759,93,103272,23,1887,55,64.50670344
보광시장,서울특별시 용산구 보광로 30,127.0003049,37.5272001,15,64,2,2,2,1,0,1,0,0,0,15,230151,13,960,240,64.49002093
증평장뜰재래시장,충청북도 증평군 증평읍 장뜰로 58-1,127.5829529,36.7833968,91,30,0,0,3,0,0,1,0,24,492,95,36960,2,185,200,64.46844973
동대구역전시장,대구광역시 동구 동부로 16길 18,128.6205369,35.8742058,32,123,1,3,2,0,0,4,0,12,479,27,342432,46,2991,114,64.35467758
영주골목시장,경상북도 영주시 영주동 315-6,128.6229341,36.8245277,75,64,0,2,0,0,0,2,0,12,715,80,103272,23,1887,55,64.20729319
영주소백쇼핑몰,경상북도 영주시 중앙로 80번길 33-12,128.6261539,36.8234744,92,68,0,2,0,0,0,2,0,10,723,93,103272,23,1887,55,64.20729319
송남시장,부산광역시 서구 충무대로 34(암남동),129.0168159,35.0784567,100,0,0,0,17,0,0,0,0,0,0,50,108119,19,2060,52,64.18406036
태안특산물전통시장,충청남도 태안군 태안읍 시장4길 32,126.2989732,36.7518985,108,23,0,2,0,0,0,1,0,8,658,136,62346,8,858,73,64.12567253
화지중앙시장,충청남도 논산시 대화로 78,127.08501,36.2085881,307,39,0,2,0,0,0,1,0,9,470,308,116888,10,1276,92,64.05072868
부평깡통시장,부산광역시 중구 부평동2가 16,129.0260196,35.1015362,473,18,4,0,23,0,0,1,1,7,243,1381,41501,30,6993,6,63.94649502
월드밸리,부산광역시 중구 대청로 60,129.0263642,35.1027772,304,16,4,0,23,0,0,1,1,7,243,102,41501,30,6993,6,63.94649502
의령시장,경상남도 의령군 의령읍 의병로20길 19-2,128.2612493,35.3187478,106,0,0,2,0,0,0,1,0,14,374,102,26818,2,157,171,63.91672022
영주중앙시장,경상북도 영주시 영주로 192번길 10-1,128.6209822,36.8257365,88,62,0,2,0,0,0,2,0,9,672,65,103272,23,1887,55,63.89910515
남성시장,경상북도 상주시 남성4길 43,128.16204,36.4143548,130,24,0,2,0,0,0,1,0,10,379,130,97483,14,849,115,63.88891508
상주중앙시장,경상북도 상주시 남성로35,128.1608333,36.4131938,184,28,0,2,0,0,0,1,0,10,379,154,97483,14,849,115,63.88891508
풍물시장,경상북도 상주시 풍물시장길16,128.1606319,36.4128516,61,27,0,2,0,0,0,1,0,10,379,58,97483,14,849,115,63.88891508
금성상가시장,부산광역시 동래구 우장춘로4번길 23-8,129.0719374,35.2081605,15,73,6,0,10,0,0,1,1,0,0,14,271187,28,2517,108,63.86545555
온천로터리종합시장,부산광역시 동래구 명륜동 260,129.0843329,35.2062293,15,69,6,0,10,0,0,1,1,0,0,15,271187,28,2517,108,63.86545555
부평깡시장,인천광역시 부평구 주부토로32번길 25,126.7265421,37.497895,120,157,3,0,4,0,0,2,1,9,668,206,495882,7,1176,422,63.72401021
부평종합시장,인천광역시 부평구 부흥로316번길 38-3,126.7265664,37.4964627,210,156,3,0,4,0,0,2,1,9,668,200,495882,7,1176,422,63.72401021
진흥종합시장,인천광역시 부평구 부평동 252-52,126.7266709,37.4969684,63,160,3,0,4,0,0,2,1,9,668,95,495882,7,1176,422,63.72401021
해남매일시장,전라남도 해남군 해남읍 천변2길 15,126.598812,34.5704204,33,0,0,2,0,0,0,1,0,19,503,33,68966,20,1418,49,63.65719888
보은종합시장,충청북도 보은군 보은읍 삼산로3길 12-1,127.7193071,36.4829086,112,48,0,2,1,0,0,1,0,5,260,65,32456,10,352,92,63.62019316
부산남문시장,부산광역시 동구 범일로65번길 8,129.0588642,35.1358853,192,12,4,0,6,0,1,1,1,12,211,262,89031,20,7374,12,63.5195882
부산진시장,부산광역시 동구 진시장로 24,129.0588714,35.1364441,1097,11,4,0,6,0,1,1,1,12,211,1500,89031,20,7374,12,63.5195882
중앙시장,강원도 강릉시 금성로21,128.8986329,37.7540276,310,61,0,2,0,0,2,2,0,9,1062,176,282544,8,775,365,63.4649973
부평문화의거리,인천광역시 부평구 부평문화로 78-2,126.7250016,37.4940491,210,152,3,0,4,0,0,2,1,8,627,141,495882,7,1176,422,63.37953592
서문시장 아진상가 상점가,대구광역시 중구 큰장로 28길39,128.5815689,35.8699302,233,129,6,1,2,0,0,3,0,18,2136,235,76727,40,9744,8,63.34980625
명품프라자상가,대구광역시 중구 큰장로 28길 27,128.5808819,35.8698704,213,134,6,1,2,0,0,3,0,17,2090,204,76727,40,9744,8,63.33177994
동산상가,대구광역시 중구 큰장로26길 65,128.5817058,35.8689651,815,126,6,1,2,0,0,3,0,16,1925,235,76727,40,9744,8,63.17277994
후생시장,경상북도 영주시 번영로 173번길30,128.6230435,36.8269603,31,53,0,2,0,0,0,2,0,11,471,80,103272,23,1887,55,63.07508048
서문시장제1지구직물시장,대구광역시 중구 큰장로28길10,128.5798265,35.8693978,199,139,4,1,2,0,0,3,0,15,2037,383,76727,40,9744,8,62.77446175
서문시장제1지구포목시장,대구광역시 중구 큰장로28길10,128.5798265,35.8693978,286,139,4,1,2,0,0,3,0,15,2037,351,76727,40,9744,8,62.77446175
중앙시장,전라남도 순천시 남내동 119-1,127.4845207,34.9532757,30,135,0,2,2,0,0,1,0,6,178,28,282618,17,1197,236,62.77284723
칠성본시장,대구광역시 북구 칠성시장로 15-1,128.6045327,35.875396,78,139,1,1,4,0,0,3,1,22,1751,75,440736,52,9067,49,62.72862721
감천시장,부산광역시 사하구 옥천로 8,129.005565,35.0882316,47,0,0,0,14,0,0,0,0,1,27,55,312840,30,2312,135,62.72688316
언양공설시장,울산광역시 울주군 언양읍 남부리 336-20,129.1257708,35.5628479,57,83,0,2,0,0,0,0,0,4,1622,61,222540,14,720,309,62.66420422
언양알프스시장,울산광역시 울주군 언양읍 장터1길22,129.1259456,35.5635133,116,85,0,2,0,0,0,0,0,4,1622,104,222540,14,720,309,62.66420422
언양종합상가시장,울산광역시 울주군 언양읍 장터2길 11-5,129.1258522,35.5631446,98,83,0,2,0,0,0,0,0,4,1622,104,222540,14,720,309,62.66420422
내일전통시장,경상남도 밀양시 내일동 174-9,128.7533475,35.4933262,120,78,0,2,3,0,0,1,1,0,0,122,104868,6,421,249,62.61568803
금사제일상가시장,부산광역시 금정구 개좌로81,129.1125532,35.2204223,32,0,2,0,8,0,0,1,0,3,114,32,233303,16,1383,169,62.47981746
명산시장,전라북도 군산시 월명로 470,126.7095342,35.9837147,72,73,0,2,0,1,0,1,0,17,687,72,267911,14,1567,171,62.46086611
한라프라자,경상남도 거제시 거제중앙로 1906(고현동),128.6235352,34.8881887,54,79,0,2,1,0,0,0,1,18,624,51,245956,10,731,336,62.42150122
연수송도역전시장,인천광역시 연수구 한나루로196번길 14,126.6577162,37.4264656,88,77,0,0,3,0,0,1,0,5,1078,77,385973,3,218,1771,62.32759146
강진읍시장,전라남도 강진군 강진읍 동성리 187-5,126.7737762,34.6399302,88,21,0,2,1,0,0,1,0,0,0,94,34670,2,130,267,62.32481372
의성염매시장,경상북도 의성군 의성읍 염매시장길 5,128.6956186,36.3502446,35,0,0,2,0,0,1,1,0,13,405,36,51827,17,773,67,62.30018078
진해중앙시장,경상남도 창원시 진해구 벚꽃로 60번길 19-4,128.6652318,35.1511159,347,78,0,2,1,0,0,1,0,0,0,279,192612,5,586,329,62.21564646
보은전통시장,충청북도 보은군 보은읍 삼산로 17- 1,127.7201168,36.4842984,49,50,0,2,1,0,0,1,0,4,220,38,32456,10,352,92,62.1844177
가야상설장시장(가야시장),경상남도 함안군 가야읍 가야8길8,128.4064689,35.2772606,85,16,0,2,0,0,0,1,0,6,381,87,64235,4,148,434,62.17740549
서부아침시장,강원도 영월군 영월읍 영흥리 947-57,128.4667978,37.1832886,46,47,0,2,0,0,0,1,0,13,319,56,38710,5,369,105,62.07435704
영월종합상가시장,강원도 영월군 영월읍 하송리 11-3,128.4667352,37.1822526,121,44,0,2,0,0,0,1,0,13,319,70,38710,5,369,105,62.07435704
장성시장,부산광역시 금정구 수림로61번길 53,129.0855839,35.2374958,28,53,2,0,9,1,1,2,0,0,0,34,233303,16,1383,169,61.67678583
서부공설시장,강원도 영월군 영월읍 서부시장길 8-1,128.4663334,37.1828489,40,43,0,2,0,0,0,1,0,12,293,38,38710,5,369,105,61.66978011
동서시장,대구광역시 동구 아양로 37길51-1,128.6333726,35.8882173,82,98,2,2,2,0,0,1,0,0,0,90,342432,46,2991,114,61.64113798
신천지시장,부산광역시 중구 자갈치로 33,129.0278165,35.097014,159,17,3,0,24,0,0,1,1,5,310,170,41501,30,6993,6,61.56242308
웃장,전라남도 순천시 북문길 40,127.4851756,34.9588405,158,128,0,2,2,0,1,1,0,5,134,157,282618,17,1197,236,61.55281057
유천전통시장,대전광역시 중구 유천동 303-10,127.3954941,36.3171868,70,112,0,2,2,0,0,1,1,14,913,79,236492,21,2660,89,61.51900795
밀양아리랑시장,경상남도 밀양시 내일동 583-1,128.7525621,35.4930156,110,82,0,2,3,0,1,1,1,0,0,218,104868,6,421,249,61.2961576
서부시장,대구광역시 서구 달서로 26길 7-2,128.5720478,35.8733108,135,122,1,2,2,0,0,4,0,5,197,504,171060,28,3962,43,61.29566051
하동공설시장,경상남도 하동군 하동읍 시장 1길 12-2,127.748385,35.069784,140,10,0,2,1,0,0,1,0,0,0,164,44911,21,1212,37,61.19202552
해도5(형산)시장,경상북도 포항시 남구 문예로 70번길23,129.3667119,36.012593,39,59,0,2,0,0,0,2,0,15,451,40,230573,13,828,278,61.15808319
북신전통시장,경상남도 통영시 북신시장1길 66,128.4275172,34.8541581,136,66,0,4,3,0,0,1,1,4,201,136,128595,3,724,178,60.96885877
부산데파트,부산광역시 중구 중앙동7가 20-1,129.0360986,35.0979981,100,13,3,0,22,0,0,1,1,4,92,116,41501,30,6993,6,60.92570917
남포동건어물도매시장,부산광역시 중구 용미길10번길1,129.0347787,35.0968376,127,13,3,0,22,0,0,1,1,5,122,140,41501,30,6993,6,60.8692806
중앙시장,경기도 평택시 중앙시장로 18-4,127.0523657,37.0798822,180,97,1,2,0,0,0,1,0,7,357,81,186853,4,417,448,60.82922077
금만시장,전라북도 김제시 동서7길23,126.8864248,35.8001488,80,0,0,2,0,0,0,1,0,0,0,96,82623,4,230,359,60.78630118
김제전통시장,전라북도 김제시 사정거리1길20,126.8837916,35.8017377,75,0,0,2,0,0,0,1,0,0,0,65,82623,4,230,359,60.78630118
서산동부전통시장(동부시장),충청남도 서산시 시장5로 15,126.4564428,36.7818268,225,60,0,2,0,0,0,1,0,21,513,242,175487,7,725,242,60.78054373
통복시장,경기도 평택시 신장동 318-24,127.0523659,37.0798642,1168,97,1,2,0,0,0,1,0,7,357,625,534343,5,1283,416,60.74303258
범일골목시장,부산광역시 동구 범곡북로28,129.0530041,35.1418044,110,8,3,0,4,0,0,1,1,18,301,74,89031,20,7374,12,60.68410982
현대시장,경기도 성남시 수정구 수정북로18,127.1319786,37.4417036,50,127,3,2,0,0,0,0,0,5,964,63,242157,2,84,2883,60.57313241
우성상가시장,서울특별시 양천구 지양로 78,126.8335918,37.5226617,9,86,0,0,0,0,1,1,0,1,250,21,455058,21,1359,335,60.55207662
신동아수산물종합시장,부산광역시 중구 자갈치로 42,129.0289099,35.0967433,520,17,3,0,24,0,0,1,1,5,233,244,41501,30,6993,6,60.55028649
가평잣고을전통시장,경기도 가평군 가평읍 장터2길10,127.5151089,37.8296647,90,55,0,2,0,0,1,1,0,8,261,137,62495,2,241,259,60.52611043
용상공설시장,경상북도 안동시 경동로 862,128.7501833,36.5594483,69,35,0,2,1,0,0,1,0,4,266,62,158803,22,2003,79,60.49356918
영동전통시장,충청북도 영동군 영동읍 영산로1길 13-1,127.7760247,36.1751038,169,36,0,2,1,0,0,1,0,1,10,189,47561,7,613,78,60.4912171
영동중앙시장,충청북도 영동군 영동읍 중앙로 21,127.7756813,36.1746976,92,35,0,2,1,0,0,1,0,1,10,95,47561,7,613,78,60.4912171
문경전통시장,경상북도 문경시 문경읍 문희로 41-15,128.1074115,36.7355859,80,0,0,2,1,0,0,0,0,0,0,50,71213,11,775,92,60.48436936
송탄시장,경기도 평택시 탄현로 346번길24,127.0570731,37.0821004,129,70,1,2,0,0,0,1,0,7,294,130,534343,5,1283,416,60.42803258
강릉성남시장,강원도 강릉시 중앙시장길 24-2,128.899072,37.7537359,128,64,0,2,0,0,1,2,0,7,1019,128,213189,7,898,237,60.36845389
부산자갈밭시장,부산광역시 중구 남포동4가 37-1,129.030608,35.0965936,55,14,3,0,23,0,0,1,1,3,187,81,41501,30,6993,6,60.27864879
자갈치시장,부산광역시 중구 남포동4가 37-1,129.030608,35.0965936,320,14,3,0,23,0,0,1,1,3,187,280,41501,30,6993,6,60.27864879
강릉서부시장,강원도 강릉시 임영로 155번길 6,128.8908259,37.7550149,151,61,0,2,0,0,0,2,0,19,421,193,213189,7,898,237,60.21969914
대전도매시장,대전광역시 동구 중동 76-1,127.4329186,36.330204,118,176,3,1,3,0,0,1,0,10,1355,140,222446,33,3884,57,60.19605666
중앙메가프라자,대전광역시 동구 중앙로 200번길 99,127.4339576,36.3267031,104,172,3,1,3,0,0,1,0,9,1247,195,222446,33,3884,57,60.19605666
중앙종합시장,대전광역시 동구 중교로 119(원동),127.4322393,36.3286596,76,172,3,1,3,0,0,1,0,9,1238,120,222446,33,3884,57,60.19605666
자유도매시장,대전광역시 동구 중앙로 200번길 40,127.431958,36.3290458,93,174,3,1,3,0,0,1,0,13,1552,59,222446,33,3884,57,60.16105767
정원시장,대전광역시 동구 원동 64-1,127.4320571,36.3291995,90,172,3,1,3,0,0,1,0,13,1552,59,222446,33,3884,57,60.16105767
중앙상가시장,대전광역시 동구 대전로791번길 38,127.4311298,36.3295917,200,178,2,1,3,0,0,1,0,12,1470,443,222446,33,3884,57,60.16105767
남항시장,부산광역시 영도구 절영로 49번길 73-5,129.0422672,35.0888952,249,0,0,0,16,0,0,2,1,4,140,272,113621,6,968,117,60.09442572
영도봉래시장,부산광역시 영도구 태종로105번길 36,129.0432918,35.0927083,77,0,1,0,18,0,0,2,1,4,138,76,113621,6,968,117,60.09442572
영천공설시장,경상북도 영천시 시장4길 52,128.938759,35.9641349,250,80,0,2,0,0,0,1,0,6,387,175,101904,6,513,199,60.02127544
신중앙시장,대전광역시 동구 중앙로200번길 85,127.4336305,36.3272693,80,175,3,1,3,0,0,1,0,8,1220,82,222446,33,3884,57,59.99068045
