시장명,최종주소,X,Y,store_num,Bus_st_num,Ur_rail_nu,Bus_te_num,spot_num_3,univ_num_1,ur_park_num,Cul_hall_n,Mart_num_1,parking_num,parking_car_num,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt,매출액
강구시장,경상북도 영덕군 강구면 강구시장1길 1-3,129.3799788,36.3579539,54,0,0,2,0,0,0,0,0,0,0,52,36399,6,504,72,52.76828828
영덕시장,경상북도 영덕군 영덕읍 남석길 23-48,129.3696921,36.4067089,79,0,0,2,0,0,0,0,0,0,0,79,36399,6,504,72,52.76828828
중앙신시장,경상북도 안동시 대안로98-15,128.724185,36.5650884,320,67,0,2,0,0,0,1,1,10,513,313,158803,22,2003,79,52.67820646
안성맞춤시장,경기도 안성시 시장길 37,127.2703571,37.0066295,130,93,0,2,0,1,0,1,1,8,403,151,186853,4,417,448,52.65008301
원마루시장,충청북도 청주시 서원구 원마루로8번길 21,127.4964116,36.6090318,120,88,0,2,0,0,0,0,0,0,0,103,195804,8,660,297,52.57800196
관고전통시장,경기도 이천시 중리천로 31번길 22,127.4403563,37.2808195,118,75,0,2,0,0,1,1,1,22,486,110,219525,3,238,922,52.51355986
남원공설시장,전라북도 남원시 금하정2길 53-4,127.3747419,35.4041724,152,54,0,2,1,0,0,1,1,0,0,144,80784,6,506,160,52.40551867
용남시장,전라북도 남원시 동헌길10,127.3771606,35.407475,106,54,0,2,1,0,0,1,1,0,0,87,80784,6,506,160,52.40551867
신도시장,대전광역시 동구 흥룡로37번길 12,127.4472293,36.3494226,73,98,0,2,2,2,0,0,1,6,383,85,222446,33,3884,57,52.39201186
여주한글시장(여주중앙로상점가),경기도 여주시 세종로14번길 24-1,127.6342729,37.2975271,126,47,0,2,1,0,0,1,1,0,0,170,111636,6,742,150,52.32710346
가양시장,대전광역시 동구 매봉로 18,127.443186,36.3461683,25,88,0,2,2,0,0,0,1,6,331,15,222446,33,3884,57,52.32307063
청주두꺼비시장(구수곡시장),충청북도 청주시 서원구 수곡로 58번길 7-2,127.4729916,36.617438,64,54,0,2,0,1,0,2,0,0,0,59,195804,8,660,297,52.28025718
대해불빛시장,경상북도 포항시 남구 중앙로67번길 7,129.3686275,36.0188077,105,63,0,2,0,0,0,3,1,18,392,108,230573,13,828,278,52.24630911
연동시장,부산광역시 연제구 연동로8번길 22,129.0925348,35.1888672,23,0,0,0,4,1,1,1,1,1,17,22,209688,16,876,239,52.23178363
산업용재관,대구광역시 북구 유통단지로 16,128.6058805,35.904051,1062,76,0,0,4,0,0,1,1,3,259,848,440736,52,9067,49,52.22143834
전자상가,대구광역시 북구 유통단지로25,128.6054303,35.9060271,369,90,0,0,4,0,0,1,1,3,259,369,440736,52,9067,49,52.22143834
미로예술원주중앙시장(원주중앙시장),강원도 원주시 중앙시장길 6,127.950092,37.3604654,373,46,0,2,0,0,0,1,0,0,0,320,353928,8,1329,266,52.17885418
교동시장,전라남도 여수시 교동시장1길 15-10,127.7301602,34.7391112,89,88,0,1,4,0,0,1,1,3,304,87,280549,30,3164,89,52.11928717
송촌시장,대전광역시 대덕구 동춘당로 83,127.4400357,36.3644849,37,89,0,2,1,0,3,1,1,10,459,73,176293,10,2446,72,52.07757027
대명중앙시장,대구광역시 남구 대명로20길 56,128.5677011,35.8368009,27,99,2,2,0,0,1,2,0,3,53,14,146658,47,4097,36,51.98411007
모란가축시장,경기도 성남시 중원구 성남대로 1127,127.1288896,37.4303364,110,85,2,2,0,0,0,0,0,5,104,54,215975,14,1503,144,51.7179588
모란전통기름시장,경기도 성남시 중원구 둔촌대로 83번길 7,127.1280582,37.430907,86,87,3,2,0,0,0,0,0,5,104,82,215975,14,1503,144,51.7179588
동대구시장,대구광역시 북구 대현로20길 30,128.6089287,35.8811152,83,100,1,1,4,0,0,3,1,2,96,73,440736,52,9067,49,51.64520412
동대구신시장,대구광역시 북구 대현로20길 30,128.6089287,35.8811152,103,100,1,1,4,0,0,3,1,2,96,105,440736,52,9067,49,51.64520412
합성동상가,경상남도 창원시 마산회원구 3·15대로 지하758,128.582807,35.2386985,100,80,0,2,0,0,0,1,0,4,199,78,191730,15,1051,182,51.63792383
산격종합시장,대구광역시 북구 대동로1길 34,128.6105008,35.8983583,300,92,0,0,4,1,0,2,1,0,0,216,440736,52,9067,49,51.57676752
속초종합중앙시장,강원도 속초시 중앙로147번길 16,128.5902323,38.2045104,270,37,0,2,1,0,0,1,1,0,0,400,82636,2,750,110,51.52860044
구암현대시장,경상남도 창원시 마산회원구 구암서2길 48,128.5915431,35.2479677,59,70,0,2,0,1,0,1,0,0,0,74,191730,15,1051,182,51.50714905
명지시장,부산광역시 강서구 신포길 17번길 27,128.931598,35.1125384,120,5,0,0,2,0,0,1,0,0,0,120,137229,4,244,562,51.47720016
서동시장,전라북도 익산시 창인동1가 115-13,126.9504284,35.942758,60,58,0,2,0,0,0,1,0,4,174,70,282582,23,1879,150,51.3789343
구월도매전통시장,인천광역시 남동구 인하로 527,126.7052292,37.4432503,73,85,2,2,1,0,0,1,1,3,53,74,526337,8,1284,410,51.26255354
봉화상설장시장,경상북도 봉화군 봉화읍 신시장1길 4,128.7357451,36.8898662,136,0,0,1,0,0,0,0,0,20,902,136,31555,5,585,54,51.08711423
봉천제일종합시장,서울특별시 관악구 청룡2길 29,126.9444966,37.4813019,50,95,2,0,2,0,0,1,0,0,0,48,496059,29,1559,318,51.0422491
봉천중앙시장,서울특별시 관악구 관악로 211,126.9541829,37.4839831,43,97,1,0,2,0,0,1,0,1,10,36,496059,29,1559,318,51.0422491
봉천현대시장,서울특별시 관악구 양녕로 49,126.9466196,37.4863217,45,114,2,0,2,0,0,1,0,0,0,35,496059,29,1559,318,51.0422491
연일시장,부산광역시 연제구 고분로 24,129.0848576,35.1853938,50,0,4,0,4,0,1,1,1,1,23,37,209688,16,876,239,51.00259754
장평종합시장,경상남도 거제시장평로37,128.6130851,34.8908471,112,72,0,2,1,0,0,0,1,5,84,100,245956,10,731,336,50.98869227
인헌시장,서울특별시 관악구 남부순환로246나길 14,126.9647676,37.4748766,54,83,1,0,2,0,1,1,0,0,0,52,496059,29,1559,318,50.96159273
(주)여수수산시장,전라남도 여수시 여객선터미널길 24,127.7317359,34.738141,115,95,0,1,4,0,0,1,1,4,190,124,280549,30,3164,89,50.903187
전곡재래시장,경기도 연천군 전곡읍 전곡로172번길 14,127.0683668,38.0274754,61,68,0,0,1,0,0,0,0,5,384,65,43531,1,65,670,50.81248561
중랑교종합상가,서울특별시 중랑구 망우로 32길 23,127.0771284,37.5929529,71,93,3,2,2,0,0,0,1,0,0,78,395194,23,2040,194,50.65286282
중랑동부시장(동부골목시장),서울특별시 중랑구 중랑천로10길 61,127.0763419,37.5924512,133,88,3,2,2,0,0,0,1,0,0,127,395194,23,2040,194,50.65286282
연서시장,서울특별시은평구연서로247(불광동),126.9220943,37.619877,93,117,3,0,2,0,1,1,0,0,0,94,480617,16,1150,418,50.47642356
거진시장,강원도 고성군 거진읍 거진시장길 15,128.4542759,38.447777,64,26,0,0,2,0,0,1,0,0,0,58,26798,2,153,175,50.46047626
속초중앙전통시장,강원도 속초시 중앙동 493-3,128.5892813,38.2055153,340,40,0,2,1,0,2,1,1,0,0,350,82636,2,750,110,50.4575687
광성시장,서울특별시 광진구 능동로 47길 30,127.0811355,37.5635922,135,94,3,0,2,0,0,0,0,0,0,24,347285,12,871,399,50.43603925
중곡제일전통시장(중곡제일시장),서울특별시 광진구 긴고랑로11길 14,127.0817999,37.5638676,139,92,3,0,2,0,0,0,0,0,0,135,347285,12,871,399,50.43603925
모란종합시장,경기도 성남시 중원구 둔촌대로 79,127.1279415,37.4302483,89,80,2,2,0,0,1,0,0,5,104,31,215975,14,1503,144,50.40335021
봉곡프라자상가,경상남도 창원시 의창구 창이대로205번길 5,128.6595181,35.2453989,90,70,0,2,2,0,0,1,1,0,0,82,262743,18,1587,166,50.37345456
지귀시장,경상남도 창원시 의창구 창이대로 205번길8-3,128.6598288,35.2457758,67,69,0,2,2,0,0,1,1,0,0,67,262743,18,1587,166,50.37345456
연수구옥련시장,인천광역시 연수구 독배로 40번길 35,126.6468466,37.4246297,63,75,0,0,2,0,0,1,0,3,77,61,385973,3,218,1771,50.22829097
온양온천시장(온양전통시장),충청남도 아산시 시장길 29,127.0042375,36.7832856,441,77,1,2,2,0,0,1,1,0,0,441,315279,5,1204,262,50.21543095
서마산시장,경상남도 창원시 마산회원구 석전남16길64,128.5691045,35.2290284,29,42,0,2,0,0,3,1,0,0,0,20,191730,15,1051,182,50.1848684
경산공설시장,경상북도 경산시 경안로31길 19,128.7354442,35.820506,262,94,0,2,0,0,0,1,1,9,331,398,262988,10,1377,191,50.06371459
화곡본동시장,서울특별시 강서구 까치산로 35,126.8441286,37.5428854,51,93,2,0,1,1,2,0,0,5,399,50,581909,15,1368,425,50.05712784
경주중앙시장,경상북도 경주시 금성로 295,129.2062871,35.8440297,636,48,0,2,0,0,0,2,0,0,0,700,253468,31,6195,41,50.03665314
신흥시장,경기도 부천시 삼정동 315,126.7709795,37.5155484,65,215,0,2,1,0,0,1,1,0,0,21,242157,2,84,2883,49.99014467
군산신영시장,전라북도 군산시 동신영길 56,126.7201155,35.9856125,72,54,0,2,0,0,0,1,1,7,601,120,267911,14,1567,171,49.84095477
경주성동공설시장,경상북도 경주시 원화로 281번길 11-11,129.2162722,35.8455153,546,55,0,2,0,0,0,2,0,1,100,610,253468,31,6195,41,49.76428806
경주중심상가시장,경상북도 경주시 태종로 791번길16,129.214684,35.8422688,489,57,0,2,0,0,0,2,0,1,100,513,253468,31,6195,41,49.76428806
북정로중심상가시장,경상북도 경주시 북정로 15,129.2151824,35.8422908,128,56,0,2,0,0,0,2,0,1,100,39,253468,31,6195,41,49.76428806
제2경주중심상가시장,경상북도 경주시 원효로 89,129.2106531,35.8421562,530,61,0,2,0,0,0,2,0,1,100,520,253468,31,6195,41,49.76428806
신평전통시장,경상북도 구미시 칠성로6길 48,128.3611601,36.123143,79,60,0,2,0,0,0,1,0,4,116,74,416279,33,5256,79,49.69499704
형곡시장프라자,경상북도 구미시 형곡서로 121,128.3343325,36.1128921,107,79,0,2,0,0,0,1,0,4,121,129,416279,33,5256,79,49.69499704
금오시장,경상북도 구미시 금오시장로13,128.3405877,36.1261144,253,86,0,2,0,0,0,1,0,3,106,258,416279,33,5256,79,49.33939386
신월1동신영시장,서울특별시 양천구 월정로 161-5,126.8360327,37.5330207,88,92,2,0,0,0,1,0,0,10,1135,86,455058,21,1359,335,49.11280222
월정로시장,서울특별시 양천구 월정로29길3,126.8356975,37.5334769,123,95,2,0,0,0,0,0,0,10,1135,87,455058,21,1359,335,49.01490936
북부상가시장,경상북도 경주시 금성로 396번길 7,129.2075713,35.8535343,126,24,0,2,0,0,1,2,0,0,0,60,253468,31,6195,41,48.8629901
가은아자개시장,경상북도 문경시 가은읍 가은5길 7,128.0609416,36.6464624,93,0,0,0,2,0,1,0,0,0,0,67,71213,11,775,92,48.75686222
역전시장,전라북도 김제시 중앙로 288,126.9016003,35.7931682,55,0,0,2,0,0,0,1,1,0,0,40,82623,4,230,359,48.64201469
달서송림시장,대구광역시 달서구 구마로 176,128.5470444,35.8365181,45,128,2,2,0,1,0,3,1,9,328,45,560354,70,5484,102,48.62248114
대구예전우시장,대구광역시 달서구 야외음악당로47길 105,128.5615994,35.8583982,104,94,2,2,1,0,0,2,1,5,206,73,560354,70,5484,102,48.48305284
간석자유시장,인천광역시 남동구 백범로312-1,126.7153407,37.4638861,128,99,3,1,1,0,0,2,0,8,226,128,526337,8,1284,410,48.44297528
안산 다농마트 전통시장,경기도 안산시 상록구 예술광장로 1,126.8442412,37.3283656,235,84,0,2,0,1,0,1,1,8,257,395,350342,6,1370,256,48.30164389
신평리시장,대구광역시 서구 국채보상로 52길 33,128.5606824,35.8681187,140,106,1,2,1,1,0,2,1,4,174,162,171060,28,3962,43,48.30076155
동송시장,강원도 철원군 동송읍 이평로 47번길 16,127.2189072,38.2088195,61,21,0,0,0,0,0,0,0,10,504,175,44706,4,313,143,48.28279338
동송전통시장,강원도 철원군 동송읍 이평로 47번길 19,127.2193174,38.2088943,147,21,0,0,0,0,0,0,0,10,504,175,44706,4,313,143,48.28279338
울진시장,경상북도 울진군 울진읍 읍내2길 13-6,129.4020713,36.9916251,252,0,0,0,0,0,0,0,0,7,805,150,48743,14,666,73,48.25390942
통인시장,서울특별시 종로구 자하문로 15길 18,126.9699489,37.5807672,80,84,1,0,3,1,0,2,0,0,0,90,149549,36,20299,7,48.22905462
횡천공설시장(횡천시장),경상남도 하동군 횡천면 문화2길 24,127.8107592,35.1091914,16,0,0,0,0,0,0,0,0,0,0,19,44911,21,1212,37,48.05428675
오색시장,경기도 오산시 오산로 272번길 21,127.0709502,37.1513251,323,98,1,2,0,0,0,1,1,6,448,350,229591,1,350,656,47.80132964
의정부시장,경기도 의정부시 시민로143번길 40,127.0511914,37.7394434,60,149,7,2,0,0,0,1,1,5,552,58,460390,3,753,611,47.79722683
의정부제일시장,경기도 의정부시 태평로 73번길 20,127.0504611,37.7397709,334,153,7,2,0,0,0,1,1,5,552,630,460390,3,753,611,47.79722683
가음정시장,경상남도 창원시 성산구 원이대로863번길24,128.6977242,35.2083081,186,84,0,0,0,0,0,1,0,15,1257,192,215143,19,2837,76,47.79458284
돈암시장,서울특별시 성북구 동소문로 18길 12-3,127.0157147,37.5916818,103,128,3,0,3,1,0,1,0,1,200,113,438051,15,1607,273,47.78265124
면목시장,서울특별시 중랑구 면목로39길 11,127.0863058,37.5795537,35,98,2,2,1,0,0,0,1,0,0,33,395194,23,2040,194,47.59461136
장미제일시장,서울특별시 중랑구 동일로143길 38,127.0763771,37.6051831,56,92,3,2,1,0,0,0,1,0,0,37,395194,23,2040,194,47.59461136
대전상가시장,대전광역시 동구 충무로 185,127.4366549,36.321786,60,139,0,0,3,0,0,1,0,6,176,93,222446,33,3884,57,47.50883549
인동시장,대전광역시 동구 대전천동로 452,127.4359144,36.3225395,67,139,1,0,3,0,0,1,0,6,176,61,222446,33,3884,57,47.50883549
안덕시장,경상북도 청송군 안덕면 안덕로70-3,128.9587248,36.2883837,13,0,0,0,0,0,0,0,0,0,0,10,25077,8,173,145,47.48718275
양수리전통시장(양평양수리시장),경기도 양평군 양서면 양수로 150번길 3-15,127.3197892,37.5450697,108,44,1,0,2,0,0,0,0,0,0,214,118778,4,1634,73,47.47122032
정릉아리랑시장,서울특별시 성북구 정릉로26가길 36,127.0110386,37.6027705,54,118,0,0,3,0,0,0,0,0,0,83,438051,15,1607,273,47.4534577
구리전통시장,경기도 구리시 검배로 6번길 31,127.1399099,37.5995542,216,129,0,0,3,0,0,2,1,7,594,281,197608,1,281,703,47.43734806
이방정기장시장,경상남도 창녕군 이방면 이방대합로 351,128.3831808,35.6013865,34,0,0,0,1,0,0,0,0,0,0,0,61400,4,34,1806,47.22404103
도화전통시장,전라남도 고흥군 도화면 동신길 16-6,127.321883,34.5097954,14,22,0,0,0,0,2,0,0,0,0,18,64013,5,321,199,47.19086621
군산공설시장,전라북도 군산시 신금길 18,126.7202263,35.9828739,285,61,0,2,0,0,0,1,1,7,363,282,267911,14,1567,171,47.12507217
송현주공시장,대구광역시 달서구 송현로12안길 38,128.5481225,35.8226598,45,100,2,2,0,0,0,2,1,14,224,55,560354,70,5484,102,47.00047815
가음정대상가,경상남도 창원시 성산구 원이대로 883번길 15-24,128.6969638,35.208006,260,82,0,0,0,0,0,1,0,13,843,162,215143,19,2837,76,46.96949117
방천시장,대구광역시 중구 달구벌대로446길 2,128.6059164,35.8622298,65,129,4,1,0,0,0,3,0,11,427,65,76727,40,9744,8,46.9455393
신신림시장,서울특별시 관악구 원신2길 34,126.9322766,37.470803,21,94,0,0,1,0,0,1,0,0,0,11,496059,29,1559,318,46.85548322
남성역골목시장,서울특별시 동작구 사당로 16가길 19,126.9723217,37.4829889,76,85,3,0,2,1,0,1,0,0,0,78,391896,22,1372,286,46.83526024
성남남한산성시장(은행골목시장),경기도 성남시 중원구 산성대로518번길 7,127.1644345,37.4569583,61,100,1,0,0,3,1,0,0,8,1213,69,215975,14,1503,144,46.77202052
서변중앙시장,대구광역시 북구 호국로43길27,128.5961813,35.9210081,65,74,0,0,3,0,1,0,0,4,343,57,440736,52,9067,49,46.72441436
명곡종합상가,경상남도 창원시 의창구 명서로116번길 20,128.6462138,35.2484453,53,57,0,2,1,0,0,0,1,0,0,129,262743,18,1587,166,46.69927164
창원기계공구상가,경상남도 창원시 의창구 창원대로 400,128.6410763,35.2337256,214,65,0,2,1,0,0,0,1,1,36,215,262743,18,1587,166,46.69927164
동구시장,대구광역시 동구 효목동 533,128.639628,35.8741146,123,103,0,4,1,0,0,1,1,2,44,121,342432,46,2991,114,46.66691124
남문시장,대구광역시 중구 명륜로70,128.5919449,35.8610105,240,117,9,0,1,1,0,3,0,8,238,60,76727,40,9744,8,46.57660833
중앙시장,대구광역시 북구 태전로 15,128.5449043,35.9216573,38,129,2,0,3,2,0,1,0,0,0,36,440736,52,9067,49,46.55800455
관악종합시장,서울특별시 관악구 신원로 23,126.9279506,37.4816125,56,84,1,0,1,0,1,1,0,0,0,57,496059,29,1559,318,46.48863409
봉일시장,서울특별시 관악구 은천로 28,126.9384264,37.485996,36,119,2,0,1,0,1,1,0,0,0,35,496059,29,1559,318,46.48863409
신림현대종합상가,서울특별시 관악구 신림로 29길 3-20,126.9338277,37.4746195,99,99,0,0,1,0,1,1,0,0,0,43,496059,29,1559,318,46.48863409
태능엔터피아,서울특별시 중랑구 동일로129길 35,127.0774023,37.5991992,49,87,5,2,1,0,2,0,1,0,0,37,395194,23,2040,194,46.42674323
서대구시장,대구광역시 달서구 명덕로2길 30,128.5711159,35.8607328,89,106,2,2,1,0,1,4,1,3,102,35,560354,70,5484,102,46.4176005
진주논개시장,경상남도 진주시 진양호로569번길 12,128.0872259,35.1950527,322,84,0,2,1,0,0,1,1,0,0,303,347795,18,3724,93,46.32886979
진주중앙시장,경상남도 진주시 대안동 8-600,128.0848746,35.1939005,495,91,0,2,1,0,0,1,1,0,0,845,347795,18,3724,93,46.32886979
천전시장,경상남도 진주시 진주대로 952-1,128.088456,35.185136,58,69,0,2,1,1,0,1,1,0,0,78,347795,18,3724,93,46.32886979
에덴시장,부산광역시 사하구 낙동대로535번길 28,128.9630681,35.1114091,80,18,1,0,2,1,0,1,0,1,10,81,312840,30,2312,135,46.32801658
공항시장,대구광역시 동구 해동로3길 6,128.6382452,35.8963934,62,60,0,1,1,0,0,1,0,4,529,56,342432,46,2991,114,46.25707419
당리시장,부산광역시 사하구 제석로62번길 16,128.9753816,35.1054336,52,18,3,0,2,0,0,1,0,2,89,52,312840,30,2312,135,46.23861254
화곡중앙골목시장,서울특별시 강서구 월정로 30길 66,126.8395,37.5348839,56,98,3,0,0,0,1,1,0,5,736,69,581909,15,1368,425,46.22539336
천안역전시장,충청남도 천안시 동남구 공설시장1길 9,127.148904,36.8098034,120,82,1,2,0,0,0,1,1,4,399,123,258269,6,1493,173,46.20486746
구덕대림상가,부산광역시 사상구 학감대로49번길 62,128.9922204,35.1345203,29,0,0,0,3,0,1,0,0,0,0,32,213178,33,11709,18,46.1627027
남광주시장,광주광역시 동구 양림로 117,126.9207168,35.1400138,208,74,2,0,0,5,1,3,0,15,496,243,102645,8,1464,70,46.10093467
괴산전통시장,충청북도 괴산군 괴산읍 읍내로 15길8-8,127.7949987,36.8111761,144,0,0,0,1,1,0,1,0,7,203,200,37671,8,424,89,46.06036558
월드프라자,경기도 안산시 상록구 본삼로 60,126.8657245,37.3006225,199,93,1,1,0,0,0,0,0,8,630,202,350342,6,1370,256,46.05635479
사하시장,부산광역시 사하구 장평로 451,128.9864624,35.09834,50,14,2,0,2,0,0,0,0,0,0,50,312840,30,2312,135,46.03201658
신기시장,인천광역시 미추홀구 인하로272번길 25,126.6782809,37.4468985,150,92,0,1,1,0,0,2,0,8,326,120,402392,20,2973,135,46.02222061
인천남부종합시장,인천광역시 미추홀구 인하로 274-30,126.6783968,37.4473773,147,83,0,1,1,0,0,2,0,8,326,147,402392,20,2973,135,46.02222061
에덴골목시장,부산광역시 사하구 낙동대로535번길 33,128.9627251,35.1111595,40,18,1,0,2,1,1,1,0,1,10,55,312840,30,2312,135,46.01585046
문창전통시장,대전광역시 중구 보문로 20번길 22,127.4381813,36.3154934,170,117,0,0,3,0,0,1,0,4,144,269,236492,21,2660,89,45.93211562
부사전통시장,대전광역시 중구 대종로316번길 16,127.4353737,36.3141283,59,96,0,0,3,0,0,1,0,4,144,72,236492,21,2660,89,45.93211562
목2동시장,서울특별시 양천구 목동중앙북로 16길3,126.8738981,37.5460563,96,85,0,0,1,0,0,0,0,1,79,79,455058,21,1359,335,45.90076704
인천강남시장,인천광역시 서구 강남로 14,126.6719789,37.5111879,130,81,2,0,1,0,0,1,0,0,0,119,542611,6,689,788,45.82243946
정서진중앙시장,인천광역시 서구 원창로239번길 11,126.6759542,37.5185759,128,98,2,0,1,0,0,1,0,0,0,128,542611,6,689,788,45.82243946
봉일천시장,경기도 파주시 조리읍 봉일천리 168-4,126.8078278,37.7435041,60,87,0,0,1,0,0,1,0,0,0,131,464453,7,818,568,45.68583232
과천새서울프라자시장,경기도 과천시 별양상가 2로 20,126.9925683,37.4268384,173,83,2,0,0,0,0,1,1,30,1526,135,62026,2,237,262,45.60874304
제일쇼핑시장,경기도 과천시 별양상가 2로 14,126.9930137,37.4273288,76,91,2,0,0,0,0,1,1,29,1516,102,62026,2,237,262,45.60874304
황금시장,대구광역시 수성구 청솔로 19(황금동),128.6200259,35.8484127,131,109,3,2,0,0,1,2,1,2,394,16,424947,19,946,449,45.58552635
강경대흥시장,충청남도 논산시 강경읍 대흥로 23- 1,127.0136848,36.1559746,95,53,0,0,0,0,0,0,0,7,448,110,116888,10,1276,92,45.55467274
무학시장,충청북도 충주시 무학1길 19,127.927264,36.9745517,164,84,0,2,1,0,0,1,1,1,90,181,210313,21,3285,64,45.55392296
강남시장,서울특별시 동작구 상도로 357,126.953483,37.4968708,30,95,2,0,1,1,0,0,0,0,0,88,539838,10,950,568,45.55167631
남광주해뜨는시장,광주광역시 동구 학동 61-28,126.9221666,35.1399185,50,80,3,0,0,5,1,3,0,14,463,60,102645,8,1464,70,45.52969132
충주자유시장,충청북도 충주시 충인 6길 16,127.930679,36.9739409,416,80,0,2,1,0,0,1,1,2,184,337,210313,21,3285,64,45.41368058
대인시장,광주광역시 동구 제봉로 194번길 7-1,126.9167333,35.154112,297,89,3,0,0,0,1,1,1,58,1641,360,102645,8,1464,70,45.40759471
함양토종약초시장,경상남도 함양군 안의면 약초시장길 27,127.8137115,35.6259182,26,0,0,0,1,0,0,0,0,0,0,23,39076,5,203,192,45.39499102
명서시장,경상남도 창원시 의창구 원이대로 189번길 21,128.6447645,35.2485883,152,53,0,2,1,0,2,0,1,0,0,185,262743,18,1587,166,45.34913384
대산종합시장,충청남도 서산시 대산읍 충의로 1942,126.4339459,36.9380064,65,36,0,0,0,0,0,0,0,13,389,48,175487,7,725,242,45.33090607
안산패션타운전통시장,경기도 안산시 상록구 삼리로 45,126.8447684,37.3049792,120,94,2,2,0,0,1,1,1,4,621,192,350342,6,1370,256,45.23182109
의정부청과야채시장,경기도 의정부시 의정부동 30-8,127.0528123,37.7386815,80,150,7,2,0,0,0,1,1,1,244,65,460390,3,753,611,45.22438781
상원시장,대구광역시 달서구 상인로9,128.551293,35.8090353,90,76,0,0,0,0,2,0,0,7,588,77,560354,70,5484,102,45.22409336
금광시장,경기도 성남시 중원구 금광동 4622,127.1600252,37.4499798,22,117,2,1,0,1,0,0,0,5,774,35,215975,14,1503,144,45.17501903
봉곡시장,경상남도 창원시 의창구 봉곡로111번길 16,128.6719692,35.2469529,138,68,0,1,2,0,0,1,0,1,98,151,262743,18,1587,166,45.09898218
익산 구시장,전라북도 익산시 인북로8길 22,126.9523713,35.9315901,78,47,0,2,0,0,0,1,1,3,432,91,282582,23,1879,150,45.07804399
대원종합시장,서울특별시 강서구 화곡로21길 78,126.8364769,37.5444861,30,81,2,0,1,1,2,0,0,3,151,36,581909,15,1368,425,45.01465254
부일종합시장,인천광역시 부평구 경인로 1118번길 14-7,126.7432852,37.4847211,90,141,2,0,1,0,0,2,0,1,6,45,495882,7,1176,422,44.9744283
지리산나들이장터,전라남도 구례군 산동면 지리산온천로 126,127.4444948,35.3114713,22,0,0,0,1,0,0,0,0,0,0,130,25577,4,496,52,44.95024822
까치산시장,서울특별시 강서구 강서로 12길 14,126.8478789,37.531542,138,106,2,0,0,0,2,1,0,3,835,145,581909,15,1368,425,44.86285596
평거한보하이타운,경상남도 진주시 순환로 553번길 7,128.0592838,35.1725968,148,39,0,0,2,0,1,0,0,0,0,147,347795,18,3724,93,44.76489443
병영5일시장,전라남도 강진군 병영면 남삼인길 6,126.8157315,34.7137493,17,22,0,0,0,0,0,0,0,0,0,36,34670,2,130,267,44.76297099
부곡시장,경상북도 김천시 부곡동 409-1,128.104486,36.1256968,23,29,0,2,0,0,0,2,1,0,0,25,140547,8,663,212,44.74233883
인천종합어시장,인천광역시 중구 연안부두로 33번길 37,126.606533,37.4540573,507,56,0,0,0,0,0,1,0,7,418,500,139646,3,730,191,44.65113247
금호시장,경기도 성남시 분당구 내정로 165번길 38,127.1166551,37.3762535,170,74,1,0,0,0,1,0,0,1,509,170,482614,15,1322,365,44.62853191
청구문화시장,경기도 성남시 분당구 내정로165번길 38,127.1166551,37.3762535,91,74,1,0,0,0,1,0,0,1,509,95,482614,15,1322,365,44.62853191
제일시장,인천광역시 미추홀구 한나루로 604,126.6729775,37.4598679,64,86,4,0,1,0,0,2,0,7,246,72,402392,20,2973,135,44.56700977
제일종합시장,강원도 춘천시 약사고개길13,127.7260805,37.877468,187,79,0,2,0,0,0,1,1,0,0,154,282544,8,775,365,44.55131469
춘천중앙시장,강원도 춘천시 중앙로77번길 4-4,127.7255659,37.8782867,170,76,0,2,0,0,0,1,1,0,0,176,282544,8,775,365,44.55131469
내덕자연시장,충청북도 청주시 청원구 공항로 58번길 14,127.4886477,36.6624132,45,106,0,2,0,1,0,1,1,0,0,44,193973,8,641,303,44.48884643
전주신중앙시장(신중앙시장),전라북도 전주시 완산구 태평5길 33,127.1434724,35.8240936,168,71,0,2,0,0,0,2,1,3,449,180,339973,16,3060,111,44.34971678
중앙시장,경상북도 김천시 중앙시장길 19,128.1249618,36.1192419,100,75,0,2,0,0,0,1,1,0,0,279,192612,5,586,329,44.34548929
대동그린코아상가,경상남도 창원시 성산구 창원천로 292,128.6700493,35.244647,72,83,0,1,2,0,0,1,0,4,142,68,215143,19,2837,76,44.33722496
울산산업공구월드,울산광역시 남구 갈밭로 24(삼산동),129.3432158,35.5357634,292,90,0,2,0,0,2,1,1,4,427,286,320716,18,2370,135,44.3258086
부천한신시장,경기도 부천시 은성로 76번길10,126.7990284,37.4748309,93,210,1,0,0,1,2,1,0,3,562,91,819990,19,1910,429,44.27094937
황금시장,경상북도 김천시 황금시장4길20,128.1252798,36.1166369,222,70,0,2,0,0,0,1,1,0,0,160,140547,8,663,212,44.2544882
오수시장,전라북도 임실군 오수면 오수로 159,127.3268899,35.5383098,19,22,0,0,1,0,0,0,0,0,0,23,27424,7,375,73,44.23115752
삼척중앙시장,강원도 삼척시진주로 12-21,129.1652395,37.4415529,243,43,0,2,0,0,0,1,1,1,23,243,65409,4,416,157,44.20153283
연무안심시장,충청남도 논산시 연무읍 연무로 178번길 9,127.098332,36.1300549,95,44,0,0,0,0,0,0,0,8,365,120,116888,10,1276,92,44.18659282
