fclt_name,rdnm_addr,x_cd,y_cd,stor_cnt,residnt_cnt_sum,점포수,점포당대상인구수 = 시군구거주인구 / 점포수,시군구거주인구 
오창시장,충청북도 청주시 청원구 오창읍 오창시내5길 1,127.4557512,36.741962,78,193973,8,641,303
북부시장,충청북도 청주시 청원구 향군로31번길 19(우암동),127.4862205,36.6479728,122,193973,8,641,303
북부시장,충청북도 청주시 청원구 향군로31번길 19(우암동),127.4862205,36.6479728,133,193973,8,641,303
내덕자연시장,충청북도 청주시 청원구 공항로58번길 14(내덕동),127.4886458,36.6624152,52,193973,8,641,303
내수시장,충청북도 청주시 청원구 내수읍 내수로 726,127.5360081,36.7262673,76,193973,8,641,303
오창시장,충청북도 청주시 청원구 오창읍 오창시내5길 1,127.4557512,36.741962,71,193973,8,641,303
사창시장,충청북도 청주시 서원구 창신로32번길 9-1(사창동),127.4650048,36.6339417,103,195804,8,660,297
사직시장,충청북도 청주시 서원구 사직대로265번길 7(사직동),127.4768684,36.6361433,56,195804,8,660,297
두꺼비시장,충청북도 청주시 서원구 수곡로68번길 8-8(수곡동),127.4726595,36.6175696,59,195804,8,660,297
원마루시장,충청북도 청주시 서원구 원마루로8번길 21(분평동),127.4964114,36.6090336,103,195804,8,660,297
사창시장,충청북도 청주시 서원구 창신로32번길 9-1(사창동),127.4650048,36.6339417,94,195804,8,660,297
사직시장,충청북도 청주시 서원구 사직대로265번길 7(사직동),127.4768684,36.6361433,46,195804,8,660,297
두꺼비시장,충청북도 청주시 서원구 수곡로68번길 8-8(수곡동),127.4726595,36.6175696,54,195804,8,660,297
원마루시장,충청북도 청주시 서원구 원마루로8번길 21(분평동),127.4964114,36.6090336,145,195804,8,660,297
나산5일시장,전라남도 함평군 나산면 나산길 15-10,126.6098468,35.1118364,12,32112,6,110,292
해보5일시장,전라남도 함평군 해보면 밀재로 1274-12,126.6025523,35.1810526,26,32112,6,110,292
월야5일시장,전라남도 함평군 월야면 밀재로 1504-5,126.6267791,35.1792697,17,32112,6,110,292
나산5일시장,전라남도 함평군 나산면 나산길 15-10,126.6098468,35.1118364,12,32112,6,110,292
해보5일시장,전라남도 함평군 해보면 밀재로 1274-12,126.6025523,35.1810526,26,32112,6,110,292
월야5일시장,전라남도 함평군 월야면 밀재로 1504-5,126.6267791,35.1792697,17,32112,6,110,292
연희사러가,서울특별시 서대문구 연희맛로 23,126.9296612,37.5671546,34,312325,11,1085,288
백련시장,"서울특별시 서대문구 가재울로6길 53-87(남가좌동, 백련시장아파트)",126.923101,37.5770014,38,312325,11,1085,288
연희사러가,서울특별시 서대문구 연희맛로 23(연희동),126.9296612,37.5671546,35,312325,11,1085,288
영천시장,서울특별시 서대문구 통일로 189-1 영천시장,126.9618476,37.5703343,127,312325,11,1085,288
인왕시장,서울특별시 서대문구 인왕시장길 24(홍제동),126.9433194,37.5912181,179,312325,11,1085,288
포방터시장,서울특별시 서대문구 포방터길 43,126.9488969,37.598671,88,312325,11,1085,288
영천시장,서울특별시 서대문구 영천시장길 27,126.9610822,37.5709002,134,312325,11,1085,288
인왕시장,서울특별시 서대문구 인왕시장길18,126.9434856,37.591089,229,312325,11,1085,288
포방터시장,서울특별시 서대문구 포방터길 46,126.9491371,37.5987035,89,312325,11,1085,288
유진상가,서울특별시 서대문구 통일로 484,126.9429418,37.5916068,101,312325,11,1085,288
백련시장,서울특별시 서대문구 가재울로6길 53-87,126.923101,37.5770014,31,312325,11,1085,288
강남시장,서울특별시 동작구 상도로 357 아파트 시장,126.9535408,37.4969398,21,391896,22,1372,286
남성시장,서울특별시 동작구 동작대로29길 8(사당동),126.9815648,37.4881601,140,391896,22,1372,286
남성역골목시장,서울특별시 동작구 사당로 16가길 19,126.9723103,37.4829783,78,391896,22,1372,286
본동인정시장,서울특별시 동작구 매봉로 177,126.9518967,37.5122304,7,391896,22,1372,286
사당시장,서울특별시 동작구 사당로 244,126.9753375,37.4828828,20,391896,22,1372,286
상도전통시장,서울특별시 동작구 상도로 47길 8,126.951537,37.4996769,86,391896,22,1372,286
성대시장,서울특별시 동작구상도로 102,126.9317763,37.4999427,55,391896,22,1372,286
성대전통시장,서울특별시 동작구 국사봉1길 41,126.9308567,37.4992178,95,391896,22,1372,286
영도시장,서울특별시 동작구 장승배기로 10길26,126.9404284,37.5040646,56,391896,22,1372,286
당진전통시장,충청남도 당진시 당진시장길 100,126.6296071,36.8899308,175,166145,6,580,286
합덕전통시장,충청남도 당진시 합덕읍 버그내2길 128-42,126.7719699,36.806166,34,166145,6,580,286
신평시장,충청남도 당진시 신평면 신평로 829,126.7733044,36.8846481,25,166145,6,580,286
영도시장,서울특별시 동작구 장승배기로10길 26,126.9404284,37.5040646,60,391896,22,1372,286
사당시장,서울특별시 동작구 사당로 244 사당시장,126.9753375,37.4828828,14,391896,22,1372,286
강남시장,서울특별시 동작구 상도로 357 아파트,126.9535408,37.4969398,16,391896,22,1372,286
성대시장,서울특별시 동작구 상도로 102 성대시장,126.9317763,37.4999427,56,391896,22,1372,286
본동인정시장,서울특별시 동작구 매봉로 177,126.9518967,37.5122304,82,391896,22,1372,286
신노량진시장,서울특별시 동작구 장승배기로 123-6,126.9393564,37.5085458,25,391896,22,1372,286
노량진중앙시장,서울특별시 동작구 만양로16길 9,126.9446251,37.5117893,27,391896,22,1372,286
남성사계시장,서울특별시 동작구 동작대로 129,126.9818829,37.4882918,140,391896,22,1372,286
성대전통시장,서울특별시 동작구 상도로 102,126.9317763,37.4999427,89,391896,22,1372,286
흑석시장,서울특별시 동작구 서달로12길 19,126.9628886,37.5069279,66,391896,22,1372,286
남성역골목시장,서울특별시 동작구 사당로16가길 13,126.9725697,37.4829417,57,391896,22,1372,286
상도전통시장,서울특별시 동작구 상도로37길64 일원,126.9522245,37.4986079,73,391896,22,1372,286
사당1동먹자골목상점가,서울특별시 동작구 동작대로 3길,126.9797935,37.478472,109,391896,22,1372,286
합덕시장,충청남도 당진시 합덕읍 버그내2길 128-25,126.7725834,36.8063422,30,166145,6,580,286
신평시장,충청남도 당진시 신평면 신평로 812-31,126.7736987,36.8847745,54,166145,6,580,286
당진전통시장,충청남도 당진시 당진시장길 99,126.629377,36.8904573,262,166145,6,580,286
포항큰동해시장,경상북도 포항시 남구 중앙로146번길 30-12,129.3710921,36.0261875,105,230573,13,828,278
대해종합시장,경상북도 포항시 남구 중앙로67번길 7,129.3685606,36.018799,108,230573,13,828,278
연일전통시장,경상북도 포항시 남구 연일로159번길 46,129.3486828,35.9963558,116,230573,13,828,278
오천삼광시장,경상북도 포항시 남구 정몽주로679번길 3,129.4123384,35.9783039,61,230573,13,828,278
영남시장,경상북도 포항시 남구 동해면 일월로 152,129.4496146,35.9879416,53,230573,13,828,278
포항운하송림시장,경상북도 포항시 남구 운하로36번길 7,129.3763118,36.0282045,80,230573,13,828,278
도구시장,경상북도 포항시 남구 동해면 일월로56번길 13,129.4399261,35.9879795,10,230573,13,828,278
남부시장,경상북도 포항시 남구 상공로 43,129.3561426,36.0126269,35,230573,13,828,278
해도5시장(형산시장),경상북도 포항시 남구 문예로70번길 23,129.3664934,36.0127025,40,230573,13,828,278
상대종합시장,경상북도 포항시 남구 양학천로76번길 13,129.3611077,36.0199308,41,230573,13,828,278
동해종합시장,경상북도 포항시 남구 중앙로134번길 27,129.3709501,36.0258074,110,230573,13,828,278
송도시장,경상북도 포항시 남구 송림로 35,129.3752802,36.0328256,56,230573,13,828,278
청림시장,경상북도 포항시 남구 청림서길 29,129.4103555,35.9965774,13,230573,13,828,278
뉴밀레니엄시장,광주광역시 광산구 용아로 230,126.8021379,35.1636284,48,406126,15,1464,277
송정매일시장,광주광역시 광산구 송정로29번길 64,126.7968447,35.1374495,70,406126,15,1464,277
송정5일시장,광주광역시 광산구 광산로30번길 65,126.7969059,35.1370796,196,406126,15,1464,277
비아5일시장,광주광역시 광산구 비아중앙로 26-1,126.8252661,35.2213577,132,406126,15,1464,277
1913송정역시장,광주광역시 광산구 송정로8번길 13,126.7919415,35.1364272,75,406126,15,1464,277
우산월곡시장,광주광역시 광산구 사암로 300,126.8096478,35.1712972,67,406126,15,1464,277
우산매일시장,광주광역시 광산구 무진대로231번길 29-17,126.8050773,35.163448,48,406126,15,1464,277
송정5일시장,광주광역시 광산구 광산로30번길 65,126.7969059,35.1370796,196,406126,15,1464,277
비아5일시장,광주광역시 광산구 비아중앙로 26-1,126.8252661,35.2213577,132,406126,15,1464,277
월곡시장,광주광역시 광산구 사암로 300,126.8096478,35.1712972,67,406126,15,1464,277
1913송정역시장,광주광역시 광산구 송정로8번길 13,126.7919415,35.1364272,75,406126,15,1464,277
송정매일시장,광주광역시 광산구 송정로29번길 64,126.7968447,35.1374495,84,406126,15,1464,277
우산매일시장,광주광역시 광산구 무진대로231번길 29-17,126.8050773,35.163448,51,406126,15,1464,277
훼미리스토아,광주광역시 광산구 우산로96번길 66,126.810309,35.1533774,180,406126,15,1464,277
하남시장,광주광역시 광산구 신가로 37,126.8270199,35.182163,43,406126,15,1464,277
돌곶이시장(구 석관황금시장),서울특별시 성북구 한천로 73길 33,127.0616578,37.6095024,87,438051,15,1607,273
정릉시장,서울특별시 장월로 12길 41-1,127.0508053,37.6120877,118,438051,15,1607,273
길음시장,서울특별시 성북구 동소문로 227(길음동),127.021592,37.6027806,119,438051,15,1607,273
돈암시장,서울특별시 성북구 동소문로 18길 12-3,127.0157124,37.5916663,113,438051,15,1607,273
동소문스카이상가,서울특별시 성북구 성북로4길 52,127.012706,37.5944725,145,438051,15,1607,273
석관시장,서울특별시 성북구 돌곶이로 22가길 27,127.0602954,37.6089425,16,438051,15,1607,273
정릉아리랑시장,서울특별시 성북구 정릉로26가길 36,127.0110392,37.6027677,83,438051,15,1607,273
밤나무골시장,서울특별시 성북구 오패산로 79,127.0357366,37.6091134,55,438051,15,1607,273
석관시장,서울특별시 성북구 돌곶이로22가길 27,127.0602954,37.6089425,20,438051,15,1607,273
길음시장,서울특별시 성북구 동소문로 227,127.021592,37.6027806,137,438051,15,1607,273
돌곶이시장,서울특별시 성북구 한천로73길 33,127.0616578,37.6095024,82,438051,15,1607,273
장위전통시장,서울특별시 성북구 장월로12길 41-1,127.0508053,37.6120877,265,438051,15,1607,273
정릉시장,서울특별시 성북구 보국문로11길 18-19,127.0090558,37.6094626,202,438051,15,1607,273
정릉아리랑시장,서울특별시 성북구 정릉로26가길 36,127.0110392,37.6027677,54,438051,15,1607,273
돈암시장,서울특별시 성북구 동소문로18길 18,127.0159183,37.5915365,111,438051,15,1607,273
강진읍시장,전라남도 강진군 강진읍 시장길 19,126.7736037,34.6398433,94,34670,2,130,267
병영5일시장,전라남도 강진군 병영면 병영성로 107-12,126.8155545,34.7140577,36,34670,2,130,267
문막시장,강원도 원주시 문막읍 문막시장1길 52-10,127.8153591,37.3060362,79,353928,8,1329,266
중앙시장,강원도 원주시 중앙시장길 6,127.9491922,37.3500121,320,353928,8,1329,266
자유시장,강원도 원주시 중앙시장길 11,127.9486248,37.3502286,454,353928,8,1329,266
남부시장,강원도 원주시 치악로 1803,127.9544876,37.3430148,164,353928,8,1329,266
북원상가,강원도 원주시 북원상가길 13,127.9488481,37.3843787,53,353928,8,1329,266
중앙시민전통시장,강원도 원주시 자유시장길 26,127.9496432,37.3517023,84,353928,8,1329,266
문막시장,강원도 원주시 문막시장1길 52-10,127.8153591,37.3060362,70,353928,8,1329,266
민속풍물시장,강원도 원주시 풍물시장길 30,127.9541166,37.348987,105,353928,8,1329,266
둔포전통시장,충청남도 아산시 둔포면로 25번길 15,127.0360401,36.929479,120,315279,5,1204,262
온양온천시장,충청남도 아산시 시장길 29,127.0042322,36.7832919,441,315279,5,1204,262
새서울프라자,경기도 과천시 별양상가2로 20,126.9925561,37.4268275,135,62026,2,237,262
제일쇼핑,경기도 과천시 별양상가2로 14,126.9929982,37.4273279,102,62026,2,237,262
둔포시장,충청남도 아산시 둔포면 둔포면로 33,127.0376261,36.9297413,161,315279,5,1204,262
온양온천시장,충청남도 아산시 시장길 13,127.0021474,36.7835823,482,315279,5,1204,262
온양온천역풍물5일장,충청남도 아산시 온천대로 1496,127.0034511,36.7804683,0,315279,5,1204,262
일동전통시장,경기도 포천시 화동로1033번길 12,127.3159421,37.9567443,53,147477,10,564,261
운천전통시장,경기도 포천시 영북로177번길 25,127.2722253,38.0899423,80,147477,10,564,261
신읍5일장,경기도 포천시 호국로 1553,127.2023621,37.8927263,220,147477,10,564,261
송우5일장,경기도 포천시 송우로21번길 11,127.145724,37.8267782,81,147477,10,564,261
내리5일장,경기도 포천시 내촌로 54,127.2270321,37.7849037,15,147477,10,564,261
양문5일장,경기도 포천시 양문로9길 7,127.2436205,38.0018566,30,147477,10,564,261
일동5일장,경기도 포천시 화동로 1090-11,127.3198111,37.9598284,30,147477,10,564,261
이동5일장,경기도 포천시 장암1길 14,127.3668957,38.0353703,15,147477,10,564,261
운천5일장,경기도 포천시 운천로 17,127.272456,38.0911952,30,147477,10,564,261
관인 5일장,경기도 포천시 관인로 18,127.2504758,38.1578791,10,147477,10,564,261
가평잣고을전통시장,경기도 가평군 가평읍 가화로 116-1,127.5138223,37.8301155,137,62495,2,241,259
청평여울시장,경기도 가평군 청평면 청평중앙로 26번길10,127.4181274,37.7360485,104,62495,2,241,259
신안프라자,경기도 안산시 상록구 반석로 54,126.8658209,37.2964747,182,350342,6,1370,256
스타프라자,경기도 안산시 상록구 화랑로 513,126.8447219,37.3208161,233,350342,6,1370,256
신안코아,경기도 안산시 상록구 석호로 315,126.8659882,37.2937492,166,350342,6,1370,256
월드프라자,경기도 안산시 상록구 본삼로 60,126.8664493,37.300555,202,350342,6,1370,256
안산 패션타운,경기도 안산시 상록구 삼리로 45,126.8446652,37.3049814,192,350342,6,1370,256
안산 다농마트,경기도 안산시 상록구 예술광장로 1(월피동),126.8442393,37.3283615,395,350342,6,1370,256
내일전통시장,경상남도 밀양시 상설시장3길 18-6,128.753309,35.4933363,122,104868,6,421,249
밀양아리랑시장,경상남도 밀양시 상설시장1길 11,128.7525543,35.4930587,218,104868,6,421,249
무안시장,경상남도 밀양시 무안면 사명로 502-12,128.6524855,35.4694248,18,104868,6,421,249
송지시장,경상남도 밀양시 삼랑진읍 외송3길 8-1,128.8371957,35.3968679,0,104868,6,421,249
수산시장,경상남도 밀양시 하남읍 시서길 16,128.7086527,35.3743865,58,104868,6,421,249
송백시장,경상남도 밀양시 산내면 산내로 344-1,128.881603,35.5859807,5,104868,6,421,249
화천재래시장,강원도 화천군  화천읍 중앙로 4길 21-7외,127.7055159,38.1036514,100,24868,1,100,249
대산종합시장,충청남도 서산시 대산읍 충의로 1942,126.4339429,36.9380045,48,175487,7,725,242
동부전통시장,충청남도 서산시 시장5로 15(동문동) 일원,126.4564473,36.7818249,242,175487,7,725,242
해미종합시장,충청남도 서산시 해미면 남문1로 47,126.5464938,36.711297,48,175487,7,725,242
해미시장,충청남도 서산시 해미면 읍성마을2길 16,126.5455675,36.7111341,44,175487,7,725,242
동부시장,충청남도 서산시 시장3길 5-6,126.4556103,36.7826163,248,175487,7,725,242
해미종합시장,충청남도 서산시 해미면 남문1로 47,126.5464938,36.711297,48,175487,7,725,242
대산종합시장,충청남도 서산시 대산읍 충의로 1972,126.4313536,36.939929,47,175487,7,725,242
만리시장,서울특별시 용산구 효창원로 270(서계동),126.963696,37.5513334,38,230151,13,960,240
보광시장,서울특별시 용산구 보광로 30,127.0002892,37.5271963,15,230151,13,960,240
용산용문전통시장,서울특별시 용산구 효창원로40길 13(용문동),126.9597957,37.5366227,151,230151,13,960,240
이촌종합시장,서울특별시 용산구 이촌로77길 19,126.9749286,37.5205101,109,230151,13,960,240
이태원시장,서울특별시 용산구 이태원로 14길 6,126.9900484,37.5338184,108,230151,13,960,240
후암시장,서울특별시 용산구 한강대로 104길 77,126.9766339,37.5503807,40,230151,13,960,240
용산용문시장,서울특별시 용산구 효창원로40길 13,126.9597957,37.5366227,157,230151,13,960,240
이촌종합시장,서울특별시 용산구 이촌로75길 16-9,126.9747838,37.5207394,101,230151,13,960,240
후암시장,서울특별시 용산구 한강대로104길 77,126.9766339,37.5503807,45,230151,13,960,240
이태원시장,서울특별시 용산구 이태원로14길 6,126.9900484,37.5338184,84,230151,13,960,240
보광시장,서울특별시 용산구 보광로 30,127.0002892,37.5271963,17,230151,13,960,240
만리시장,서울특별시 용산구 효창원로 270,126.963696,37.5513334,31,230151,13,960,240
신흥시장,서울특별시 용산구 신흥로 95-9,126.9850855,37.5453238,64,230151,13,960,240
연동시장,부산광역시 연제구 연동로8번길 22,129.0925228,35.1888434,22,209688,16,876,239
연일시장,부산광역시 연제구 고분로 24,129.0848775,35.1855722,37,209688,16,876,239
거성시장,부산광역시 연제구 아시아드대로 56,129.0682199,35.1900057,25,209688,16,876,239
영남종합시장,부산광역시 연제구 중앙대로 1030-1,129.0777603,35.1804503,28,209688,16,876,239
연산1동골목상점가,부산광역시 연제구 연동로8번길 14,129.0928195,35.1886038,73,209688,16,876,239
연일골목시장상점가,부산광역시 연제구 고분로32번길 6,129.0857178,35.1852923,63,209688,16,876,239
연미새시장,부산광역시 연제구 배산로23번길 3,129.0945756,35.1744453,35,209688,16,876,239
거제시장,부산광역시 연제구 거제시장로14번길 28,129.0727929,35.1819316,81,209688,16,876,239
연산골목시장상점가,부산광역시 연제구 월드컵대로3번길 38(연산동),129.0852133,35.1762927,109,209688,16,876,239
연천시장,부산광역시 연제구 과정로276번길 28,129.0980891,35.1897841,39,209688,16,876,239
거성시장,부산광역시 연제구 아시아드대로56,129.0682199,35.1900057,54,209688,16,876,239
거제시장,부산광역시 연제구 거제시장로14번길28,129.0727929,35.1819316,80,209688,16,876,239
연동시장,부산광역시 연제구 연동로8번길 22,129.0925228,35.1888434,23,209688,16,876,239
연미새시장,부산광역시 연제구 배산로 22번길3,129.0945796,35.1741258,64,209688,16,876,239
연일시장,부산광역시 연제구 고분로 24,129.0848775,35.1855722,50,209688,16,876,239
연천시장,부산광역시 연제구 과정로276번길28,129.0980891,35.1897841,93,209688,16,876,239
강릉 중앙시장,강원도 강릉시 금성로 21,128.8986233,37.7540236,193,213189,7,898,237
강릉 성남시장,강원도 강릉시 중앙시장길 24-2,128.8990508,37.7537374,128,213189,7,898,237
서부시장,강원도 강릉시 임영로155번길 6,128.8907988,37.7550942,150,213189,7,898,237
동부시장,강원도 강릉시 옥천로 48,128.9006624,37.7600657,171,213189,7,898,237
주문진 수산시장,강원도 강릉시 주문진읍 시장1길 4-1,128.8279729,37.890769,92,213189,7,898,237
주문진 종합시장,강원도 강릉시 주문진읍 구시장길 8-1,128.8268929,37.8912237,66,213189,7,898,237
주문진 건어물시장,강원도 강릉시 주문진읍 해안로 1740,128.8287775,37.8905867,98,213189,7,898,237
승주시장,전라남도 승주읍 승주장길 14,127.3875192,35.0132251,21,282618,17,1197,236
웃장,전라남도 순천시 북문길 40,127.4850341,34.9586458,157,282618,17,1197,236
아랫장,전라남도 순천시 장평로 60,127.49609,34.9451468,206,282618,17,1197,236
승주시장,전라남도 순천시 승주읍 승주장길 36,127.3888746,35.0130333,21,282618,17,1197,236
주암시장,전라남도 순천시 주암면 주암호길 9,127.2352628,35.0757405,50,282618,17,1197,236
별량시장,전라남도 순천시 별량면 별량장길 38,127.4522233,34.8736612,3,282618,17,1197,236
괴목시장,전라남도 순천시 황전면 괴목길 17,127.4282501,35.1024289,40,282618,17,1197,236
역전장,전라남도 순천시 역전장길 9,127.503331,34.9437481,74,282618,17,1197,236
중앙시장,전라남도 순천시 중앙시장길 18,127.4846025,34.9532623,28,282618,17,1197,236
역전장,전라남도 순천시 역전장길 9,127.503331,34.9437481,74,282618,17,1197,236
중앙시장,전라남도 순천시 중앙시장길 18,127.4846025,34.9532623,30,282618,17,1197,236
웃장,전라남도 순천시 북문길 40,127.4850341,34.9586458,162,282618,17,1197,236
아랫장,전라남도 순천시 장평로 60,127.49609,34.9451468,206,282618,17,1197,236
승주시장,전라남도 순천시 승주읍 승주장길 20,127.3879536,35.0131003,31,282618,17,1197,236
주암시장,전라남도 순천시 주암면 주암호길 9,127.2352628,35.0757405,13,282618,17,1197,236
별량시장,전라남도 순천시 별량면 별량장길 38,127.4522233,34.8736612,18,282618,17,1197,236
괴목시장,전라남도 순천시 황전면 괴목길 15,127.4281584,35.1023645,63,282618,17,1197,236
모래내시장(전주),전라북도 전주시 덕진구 모래내4길 8-3,127.1437029,35.8334403,224,317772,7,1369,232
전북대대학로상점가,전라북도 전주시 덕진구 명륜5길 15-5,127.125158,35.8440072,230,317772,7,1369,232
전주전자상가,전라북도 전주시 덕진구 기린대로 291,127.1404189,35.8308399,72,317772,7,1369,232
모래내시장,전라북도 전주시 덕진구 모래내4길 8-8,127.1438722,35.8335673,220,317772,7,1369,232
모래내 시장,전라북도 전주시 덕진구 모래내4길 8-8(인후동2가),127.1438722,35.8335673,223,317772,7,1369,232
전북대 대학로 상점가,전라북도 전주시 덕진구 권삼득로 285,127.130083,35.8420114,320,317772,7,1369,232
전주전자상점가,전라북도 전주시 덕진구 기린대로 305(진북동),127.1392468,35.8317674,80,317772,7,1369,232
남해전통시장,경상남도 남해군 남해읍 화전로 110,127.8944844,34.8401468,105,43033,5,188,229
이동공설시장,경상남도 남해군 이동면 무림로 63번길9,127.9538265,34.8011403,28,43033,5,188,229
지족공설시장,경상남도 남해군 삼동면 동부대로 1876번길 30-1,128.0032975,34.830655,11,43033,5,188,229
남면공설시장,경상남도 남해군 남면 남서대로 785-4,127.8853542,34.7709472,18,43033,5,188,229
고현공성시장,경상남도 남해군 고현면 탑동로 68-2,127.8728264,34.8970183,26,43033,5,188,229
황지자유시장,강원도 태백시 시장안1길 18-1,128.9929955,37.17307,147,42800,2,198,216
장성중앙시장,강원도 태백시 장성1길 190,129.009713,37.1006843,51,42800,2,198,216
김천평화시장,경상북도 김천시 김천로 100,128.1130801,36.1236405,107,140547,8,663,212
김천황금시장,경상북도 김천시 황금시장4길 20,128.1252833,36.1166598,125,140547,8,663,212
김천중앙시장,경상북도 김천시 중앙시장길 42,128.1260595,36.1190279,54,140547,8,663,212
김천부곡시장,경상북도 김천시 부곡시장2길 16,128.1042234,36.1258327,12,140547,8,663,212
부곡시장,경상북도 김천시 부곡시장1길13,128.1044451,36.125493,25,140547,8,663,212
중앙시장,경상북도 김천시 중앙시장3길 3,128.124949,36.1190534,70,140547,8,663,212
평화시장,경상북도 김천시 평화길 88,128.1113355,36.1237219,110,140547,8,663,212
황금시장,경상북도 김천시 황금시장4길 20,128.1252833,36.1166598,160,140547,8,663,212
재송시장,부산광역시 해운대구 재송1로60번길 16 서해재송아파트,129.1236759,35.1865857,62,402518,23,1980,203
반송시장,부산광역시 해운대구 아랫반송로21번길 41,129.14805,35.2264742,22,402518,23,1980,203
반여2동상가시장,부산광역시 해운대구 해운대로61번길 95-83,129.1290477,35.1960262,85,402518,23,1980,203
반여3동골목시장,부산광역시 해운대구 재반로256번길 8,129.1320531,35.1999394,60,402518,23,1980,203
반여시장,부산광역시 해운대구 재반로226번길 48,129.1334271,35.1977028,143,402518,23,1980,203
우동종합상가시장,부산광역시 해운대구 해운대로383번길 37-10,129.1388575,35.1706797,50,402518,23,1980,203
재송한마음시장,부산광역시 해운대구 재반로 81-20,129.1246062,35.1860754,65,402518,23,1980,203
좌동재래시장,부산광역시 해운대구 좌동로91번길 20,129.1744556,35.1730691,71,402518,23,1980,203
해운대시장,부산광역시 해운대구 구남로41번길 22-1,129.1623153,35.1614039,103,402518,23,1980,203
반송2동시장,부산광역시 해운대구 윗반송로51번길 86,129.1562096,35.2311174,156,402518,23,1980,203
반여2동상가시장,부산광역시 해운대구 해운대로61번길 95-83,129.1290477,35.1960262,70,402518,23,1980,203
장산시장,부산광역시 해운대구 선수촌로165번길 9,129.122404,35.2078468,28,402518,23,1980,203
우일시장,부산광역시 해운대구 우동1로20번길 56,129.159377,35.1649546,32,402518,23,1980,203
재송한마음시장,부산광역시 해운대구 재반로 81-20,129.1246062,35.1860754,44,402518,23,1980,203
우동종합상가시장,부산광역시 해운대구 해운대로383번길 21,129.1390948,35.1700302,27,402518,23,1980,203
반여시장,부산광역시 해운대구 해운대로61번길 95-47,129.1288518,35.1956059,143,402518,23,1980,203
재송시장,부산광역시 해운대구 재송1로60번길 16,129.1236759,35.1865857,232,402518,23,1980,203
해운대시장,부산광역시 해운대구 구남로41번길 22-1,129.1623153,35.1614039,104,402518,23,1980,203
좌동재래시장,부산광역시 해운대구 좌동로91번길 20,129.1744556,35.1730691,125,402518,23,1980,203
반송시장,부산광역시 해운대구 아랫반송로21번길 41,129.14805,35.2264742,34,402518,23,1980,203
반송골목시장,부산광역시 해운대구 아랫반송로29번길 28,129.1498366,35.224543,66,402518,23,1980,203
반송2동시장,부산광역시 해운대구 윗반송로51번길 86,129.1562096,35.2311174,198,402518,23,1980,203
반여3동골목시장,부산광역시 해운대구 재반로256번길 8,129.1320531,35.1999394,60,402518,23,1980,203
증평장뜰시장,충청북도 증평군 증평읍 장뜰로 58-1,127.5829505,36.7833921,95,36960,2,185,200
증평장뜰시장,충청북도 증평군 증평읍 장뜰로 58-1,127.5829505,36.7833921,90,36960,2,185,200
고흥전통시장,전라남도 고흥군 고흥읍 시장길 20,127.2858602,34.6079979,111,64013,5,321,199
녹동전통시장,전라남도 고흥군 도양읍 녹동시장길 39,127.1374082,34.5279549,67,64013,5,321,199
도화전통시장,전라남도 고흥군 도화면 동신길 16-8,127.3221312,34.5099332,18,64013,5,321,199
과역전통시장,전라남도 고흥군 과역면 과역로 857,127.3626871,34.6790487,82,64013,5,321,199
동강전통시장,전라남도 고흥군 동강면 원유둔4길 14,127.3348419,34.7805685,43,64013,5,321,199
영천공설시장,경상북도 영천시 시장4길 52,128.9385815,35.9642485,175,101904,6,513,199
금호공설시장,경상북도 영천시 금호읍금호로 101,128.8733581,35.9316687,41,101904,6,513,199
신녕공설시장,경상북도 영천시 신녕면본관시장길3,128.7874685,36.042091,41,101904,6,513,199
영천공설시장,경상북도 영천시 시장4길 52,128.9385815,35.9642485,170,101904,6,513,199
금호공설시장,경상북도 영천시 금호읍 금호로 101,128.8733581,35.9316687,41,101904,6,513,199
신녕공설시장,경상북도 영천시 신녕면 본관시장길3,128.7874685,36.042091,45,101904,6,513,199
수유시장,서울특별시 강북구 도봉로67길 18,127.0226681,37.6307289,78,308569,25,1588,194
숭인시장,서울특별시 강북구 도봉로 45,127.0294532,37.6131436,113,308569,25,1588,194
강북북부시장,서울특별시 강북구 한천로123길 26,127.0303422,37.636236,46,308569,25,1588,194
수유중앙시장,서울특별시 강북구 노해로17길 21,127.0211763,37.6403367,32,308569,25,1588,194
우이시장,서울특별시 강북구 노해로23길 68,127.020016,37.6460374,13,308569,25,1588,194
수유북부시장,서울특별시 강북구 삼양로91가길 19,127.0160566,37.6360847,28,308569,25,1588,194
동북시장,서울특별시 강북구 솔샘로 233,127.0190955,37.6204222,31,308569,25,1588,194
수유프라자,서울특별시 강북구 도봉로 261,127.0234675,37.6316925,84,308569,25,1588,194
우이골목시장,서울특별시 강북구 한천로162길,127.0198608,37.6462683,71,308569,25,1588,194
강북종합전통시장,서울특별시 강북구 한천로144길,127.0267498,37.642626,88,308569,25,1588,194
장미원골목시장,서울특별시 강북구 삼양로123길,127.0138506,37.644671,103,308569,25,1588,194
수유중앙골목시장,서울특별시 강북구 노해로17길,127.0201985,37.6405314,42,308569,25,1588,194
강북북부골목시장,서울특별시 강북구 한천로123길,127.0302125,37.6360037,21,308569,25,1588,194
방천골목시장,서울특별시 강북구 월계로7나길,127.0321494,37.6126105,55,308569,25,1588,194
동성타워프라자,서울특별시 중랑구 봉화산로 221,127.0972055,37.6080276,53,395194,23,2040,194
