fclt_name,rdnm_addr,x_cd,y_cd,stor_cnt,residnt_cnt_sum,점포수,점포당대상인구수 = 시군구거주인구 / 점포수,시군구거주인구 
(주)동문시장,제주특별자치도 제주시 동문로 16,126.5283197,33.5127966,,492072,20,81,6075
칠성로상점가,제주특별자치도 제주시 칠성로길 35,126.5267894,33.5144309,,492072,20,203,2424
보성시장,제주특별자치도 제주시 동광로1길 32,126.5279393,33.5033077,,492072,20,62,7937
동문공설시장,제주특별자치도 제주시 동문로4길 9,126.5282423,33.5120874,,492072,20,68,7236
서문공설시장,제주특별자치도 제주시 서문로4길 13-2,126.5179062,33.5113512,,492072,20,100,4921
동문수산시장,제주특별자치도 제주시 관덕로 64-1,126.5261823,33.5126896,,492072,20,94,5235
동문재래시장,제주특별자치도 제주시 관덕로14길 20,126.5260182,33.5115903,,492072,20,300,1640
중앙로상점가,제주특별자치도 제주시 중앙로 20,126.5245646,33.5166649,,492072,20,229,2149
한림매일시장,제주특별자치도 제주시 한림읍 한림로17길 7,126.2641033,33.4166891,,492072,20,64,7689
신산시장,제주특별자치도 제주시 고마로17길 11,126.54198,33.5060363,,492072,20,56,8787
도남시장,제주특별자치도 제주시 신성로 91,126.5288228,33.4964447,,492072,20,104,4731
이방정기시장,경상남도 창녕군 이방면 이방대합로 351,128.3828417,35.6014119,,61400,4,34,1806
완도중앙시장,전라남도 완도군 완도읍 장보고대로282-1,126.7552368,34.3144698,,49975,7,17,2940
장현5일장,경기도 남양주시 진접읍 장현로88번길 5-15,127.1827779,37.7183649,100,712900,2,127,5613
광릉5일장,경기도 남양주시 진접읍 광릉내로 43-1,127.1996638,37.7437684,27,712900,2,127,5613
경안시장,경기도 광주시 경안로25번길14,127.2571666,37.4087454,80,381324,1,80,4767
죽전로데오상점가시장,경기도 용인시 수지구 용구대로 2725-3,127.1077813,37.3286254,100,375947,1,100,3759
원당시장,경기도 고양시 덕양구 호국로790번길17,126.8372528,37.656281,59,476341,2,137,3477
능곡시장,경기도 고양시 덕양구 능곡로12-9,126.8211495,37.6212722,78,476341,2,137,3477
현대시장,경기도 성남시 수정구 수정북로18(태평동),127.1319785,37.4417014,63,242157,2,84,2883
신흥시장,경기도 성남시 수정구 수정로214번길6(신흥동),127.1433869,37.4439793,21,242157,2,84,2883
권선종합시장,경기도 수원시 권선구 세권로 185(권선동),127.0245796,37.2560989,101,369150,2,151,2445
수원가구거리상점가,경기도 수원시 권선구 권선로 690(권선동),127.0265563,37.2589436,50,369150,2,151,2445
양재시장,서울특별시 서초구 남부순환로356길 15(양재동),127.037966,37.4843108,31,425431,4,185,2300
남부종합시장,서울특별시 서초구 방배중앙로 27길 17,126.9848056,37.4949922,84,425431,4,185,2300
양재시장,서울특별시 서초구 남부순환로356길 15,127.037966,37.4843108,30,425431,4,185,2300
남부종합시장,서울특별시 서초구 방배중앙로27길 17,126.9848056,37.4949922,40,425431,4,185,2300
일산시장,경기도 고양시 일산서구 일청로12번길9,126.7708264,37.6856226,88,302981,2,147,2061
패션1번지,경기도 고양시 일산서구 탄중로101번길13,126.755787,37.6930205,59,302981,2,147,2061
연수구옥련시장,인천광역시 연수구 독배로 40번길 35,126.64683,37.4246218,61,385973,3,218,1771
옥련시장,인천광역시 연수구 한진로 25번길 4,126.6477541,37.4249508,80,385973,3,218,1771
송도역전시장,인천광역시 연수구 한나루로 202-6,126.6576577,37.4271406,77,385973,3,218,1771
도일시장,경기도 시흥시 도일로 100-4,126.7840607,37.3393902,54,497925,4,332,1500
삼미시장,경기도 시흥시 삼미시장2길 35,126.7838201,37.4404075,150,497925,4,332,1500
정왕시장,경기도 시흥시 정왕시장길 51,126.748569,37.345806,74,497925,4,332,1500
도일시장,경기도 시흥시 도일로 100-4,126.7840607,37.3393902,54,497925,4,332,1500
일로전통시장,전라남도 무안군 일로읍 시장길 11-22,126.4943346,34.8475351,46,85245,2,58,1470
망운전통시장,전라남도 무안군 망운면 조산길 2,126.3919782,35.0114829,12,85245,2,58,1470
공릉동도깨비시장,서울특별시 노원구 동일로180길 53,127.0771594,37.6228631,105,523708,4,358,1463
상계중앙시장,서울특별시 노원구 상계로 23가길 24,127.0702768,37.6590492,70,523708,4,358,1463
공릉동도깨비시장,서울특별시 노원구 동일로180길 37 공릉상가,127.0762493,37.6226904,107,523708,4,358,1463
상계중앙시장,서울특별시 노원구 상계로27길 32,127.0698633,37.6599602,76,523708,4,358,1463
부곡도깨비시장,경기도 의왕시 부곡시장길 18,126.9507058,37.3194661,113,163978,1,113,1451
김포중앙시장,경기도 김포시 북변중로 55,126.7105212,37.626105,124,469340,4,354,1326
통진시장,경기도 김포시 통진읍 서암로84번길 1,126.5993171,37.6924031,77,469340,4,354,1326
양곡시장,경기도 김포시 양촌읍 양곡로 537,126.6237267,37.6548679,76,469340,4,354,1326
양곡오라니장터시장,경기도 김포시 양촌읍 양곡1로56번길 13,126.6237054,37.6561611,77,469340,4,354,1326
호계공설시장,울산광역시 북구 호계3길 17-11,129.355738,35.6236161,50,218882,4,200,1094
화봉시장,울산광역시 북구 상방로 94,129.3658257,35.58882,50,218882,4,200,1094
호계공설시장,울산광역시 북구 호계3길 17-11,129.355738,35.6236161,50,218882,4,200,1094
화봉시장,울산광역시 북구 상방로 94,129.3658257,35.58882,50,218882,4,200,1094
송정시장,부산광역시 기장군 철마면 두송길 7-31,129.1116483,35.304732,32,173918,2,181,961
기장시장,부산광역시 기장군 읍내로 104번길 16,129.2148685,35.2436968,149,173918,2,181,961
사기막골도자기시장,경기도 이천시 경충대로 2993번길 37,127.4124327,37.294307,54,219525,3,238,922
관고전통시장,경기도 이천시 중리천로31번길 22,127.4403608,37.2808197,110,219525,3,238,922
장호원전통시장,경기도 이천시 장호원읍 서동대로8965번길 36,127.6307631,37.1148686,74,219525,3,238,922
성정시장,충청남도 천안시 서북구 성정로 78,127.1388922,36.813559,53,400708,4,463,865
성환이화시장,충청남도 천안시 서북구 성환읍 성환시장길 12,127.1300316,36.9185394,165,400708,4,463,865
성환이화시장,충청남도 천안시 서북구 성환읍 성환시장길 12,127.1300316,36.9185394,165,400708,4,463,865
성정시장,충청남도 천안시 서북구 양지7길 22,127.1387372,36.8127646,80,400708,4,463,865
봉선시장,광주광역시 남구 봉선중앙로91번길 7,126.9100024,35.1290511,63,214752,4,250,859
무등시장,광주광역시 남구 군분로 27,126.8945422,35.1359261,62,214752,4,250,859
무등시장,광주광역시 남구 군분로 27 (주월동),126.8945422,35.1359261,62,214752,4,250,859
봉선시장,광주광역시 남구 봉선중앙로91번길7(봉선동),126.9100024,35.1290511,63,214752,4,250,859
강남시장,인천광역시 서구 가정로307번길 11-2,126.6711457,37.5121132,119,542611,6,689,788
가좌시장,인천광역시 서구 장고개로337번길 18-19,126.6833977,37.4941393,139,542611,6,689,788
거북시장,인천광역시 서구 면개포로10번길 12,126.6742103,37.5038233,5,542611,6,689,788
신거북시장,인천광역시 서구 면개포로 5,126.6727232,37.503577,186,542611,6,689,788
정서진중앙시장,인천광역시 서구 원창로239번길 10,126.6761693,37.5183426,128,542611,6,689,788
축산물시장,인천광역시 서구 가좌로96번길 35,126.6884571,37.4789926,112,542611,6,689,788
호계종합시장,경기도 안양시 동안구 흥안대로 133번길 34,126.9592998,37.3725363,254,311349,2,399,780
관양시장,경기도 안양시 동안구 관평로 328,126.9579322,37.405397,145,311349,2,399,780
안산 시민시장,경기도 안산시 단원구 화랑로 149,126.8050881,37.3253722,410,303868,1,410,741
세종전통시장,세종특별자치시 조치원읍 조치원8길 42,127.3006116,36.5997893,277,353430,4,477,741
금남대평시장,세종특별자치시 금남면 대평시장1길 17-2,127.2820588,36.4672673,64,353430,4,477,741
전의왕의물시장,세종특별자치시 전의면 장터길 33,127.2058789,36.6777403,72,353430,4,477,741
부강전통시장,세종특별자치시 부강면 부강5길 18,127.3688825,36.5285012,64,353430,4,477,741
풍양시장,경상북도 예천군 풍양면 낙상2길 일대,128.3042188,36.5127841,76,55558,1,76,731
유성시장,대전광역시 유성구 유성대로 730번길 24,127.3339218,36.3577768,400,351790,4,488,721
송강시장,대전광역시 유성구 구즉로 74-7,127.3866081,36.4351997,88,351790,4,488,721
송강전통시장,대전광역시 유성구 구즉로 74-7(송강동),127.3866081,36.4351997,,351790,4,488,721
유성전통시장,대전광역시 유성구 유성대로 730번길 24(장대동),127.3339218,36.3577768,,351790,4,488,721
덕풍전통시장,경기도 하남시 수리북로 22,127.202919,37.5415387,185,291075,3,409,712
덕풍시장,경기도 하남시 신장로154번길 57,127.2035316,37.5418091,148,291075,3,409,712
신장시장,경기도 하남시 신장1로3번길 42,127.2070276,37.5378873,76,291075,3,409,712
구리전통시장,경기도 구리시 검배로6번길 31,127.1399042,37.5995428,281,197608,1,281,703
전곡재래시장,경기도 연천군 전곡읍 전곡로 164번길 11,127.0684879,38.0268408,65,43531,1,65,670
오산오색시장,경기도 오산시 오산로 272번길 22,127.0708591,37.1509331,350,229591,1,350,656
지도전통시장,전라남도 신안군 지도읍 읍내길 16-20,126.2069818,35.0588156,60,39009,1,60,650
화원공설시장,대구광역시 달성군 화원읍 인흥길 33-4,128.4991258,35.8011336,31,258945,10,413,627
현풍공설시장,대구광역시 달성군 현풍면 현풍로6길 5,128.4422285,35.6947606,51,258945,10,413,627
논공중앙시장,대구광역시 달성군 용호로2길 12,128.4465912,35.7283868,50,258945,10,413,627
현풍백년도깨비시장,대구광역시 달성군 현풍읍 현풍로 6길 5,128.4422285,35.6947606,64,258945,10,413,627
화원시장,대구광역시 달성군 화원읍 화원읍 인흥길 33-4,128.4991258,35.8011336,33,258945,10,413,627
화원시장,대구광역시 달성군 화원읍 비슬로512길 66,128.499735,35.8012547,33,258945,10,413,627
현풍백년도깨비시장,대구광역시 달성군 현풍읍 현풍로6길 5,128.4422285,35.6947606,85,258945,10,413,627
논공시장,대구광역시 달성군 논공읍 금포시장길 4,128.4216862,35.774084,12,258945,10,413,627
구지시장,대구광역시 달성군 구지면 창리로11길 15-7,128.4125336,35.6577428,4,258945,10,413,627
논공중앙시장,대구광역시 달성군 논공읍 용호로2길 12,128.4465912,35.7283868,50,258945,10,413,627
의정부제일시장,경기도 의정부시 태평로73번길 20 (의정부동),127.0500679,37.7401266,630,460390,3,753,611
의정부시장,경기도 의정부시 시민로143번길 40 (의정부동),127.0511829,37.7394505,58,460390,3,753,611
의정부청과야채시장,경기도 의정부시 시민로157번길 8 (의정부동),127.0527444,37.7379149,65,460390,3,753,611
산본시장,경기도 군포시 산본천로 181,126.9381221,37.3696753,203,274309,3,463,592
산본시장,경기도 군포시 산본천로183번길 6,126.93853,37.3701635,203,274309,3,463,592
군포역전시장,경기도 군포시 군포로538번길 7-3,126.9468877,37.3540743,57,274309,3,463,592
계양산전통시장,인천광역시 계양구 병방시장로 69 2층,126.7394455,37.5480314,128,297148,4,519,573
작전시장,인천광역시 계양구 작전시장로 25,126.725521,37.5326916,131,297148,4,519,573
계양산전통시장,인천광역시 계양구 병방시장로 69,126.7394455,37.5480314,125,297148,4,519,573
계산시장,인천광역시 계양구 계산시장길 10-22,126.7247579,37.5393292,135,297148,4,519,573
금촌전통시장,경기도 파주시 금정24길 18-6(금촌동),126.7738771,37.7626153,96,464453,7,818,568
문산자유시장,경기도 파주시 문산읍 문향로 57,126.7839421,37.8567275,145,464453,7,818,568
광탄시장,경기도 파주시 광탄면 혜음로 1120번길 22,126.848531,37.7821602,169,464453,7,818,568
적성전통시장,경기도 파주시 적성면 칠중2길 19,126.9186215,37.9555369,82,464453,7,818,568
금촌문화로시장,경기도 파주시 문화로 94(금촌동),126.7750616,37.7626209,133,464453,7,818,568
금촌명동로시장,경기도 파주시 명동길 56(금촌동),126.7736052,37.7631182,62,464453,7,818,568
봉일천시장,경기도 파주시 조리읍 봉천로 37-13,126.8073112,37.7432745,131,464453,7,818,568
강남시장,서울특별시 강남구 압구정로2길 46,127.0206916,37.5187673,88,539838,10,950,568
영동전통시장,서울특별시 강남구 강남대로 128길 20,127.0238232,37.5099952,109,539838,10,950,568
논현종합시장,서울특별시 강남구 봉은사로33길 33,127.0347588,37.5100176,80,539838,10,950,568
신사상가,서울특별시 강남구 압구정로29길 72-1,127.028402,37.532288,80,539838,10,950,568
청담삼익시장,서울특별시 강남구 학동로 101길 26,127.0576204,37.5224448,175,539838,10,950,568
강남시장,서울특별시 강남구 압구정로 2길 46,127.0206916,37.5187673,70,539838,10,950,568
논현종합시장,서울특별시 강남구 봉은사로43길 8,127.0399504,37.5098023,44,539838,10,950,568
신사상가,서울특별시 강남구 압구정로29길 72-1,127.028402,37.532288,60,539838,10,950,568
영동전통시장,서울특별시 강남구 강남대로 128길 20 영동프라자 2동 204호,127.0238232,37.5099952,124,539838,10,950,568
청담삼익시장,서울특별시 강남구 학동로 101길 26,127.0576204,37.5224448,120,539838,10,950,568
사덕시장,부산광역시 강서구 대저로277번길 9(대저1동),128.9827046,35.2129499,0,137229,4,244,562
덕두시장,부산광역시 강서구 공항로811번다길7(대저2동),128.9562077,35.17959,0,137229,4,244,562
명지시장,부산광역시 강서구 신포길17번길27(명지동),128.931598,35.1125413,120,137229,4,244,562
명지시장,부산광역시 강서구 신포길 17번길 27,128.931598,35.1125413,124,137229,4,244,562
광명전통시장,경기도 광명시 광이로13번길 17-5,126.8561647,37.4799482,410,300092,2,600,500
광명새마을시장,경기도 광명시 광명로831번길 4-1,126.8511717,37.4737048,190,300092,2,600,500
용인중앙시장,경기도 용인시 처인구 금령로99번길 9,127.2069762,37.2364574,535,258079,1,535,482
가경터미널시장,충청북도 청주시 흥덕구 풍산로47번길 10(가경동),127.4354518,36.6277197,85,265311,8,552,481
가경터미널시장,충청북도 청주시 흥덕구 풍산로47번길 10(가경동),127.4354518,36.6277197,83,265311,8,552,481
복대가경시장,충청북도 청주시 흥덕구 신율로139번길 59-1(복대동),127.4437161,36.6298507,87,265311,8,552,481
직지시장,충청북도 청주시 흥덕구 직지대로639번길 88(봉명동),127.4663281,36.6465792,60,265311,8,552,481
복대시장,충청북도 청주시 흥덕구 사직대로11번길 8(복대동),127.4486931,36.6346785,45,265311,8,552,481
복대가경시장,충청북도 청주시 흥덕구 신율로139번길 59-1(복대동),127.4437161,36.6298507,77,265311,8,552,481
직지시장,충청북도 청주시 흥덕구 직지대로639번길 88(봉명동),127.4663281,36.6465792,60,265311,8,552,481
복대시장,충청북도 청주시 흥덕구 사직대로11번길 8(복대동),127.4486931,36.6346785,55,265311,8,552,481
성주시장,경상북도 성주군 성주읍 시장길 43-1,128.2854806,35.9150259,45,43225,3,94,460
벽진시장,경상북도 성주군 벽진면 수촌1길 8,128.216574,35.948768,4,43225,3,94,460
성주전통시장,경상북도 성주군 성주시장길 43-1,128.2854806,35.9150259,45,43225,3,94,460
양산남부시장상가,경상남도 양산시 장터3길 7,129.0370453,35.3433892,122,351797,7,768,458
양산북부시장,경상남도 양산시 중앙로 232,129.0411959,35.3504492,107,351797,7,768,458
덕계종합상설시장,경상남도 양산시 덕계2길7,129.147156,35.3697508,229,351797,7,768,458
서창시장,경상남도 양산시 서창서2길5,129.1720053,35.4162544,37,351797,7,768,458
석계시장,경상남도 양산시 상북면 삼계4길 2,129.0639378,35.4195734,8,351797,7,768,458
신평시장,경상남도 양산시 하북면 신평강변3길11,129.0858571,35.4905984,34,351797,7,768,458
양산남부시장,경상남도 양산시 중앙로 133,129.0372371,35.3424443,231,351797,7,768,458
지산목련시장(지산종합시장),대구광역시 수성구 용학로42길 9,128.631863,35.8207968,33,424947,19,946,449
수성시장,대구광역시 수성구 들안로 285-56,128.6170064,35.8556549,100,424947,19,946,449
마천시장,서울특별시 송파구 성내천로30길 17-7(마천동),127.1507459,37.4984294,173,668498,12,1488,449
마천중앙시장,서울특별시 송파구 마천로51가길 23,127.1513355,37.4984143,153,668498,12,1488,449
방이시장,서울특별시 송파구 백제고분로48길 41,127.1175478,37.5103514,138,668498,12,1488,449
새마을시장,서울특별시 송파구 백제고분로15길 42(잠실동) 지하1층,127.0849001,37.5090894,116,668498,12,1488,449
석촌시장,서울특별시 송파구 송파대로 37길 52 2층,127.1065252,37.5001729,80,668498,12,1488,449
풍납시장,서울특별시 송파구 바람드리길 34(풍납동),127.1194927,37.5375649,161,668498,12,1488,449
마천시장,서울특별시 송파구 마천로45길 23,127.1506963,37.4980805,64,668498,12,1488,449
마천중앙시장,서울특별시 송파구 마천로51가길 23,127.1513355,37.4984143,135,668498,12,1488,449
방이시장,서울특별시 송파구 백제고분로48길 41,127.1175478,37.5103514,132,668498,12,1488,449
새마을시장,서울특별시 송파구 석촌호수로12길 14,127.0850122,37.5091756,116,668498,12,1488,449
석촌시장,서울특별시 송파구 송파대로37길 40,127.1078047,37.5005582,60,668498,12,1488,449
풍납시장,서울특별시 송파구 바람드리길 50,127.1210777,37.5372604,160,668498,12,1488,449
동성시장,대구광역시 수성구 들안로 287,128.6170317,35.8557712,13,424947,19,946,449
수성시장,대구광역시 수성구 들안로 283,128.6169621,35.8553557,20,424947,19,946,449
수성현대시장,대구광역시 수성구 신천동로 280,128.60939,35.8494685,28,424947,19,946,449
신매시장,대구광역시 수성구 신매로 104,128.7093495,35.8386331,178,424947,19,946,449
지산목련시장,대구광역시 수성구 용학로42길 9,128.631863,35.8207968,41,424947,19,946,449
청구시장,대구광역시 수성구 만촌로 66,128.6440771,35.8648535,34,424947,19,946,449
태백시장,대구광역시 수성구 들안로 281,128.616759,35.8551881,27,424947,19,946,449
황금시장,대구광역시 수성구 청솔로 19,128.6199562,35.8483998,16,424947,19,946,449
동성시장,대구광역시 수성구 수성로 72길,128.6155099,35.8561423,99,424947,19,946,449
동성시장,대구광역시 수성구 들안로 287,128.6170317,35.8557712,13,424947,19,946,449
수성시장,대구광역시 수성구 들안로 283,128.6169621,35.8553557,20,424947,19,946,449
수성현대시장,대구광역시 수성구 신천동로 280,128.60939,35.8494685,28,424947,19,946,449
신매시장,대구광역시 수성구 신매로 104,128.7093495,35.8386331,178,424947,19,946,449
지산목련시장,대구광역시 수성구 용학로42길 9,128.631863,35.8207968,41,424947,19,946,449
청구시장,대구광역시 수성구 만촌로 66,128.6440771,35.8648535,34,424947,19,946,449
태백시장,대구광역시 수성구 들안로 281,128.616759,35.8551881,27,424947,19,946,449
황금시장,대구광역시 수성구 청솔로 19,128.6199562,35.8483998,16,424947,19,946,449
중앙시장,경기도 안성시 장기로45번길 30외,127.2687958,37.0065617,81,186853,4,417,448
죽산시장,경기도 안성시 죽산면 중서길 8-9,127.4233891,37.0759881,76,186853,4,417,448
일죽시장,경기도 안성시 일죽면 금일로 465-11,127.477892,37.0932044,109,186853,4,417,448
안성맞춤시장,경기도 안성시 시장길 37 외,127.2703533,37.0066308,151,186853,4,417,448
군위전통시장,경상북도 군위군 군위읍 중앙5길 8-6,128.5671134,36.2388226,52,23299,8,52,448
의흥시장,경상북도 군위군 의흥면 읍내5길 7,128.716305,36.174253,0,23299,8,52,448
우보시장,경상북도 군위군 우보면 이화3길 6-15,128.6642427,36.1947078,0,23299,8,52,448
소보시장,경상북도 군위군 소보면 송원3길 34,128.4791646,36.2556555,0,23299,8,52,448
군위전통시장,경상북도 군위군 군위읍 중앙5길 12-8,128.5668072,36.2389421,,23299,8,52,448
의흥시장,경상북도 군위군 의흥면 읍내5길 7,128.716305,36.174253,,23299,8,52,448
우보시장,경상북도 군위군 우보면 이화3길 6-15,128.6642427,36.1947078,,23299,8,52,448
소보시장,경상북도 군위군 소보면 송원3길 34,128.4791646,36.2556555,,23299,8,52,448
외동전통시장,경상남도 김해시 내외로 80,128.8658699,35.2344336,151,542350,12,1232,440
삼방전통시장,경상남도 김해시 삼안로255번안길 6-5,128.9094909,35.2500935,78,542350,12,1232,440
진례전통시장,경상남도 김해시 진례면 송현로 6,128.7489253,35.248683,36,542350,12,1232,440
진영전통시장,경상남도 김해시 진영읍 진영산복로115번길 9,128.7306267,35.3023143,71,542350,12,1232,440
장유전통시장,경상남도 김해시 장유로 287-22,128.8148083,35.2005685,110,542350,12,1232,440
김해(동상)전통시장,경상남도 김해시 호계로 509,128.8842012,35.2359226,170,542350,12,1232,440
외동전통시장,경상남도 김해시 내외로 80,128.8658699,35.2344336,151,542350,12,1232,440
삼방전통시장,경상남도 김해시 삼안로255번안길 6-5,128.9094909,35.2500935,78,542350,12,1232,440
진례전통시장,경상남도 김해시 진례면 송현로 6,128.7489253,35.248683,36,542350,12,1232,440
진영전통시장,경상남도 김해시 진영읍 진영산복로115번길 9,128.7306267,35.3023143,71,542350,12,1232,440
장유전통시장,경상남도 김해시 장유로 287-22,128.8148083,35.2005685,110,542350,12,1232,440
김해(동상)전통시장,경상남도 김해시 호계로 509,128.8842012,35.2359226,170,542350,12,1232,440
가야전통시장,경상남도 함안군 가야읍 가야8길 8,128.4064637,35.277261,87,64235,4,148,434
칠원전통시장,경상남도 함안군 칠원읍 서남3길 10,128.5191921,35.3056958,23,64235,4,148,434
군북전통시장,경상남도 함안군 군북면 중암8길 32-12,128.3462237,35.2607812,21,64235,4,148,434
대산전통시장,경상남도 함안군 대산면 대산중앙로 219,128.428129,35.3528369,17,64235,4,148,434
북수원시장,경기도 수원시 장안구 파장로82번길 10(파장동),126.9923475,37.3069367,153,274148,4,636,431
장안문거북시장,경기도 수원시 장안구 수성로370번길 52(영화동),127.0138298,37.2915962,139,274148,4,636,431
정자시장,경기도 수원시 장안구 수성로261번길 16(정자동),127.0008813,37.2906903,150,274148,4,636,431
반딧불이연무시장,경기도 수원시 장안구 월드컵로428번길 10 (연무동),127.0259771,37.2939604,194,274148,4,636,431
부천중동시장,경기도 부천시 부흥로 200번길28,126.7643344,37.4949004,103,819990,19,1910,429
역곡남부시장,경기도 부천시 부광로16번길33,126.8115377,37.4825298,75,819990,19,1910,429
부천제일시장,경기도 부천시 원종로85번길84,126.8097229,37.5279519,168,819990,19,1910,429
소사종합시장,경기도 부천시 호현로474번길13-2,126.7939541,37.4796631,60,819990,19,1910,429
오정시장,경기도 부천시 부천로470번길50,126.7857048,37.525974,73,819990,19,1910,429
원미종합시장,경기도 부천시 조종로49번길 21-3,126.7901781,37.4936823,106,819990,19,1910,429
원미부흥시장,경기도 부천시 원미로97번길 8,126.7902143,37.4916105,63,819990,19,1910,429
역곡상상시장,경기도 부천시 부일로749번길31,126.8118941,37.4875776,120,819990,19,1910,429
강남시장,경기도 부천시 옥산로154번길21,126.7814664,37.5074971,107,819990,19,1910,429
중동사랑시장,경기도 부천시 부흥로200번길25,126.7645791,37.4949753,101,819990,19,1910,429
부천상동시장,경기도 부천시 장말로200번길48,126.7634798,37.49091,155,819990,19,1910,429
부천자유시장,경기도 부천시 자유로33,126.7799422,37.4841112,312,819990,19,1910,429
부천한신시장,경기도 부천시 은성로68번길46,126.7980162,37.473124,91,819990,19,1910,429
조공시장,경기도 부천시 범안로8번길11,126.8052447,37.4804075,58,819990,19,1910,429
원종종합시장,경기도 부천시 삼작로394,126.805569,37.5197116,51,819990,19,1910,429
원종중앙시장,경기도 부천시 성오로124번길47,126.8023169,37.5250651,70,819990,19,1910,429
고리울동굴시장,경기도 부천시 고리울로52번길19-16,126.8222827,37.5259861,71,819990,19,1910,429
신흥시장,경기도 부천시 평천로721번길14-2,126.77102,37.515556,65,819990,19,1910,429
조공시장,경기도 부천시 범안로 8번길 11,126.8052447,37.4804075,61,819990,19,1910,429
까치산시장,서울특별시 강서구 강서로12길 14,126.8478603,37.531531,145,581909,15,1368,425
남부골목시장,서울특별시 강서구 등촌로5길 62-4,126.860019,37.5331816,175,581909,15,1368,425
방신전통시장,서울특별시 강서구 방화동로16길 31,126.8123502,37.5714214,123,581909,15,1368,425
화곡중앙골목시장,서울특별시 강서구 월정로30길 66,126.8395063,37.5348841,69,581909,15,1368,425
송화벽화시장,서울특별시 강서구 강서로 263-29,126.8345682,37.5492163,103,581909,15,1368,425
화곡본동시장,서울특별시 강서구 까치산로 35,126.8441295,37.5428848,50,581909,15,1368,425
백운시장,서울특별시 도봉구 삼양로154길 42,127.0156249,37.6556448,57,326082,11,767,425
방학동도깨비시장,서울특별시 도봉구 도당로13가길 17,127.0362062,37.6659413,103,326082,11,767,425
창동신창시장,서울특별시 도봉구 덕릉로57길 17,127.0374555,37.6394351,76,326082,11,767,425
창동골목시장,서울특별시 도봉구 덕릉로58길 16,127.0391454,37.6384012,60,326082,11,767,425
신도봉시장,서울특별시 도봉구 도당로27길 60,127.0411237,37.6700152,24,326082,11,767,425
쌍문시장,서울특별시 도봉구 도봉로113길 23,127.0328357,37.6482435,103,326082,11,767,425
방학동도깨비시장,서울특별시 도봉구 도당로 13가길 17 2층,127.0362062,37.6659413,88,326082,11,767,425
신도봉시장,서울특별시 도봉구 도당로 27길 60,127.0411237,37.6700152,26,326082,11,767,425
쌍문시장,서울특별시 도봉구 도봉로113길 20,127.032968,37.6483674,96,326082,11,767,425
창동골목시장,서울특별시 도봉구 덕릉로58길 16,127.0391454,37.6384012,58,326082,11,767,425
창동신창시장,서울특별시 도봉구 덕릉로 57길 17,127.0374555,37.6394351,76,326082,11,767,425
까치산시장,서울특별시 강서구 강서로 12길 14,126.8478603,37.531531,152,581909,15,1368,425
남부골목시장,서울특별시 강서구 곰달래로 55길4(화곡동),126.8607298,37.5322382,159,581909,15,1368,425
남부화곡시장,서울특별시 강서구 등촌로5길 80번지,126.8589518,37.5330707,22,581909,15,1368,425
대원종합시장,서울특별시 강서구 화곡로21길 78,126.8364753,37.5444867,36,581909,15,1368,425
등마루시장,서울특별시 강서구 화곡로68길 102,126.8593316,37.5569888,60,581909,15,1368,425
방신전통시장,서울특별시 강서구 방화동로16길32,126.812647,37.5715083,123,581909,15,1368,425
신월중앙시장,서울특별시 강서구 강서로 5나길 109,126.8419059,37.5279688,30,581909,15,1368,425
화곡본동시장,서울특별시 강서구 까치산로 35,126.8441295,37.5428848,63,581909,15,1368,425
화곡중앙골목시장,서울특별시 강서구 월정로 30길 66,126.8395063,37.5348841,58,581909,15,1368,425
부평종합시장,인천광역시 부평구 부흥로316번길 38-3,126.7266188,37.496498,200,495882,7,1176,422
부일종합시장,인천광역시 부평구 경인로1118번길 14-7(일신동),126.7432795,37.4847202,45,495882,7,1176,422
십정종합시장,인천광역시 부평구 배곶남로21번길 18(십정동),126.6955036,37.4734016,59,495882,7,1176,422
부평종합시장,인천광역시 부평구 주부토로22번길 29-10(부평동),126.7263457,37.4957993,430,495882,7,1176,422
부평깡시장,인천광역시 부평구 시장로79번길 36-3(부평동),126.7272737,37.4979395,206,495882,7,1176,422
부평문화의거리,인천광역시 부평구 부평문화로80번길 6-7(부평동),126.724759,37.4938471,141,495882,7,1176,422
진흥종합시장,인천광역시 부평구 부흥로304번길 27(부평동),126.725706,37.4969472,95,495882,7,1176,422
대림골목시장,서울특별시 은평구 응암로 12길 8,126.9175082,37.5879137,100,480617,16,1150,418
대림시장,서울특별시 은평구 응암로4길 20,126.9175785,37.5865371,78,480617,16,1150,418
대조시장,서울특별시 은평구 불광로 8(대조동)3층 303호,126.9322368,37.6144648,102,480617,16,1150,418
신응암시장,서울특별시 은평구 응암로22길3-1,126.9186943,37.5939075,52,480617,16,1150,418
연서시장,서울특별시 은평구 연서로 247(불광동),126.922172,37.6196909,94,480617,16,1150,418
제일시장,서울특별시 은평구 통일로 731(대조동),126.9294663,37.6106227,32,480617,16,1150,418
증산종합시장,서울특별시 은평구 증산로3길 12(증산동),126.9050616,37.5814689,76,480617,16,1150,418
연서시장,서울특별시 은평구 통일로 850(불광동),126.921445,37.6193203,94,480617,16,1150,418
역촌중앙시장,서울특별시 은평구 연서로17길 18-6(갈현동),126.9162153,37.6132821,76,480617,16,1150,418
증산종합시장,서울특별시 은평구 증산로3길 12(증산동),126.9050616,37.5814689,101,480617,16,1150,418
