역번호,역사명,노선번호,노선명,역위도(y좌표),역경도(x좌표),역사도로명주소
312,공덕역,k0203,경의중앙선,37.542611,126.952134,서울시 마포구 공덕동 마포대로 자하100
3114,계산,S2801,인천지하철 1호선,37.543243,126.728436,인천광역시 계양구 경명대로 1089
2627,공덕,S1106,서울 도시철도 6호선,37.54354807,126.9518977,서울특별시 마포구 백범로 지하 200(공덕동)
211,서울숲역,k0304,분당선,37.543647,127.044686,서울시 성동구 왕십리로 지하 77
3210,서구청,S2802,인천지하철 2호선,37.543839,126.676795,인천광역시 서구 서곶로 294 (심곡동)
2530,공덕,S1105,서울 도시철도 5호선,37.54412449,126.9513584,서울특별시 마포구 마포대로 지하100(공덕동)
211,성수,S1102,서울 도시철도 2호선,37.5444338,127.0559893,서울특별시 성동구 아차산로 100 (성수동2가)
427,숙대입구,S1104,서울 도시철도 4호선,37.54467788,126.9719943,서울특별시 용산구 한강대로 지하 306
2547,광나루,S1105,서울 도시철도 5호선,37.5450481,127.1035121,서울특별시 광진구 아차산로 지하571 (광장동)
3113,임학,S2801,인천지하철 1호선,37.545058,126.738642,인천광역시 계양구 장제로 875
2551,굽은다리,S1105,서울 도시철도 5호선,37.54537927,127.1428116,서울특별시 강동구 양재대로 지하1572 (명일동)
130,양수역,k0212,경의중앙선,37.545998,127.328948,경기도 양평군 양서면 목왕로 55-10
210,뚝섬,S1102,서울 도시철도 2호선,37.54712239,127.0473648,서울특별시 성동구 아차산로 18 (성수동1가)
128,팔당역,k0212,경의중앙선,37.547321,127.243896,경기도 남양주시 와부읍 팔당로 107번길
2625,광흥창,S1106,서울 도시철도 6호선,37.54746977,126.9318177,서울특별시 마포구 독막로 지하 165
2626,대흥,S1106,서울 도시철도 6호선,37.54766489,126.9422206,서울특별시 마포구 대흥로 지하 85
2624,상수,S1106,서울 도시철도 6호선,37.54776978,126.9225838,서울특별시 마포구 독막로 지하85 (상수동)
2728,어린이대공원,S1107,서울 도시철도 7호선,37.54780394,127.0745637,서울특별시 광진구 능동로 지하210(화양동)
324,금호,S1103,서울 도시철도 3호선,37.54800401,127.0156615,서울특별시 성동구 동호로 지하 104 (금호동4가)
2633,버티고개,S1106,서울 도시철도 6호선,37.54806951,127.0066086,서울특별시 중구 다산로 지하38 (신당동)
2517,우장산,S1105,서울 도시철도 5호선,37.54886035,126.8363531,서울특별시 강서구 강서로 지하262 (화곡동)
238,합정,S1102,서울 도시철도 2호선,37.54959888,126.9141239,서울특별시 마포구 양화로 지하 55 (서교동)
2623,합정,S1106,서울 도시철도 6호선,37.54979888,126.9141239,서울특별시 마포구 양화로 지하 45
2811,암사,S1108,서울 도시철도 8호선,37.54997529,127.1274183,서울특별시 강동구 올림픽로 지하776 (암사동)
115,응봉역,k0205,경의중앙선,37.550433,127.034824,서울시 성동구 고산자로 123(응봉동)
556,하남풍산역,S1105,서울 도시철도 5호선,37.5512453,127.2031234,경기도 하남시 덕풍서로 지하 50
3209,아시아드경기장,S2802,인천지하철 2호선,37.551373,126.677075,인천광역시 서구 서곶로 382 (연희동)
2552,명일,S1105,서울 도시철도 5호선,37.55149734,127.1439883,서울특별시 강동구 양재대로 지하1632 (명일동)
2546,아차산,S1105,서울 도시철도 5호선,37.55203633,127.0896015,서울특별시 광진구 천호대로 지하657
313,서강대역,k0203,경의중앙선,37.552132,126.935389,서울시 마포구 서강로 지하118
3112,박촌,S2801,인천지하철 1호선,37.553525,126.744946,인천광역시 계양구 장제로 992
2531,애오개,S1105,서울 도시철도 5호선,37.5535295,126.956632,서울특별시 마포구 마포대로 지하210 (아현동)
426,서울역,S1104,서울 도시철도 4호선,37.55356539,126.9724996,서울특별시 용산구 한강대로 지하 392(동자동)
2634,약수,S1106,서울 도시철도 6호선,37.5542519,127.0104682,서울특별시 중구 다산로 지하 155 (신당동)
2539,신금호,S1105,서울 도시철도 5호선,37.55440938,127.0205515,서울특별시 성동구 금호로 지하154 (금호동2가)
323,약수,S1103,서울 도시철도 3호선,37.5544519,127.0104682,서울특별시 중구 다산로 지하 122 (신당동)
129,운길산역,k0212,경의중앙선,37.554659,127.310089,경기도 남양주시 조안면 진중리 255-1
313,서울역(경의선),k0203,경의중앙선,37.554713,126.970787,서울시 용산구 한강대로 405
2553,고덕,S1105,서울 도시철도 5호선,37.55503473,127.1540785,서울특별시 강동구 고덕로 지하253 (고덕동)
209,한양대,S1102,서울 도시철도 2호선,37.55522179,127.0434917,서울특별시 성동구 왕십리로 206 (행당동)
240,신촌,S1102,서울 도시철도 2호선,37.555342,126.9368826,서울특별시 마포구 신촌로 지하 90 (노고산동)
150,서울역,S1101,서울 도시철도 1호선,37.55575305,126.9724563,서울특별시 중구 세종대로 지하 2 (남대문로 5가)
2622,망원,S1106,서울 도시철도 6호선,37.55594386,126.9098166,서울특별시 마포구 월드컵로 지하77 (망원동)
2554,상일동,S1105,서울 도시철도 5호선,37.55658759,127.1652632,서울특별시 강동구 고덕로 지하359 (상일동)
241,이대,S1102,서울 도시철도 2호선,37.55672128,126.945801,서울특별시 마포구 신촌로 지하 180 (염리동)
239,홍대입구,S1102,서울 도시철도 2호선,37.55701523,126.9249829,서울특별시 마포구 양화로 지하160 (동교동)
2545,군자,S1105,서울 도시철도 5호선,37.55713392,127.079433,서울특별시 광진구 천호대로 지하550
2727,군자,S1107,서울 도시철도 7호선,37.55713392,127.079433,서울특별시 광진구 천호대로 지하550
242,아현,S1102,서울 도시철도 2호선,37.55721977,126.9561295,서울특별시 마포구 신촌로 지하 270 (아현동)
2540,행당,S1105,서울 도시철도 5호선,37.55754312,127.0296931,서울특별시 성동구 행당로 지하89 (행당동)
554,강일역,S1105,서울 도시철도 5호선,37.55765173,127.1756631,서울특별시 강동구 고덕로 지하 456 (강일동)
314,홍대입구역,k2031,경의중앙선,37.55808,126.925533,서울시 마포구 양화로 지하 188
2516,발산,S1105,서울 도시철도 5호선,37.55848385,126.837456,서울특별시 강서구 공항대로 지하267 (가양동)
425,회현,S1104,서울 도시철도 4호선,37.55851662,126.9781303,서울특별시 중구 퇴계로 지하 54 (남창동)
322,동대입구,S1103,서울 도시철도 3호선,37.55883276,127.0052813,서울특별시 중구 동호로 지하 256 (장충동2가)
314,신촌역,k0203,경의중앙선,37.559768,126.942308,서울특별시 서대문구 대현동 74-12
2538,청구,S1105,서울 도시철도 5호선,37.56021257,127.0137698,서울특별시 중구 청구로 지하77(신당동)
2635,청구,S1106,서울 도시철도 6호선,37.56021257,127.0135698,서울특별시 중구 청구로 지하77(신당동)
243,충정로,S1102,서울 도시철도 2호선,37.56022847,126.9634503,서울특별시 서대문구 서소문로 지하 17 (충정로3가)
2532,충정로,S1105,서울 도시철도 5호선,37.56022847,126.9636503,서울특별시 서대문구 충정로 28-1
2515,마곡,S1105,서울 도시철도 5호선,37.56025035,126.8248665,서울특별시 강서구 공항대로 지하163 (가양동)
424,명동,S1104,서울 도시철도 4호선,37.56075073,126.9862482,서울특별시 중구 퇴계로 지하 126 (충무로2가)
3208,검바위,S2802,인천지하철 2호선,37.561091,126.677529,인천광역시 서구 서곶로 492 (검암동)
116,왕십리역,k0205,경의중앙선,37.561128,127.035505,서울시 성동구 왕십리 광장로 17(행당동)
2514,송정,S1105,서울 도시철도 5호선,37.56115795,126.811792,서울특별시 강서구 공항대로 지하33 (공항동)
423,충무로,S1104,서울 도시철도 4호선,37.56120209,126.9943556,서울특별시 중구 퇴계로 지하 199 (필동2가)
321,충무로,S1103,서울 도시철도 3호선,37.56140209,126.9943556,서울특별시 중구 퇴계로 지하 199 (필동2가)
208,왕십리,S1102,서울 도시철도 2호선,37.56152516,127.0375076,서울특별시 성동구 왕십리로 지하300(행당동)
2544,장한평,S1105,서울 도시철도 5호선,37.56153057,127.0642826,서울특별시 동대문구 천호대로 지하405 (장안동)
2541,왕십리,S1105,서울 도시철도 5호선,37.56172516,127.0369076,서울특별시 성동구 왕십리로 지하300 (행당동)
244,용답,S1102,서울 도시철도 2호선,37.56183232,127.050871,서울특별시 성동구 용답길 86 (용답동)
2513,김포공항,S1105,서울 도시철도 5호선,37.5622601,126.8014703,서울특별시 강서구 하늘길 지하77 (방화동)
109,김포공항역,L4101,김포골드라인,37.56233524,126.8019511,서울특별시 강서구 하늘길77
555,미사역,S1105,서울 도시철도 5호선,37.5631234,127.1932345,경기도 하남시 미사강변동로 지하 90
2621,마포구청,S1106,서울 도시철도 6호선,37.56350657,126.9031935,서울특별시 마포구 월드컵로 지하190 (성산동)
207,상왕십리,S1102,서울 도시철도 2호선,37.56417104,127.0293524,서울특별시 성동구 왕십리로 지하 374 (하왕십리동)
201,시청,S1102,서울 도시철도 2호선,37.56461852,126.9760864,서울특별시 중구 세종대로 지하 101 (정동)
151,시청,S1101,서울 도시철도 1호선,37.56471664,126.9767513,서울특별시 중구 세종대로 지하 101 (정동)
205,동대문역사문화공원,S1102,서울 도시철도 2호선,37.56500251,127.007394,서울특별시 중구 을지로 지하 279 (을지로7가)
422,동대문역사문화공원,S1104,서울 도시철도 4호선,37.56507829,127.0071679,서울특별시 중구 장충단로 지하 230 (광희동 2가)
2537,동대문역사문화공원,S1105,서울 도시철도 5호선,37.56507829,127.0071679,서울특별시 중구 을지로 지하 279 (을지로7가)
2726,중곡,S1107,서울 도시철도 7호선,37.56568111,127.0841504,서울특별시 광진구 능동로 지하417 (중곡동)
2533,서대문,S1105,서울 도시철도 5호선,37.56573781,126.9665864,서울특별시 종로구 통일로 지하126 (평동)
206,신당,S1102,서울 도시철도 2호선,37.56582912,127.0181023,서울특별시 중구 퇴계로 지하 431-1 (신당동)
2636,신당,S1106,서울 도시철도 6호선,37.56582912,127.0181023,서울특별시 중구 퇴계로 지하 431-1 (신당동)
202,을지로입구,S1102,서울 도시철도 2호선,37.56597747,126.9825045,서울특별시 중구 을지로 지하 42 (을지로1가)
2542,마장,S1105,서울 도시철도 5호선,37.56620675,127.0429769,서울특별시 성동구 마장로 지하296 (마장동)
203,을지로3가,S1102,서울 도시철도 2호선,37.56634826,126.991482,서울특별시 중구 을지로 지하 106 (을지로3가)
320,을지로3가,S1103,서울 도시철도 3호선,37.56634826,126.991482,서울특별시 중구 을지로 지하 106 (을지로3가)
3111,귤현,S2801,인천지하철 1호선,37.566362,126.742498,인천광역시 계양구 장제로 1136
204,을지로4가,S1102,서울 도시철도 2호선,37.56682797,126.9979016,서울특별시 중구 을지로 지하 178 (을지로4가)
2543,답십리,S1105,서울 도시철도 5호선,37.56690598,127.0524701,서울특별시 성동구 천호대로 지하300(용답동)
2536,을지로4가,S1105,서울 도시철도 5호선,37.56702797,126.9979016,서울특별시 중구 을지로 지하 178 (을지로4가)
315,가좌역,k0203,경의중앙선,37.568611,126.914841,서울시 서대문구 수색로 27(남가좌동)
3207,검암,S2802,인천지하철 2호선,37.568611,126.671221,인천광역시 서구 검바위로 4 (검암동)
2620,월드컵경기장,S1106,서울 도시철도 6호선,37.56938269,126.8990612,서울특별시 마포구 월드컵로 지하240 (성산동)
245,신답,S1102,서울 도시철도 2호선,37.56961893,127.0468598,서울특별시 성동구 천호대로 232 (용답동)
152,종각,S1101,서울 도시철도 1호선,37.57020349,126.9829483,서울특별시 종로구 종로 지하 55 (종로1가)
2534,광화문,S1105,서울 도시철도 5호선,37.5708165,126.9762129,서울특별시 종로구 세종대로 지하172 (세종로)
421,동대문,S1104,서울 도시철도 4호선,37.57089132,127.0101189,서울특별시 종로구 율곡로 308
154,종로5가,S1101,서울 도시철도 1호선,37.57100685,127.001799,서울특별시 종로구 종로 지하 216  (종로5가)
155,동대문,S1101,서울 도시철도 1호선,37.57129132,127.0101189,서울특별시 종로구 종로 지하 302 (창신동)
153,종로3가,S1101,서울 도시철도 1호선,37.57139366,126.9914115,서울특별시 종로구 종로 지하 129 (종로3가)
319,종로3가,S1103,서울 도시철도 3호선,37.57139366,126.9914115,서울특별시 종로구 종로 지하 129 (종로3가)
2535,종로3가,S1105,서울 도시철도 5호선,37.57139366,126.9912115,서울특별시 종로구 종로 지하 129 (종로3가)
3110,계양,S2801,인천지하철 1호선,37.571539,126.736319,인천광역시 계양구 다남로 24
2637,동묘앞,S1106,서울 도시철도 6호선,37.57226031,127.0158732,서울특별시 종로구 종로 359 (숭인동)
2512,개화산,S1105,서울 도시철도 5호선,37.57231242,126.8062885,서울특별시 강서구 양천로 22(방화동)
159,동묘앞,S1101,서울 도시철도 1호선,37.57253741,127.0155932,서울특별시 종로구 종로 359 (숭인동)
2725,용마산,S1107,서울 도시철도 7호선,37.5736549,127.0865586,서울특별시 중랑구 용마산로 지하227(면목동)
250,용두,S1102,서울 도시철도 2호선,37.57389197,127.0379098,서울특별시 동대문구 천호대로 지하 129
316,독립문,S1103,서울 도시철도 3호선,37.57448506,126.9578508,서울특별시 서대문구 통일로 지하 247 (현저동)
246,신설동,S1102,서울 도시철도 2호선,37.57519632,127.0248584,서울특별시 동대문구 왕산로 지하 1 (신설동)
156,신설동,S1101,서울 도시철도 1호선,37.57528723,127.0249104,서울특별시 동대문구 왕산로 지하 1 (신설동)
317,경복궁,S1103,서울 도시철도 3호선,37.57560542,126.9734832,서울특별시 종로구 사직로 지하 130 (적선동)
2619,디지털미디어시티,S1106,서울 도시철도 6호선,37.57663026,126.8996845,서울특별시 은평구 수색로 지하175 (증산동)
318,안국,S1103,서울 도시철도 3호선,37.57666379,126.9854787,서울특별시 종로구 율곡로 지하 62 (안국동)
2511,방화,S1105,서울 도시철도 5호선,37.57729066,126.8127115,서울특별시 강서구 금낭화로 지하132 (방화동)
316,디지털미디어시티역,k0203,경의중앙선,37.577964,126.900421,서울시 은평구 수색로 193(수색동 37-2)
157,제기동,S1101,서울 도시철도 1호선,37.57812027,127.0344966,서울특별시 동대문구 왕산로 지하 93 (제기동)
2638,창신,S1106,서울 도시철도 6호선,37.57934562,127.0151078,서울특별시 종로구 지봉로 지하112 (창신동)
127,도심역,k0212,경의중앙선,37.579628,127.222798,경기도 남양주시 와부읍 덕소로 237(도곡리 1024-2)
158,청량리,S1101,서울 도시철도 1호선,37.5801441,127.0457768,서울특별시 동대문구 왕산로 지하 205(전농동)
117,청량리역,k0205,경의중앙선,37.580543,127.046516,서울시 동대문구 왕산로 214
317,수색역,k0203,경의중앙선,37.580855,126.895681,서울시 은평구 수색로 261-1
2724,사가정,S1107,서울 도시철도 7호선,37.58101455,127.0884688,서울특별시 중랑구 사가정로 지하393 (면목동)
315,무악재,S1103,서울 도시철도 3호선,37.58211864,126.9501814,서울특별시 서대문구 통일로 지하 361 (홍제동)
420,혜화,S1104,서울 도시철도 4호선,37.58228892,127.0016857,서울특별시 종로구 대학로 지하 120 (동숭동)
2618,증산,S1106,서울 도시철도 6호선,37.58375597,126.9094115,서울특별시 은평구 증산로 지하306(증산동)
3206,독정,S2802,인천지하철 2호선,37.584927,126.675981,인천광역시 서구 서곶로 760 (백석동)
2639,보문,S1106,서울 도시철도 6호선,37.58543035,127.0192192,서울특별시 성북구 보문로 지하116 (보문동1가)
2640,안암,S1106,서울 도시철도 6호선,37.58623045,127.0292203,서울특별시 성북구 고려대로 지하89 (안암동5가)
126,덕소역,k0212,경의중앙선,37.586892,127.208835,경기도 남양주시 와부읍 덕서로 56(덕소리 590-17)
419,한성대입구,S1104,서울 도시철도 4호선,37.58838493,127.0059994,서울특별시 성북구 삼선교로 지하1 (삼선동1가)
314,홍제,S1103,서울 도시철도 3호선,37.58852355,126.944165,서울특별시 서대문구 통일로 지하 440-1 (홍제동)
2723,면목,S1107,서울 도시철도 7호선,37.58852412,127.0874251,"서울특별시 중랑구 면목로 지하407(면목동,면목역)"
123,회기역,k0205,경원선,37.589802,127.057936,서울시 동대문구 회기로196(휘경동 317-101)
2641,고려대,S1106,서울 도시철도 6호선,37.59033908,127.0358642,서울특별시 성북구 종암로 지하1 (종암동)
2617,새절,S1106,서울 도시철도 6호선,37.59099413,126.9136601,서울특별시 은평구 증산로 지하400 (신사동
3202,왕길,S2802,인천지하철 2호선,37.592191,126.642284,인천광역시 서구 검단로 323 (왕길동)
418,성신여대입구,S1104,서울 도시철도 4호선,37.5927377,127.0163071,서울특별시 성북구 동소문로 지하 102 (동선동4가)
3205,완정,S2802,인천지하철 2호선,37.592867,126.672961,인천광역시 서구 원당대로 650 (당하동)
119,중랑역,k0212,경의중앙선,37.594948,127.076152,서울특별시 중랑구 중화동 321-37
3201,검단오류,S2802,인천지하철 2호선,37.595162,126.629206,인천광역시 서구 검단로 187 (오류동)
120,상봉역,k0212,경의중앙선,37.595254,127.085853,서울시 중랑구 망우로 297(상봉1동 100-9번지)
2722,상봉,S1107,서울 도시철도 7호선,37.59608092,127.0853862,서울특별시 중랑구 망우로 지하 297
122,외대앞역,k0205,경원선,37.596157,127.063572,서울시 동대문구 휘경로 27(이문동 360-5)
3204,마전,S2802,인천지하철 2호선,37.597756,126.667195,인천광역시 서구 완정로 68 (마전동)
2611,응암,S1106,서울 도시철도 6호선,37.59853005,126.9155088,서울특별시 은평구 증산로 지하477 (역촌동)
121,망우역,k0212,경의중앙선,37.599288,127.092318,서울시 중랑구 망우로 55길 11-10
313,녹번,S1103,서울 도시철도 3호선,37.60085525,126.935753,서울특별시 은평구 통일로 지하 602-1 (녹번동)
108,고촌역,L4101,김포골드라인,37.60121656,126.7703242,경기도 김포시 고촌읍 김포대로350
3203,검단사거리,S2802,인천지하철 2호선,37.601693,126.656545,인천광역시 서구 검단로 473 (왕길동)
121,신이문역,k0205,경원선,37.601829,127.067347,서울시 동대문구 한천로 472(이문로 7)
2642,월곡,S1106,서울 도시철도 6호선,37.6020753,127.0414221,서울특별시 성북구 월곡로 지하107 (하월곡동)
2721,중화,S1107,서울 도시철도 7호선,37.60251645,127.079253,서울특별시 중랑구 동일로 지하797 (중화동)
417,길음,S1104,서울 도시철도 4호선,37.6035085,127.0249611,서울특별시 성북구 동소문로 지하 248 (길음동)
125,양정역,k0212,경의중앙선,37.604269,127.194602,경기도 남양주시 경강로 237(이패동 398-32)
2612,역촌,S1106,서울 도시철도 6호선,37.60625985,126.9227732,서울특별시 은평구 서오릉로 지하63 (녹번동)
2643,상월곡,S1106,서울 도시철도 6호선,37.60632242,127.0485887,서울특별시 성북구 화랑로 지하157 (상월곡동)
124,도농역,k0212,경의중앙선,37.608756,127.161105,경기도 남양주시 경춘로 433(도농동 56-1)
312,불광,S1103,서울 도시철도 3호선,37.61013354,126.9296281,"서울특별시 은평구 통일로 지하 723-1 (대조동, 3호선 불광역)"
2613,불광,S1106,서울 도시철도 6호선,37.61033354,126.9298281,서울특별시 은평구 통일로 지하 723-1 (대조동)
2644,돌곶이,S1106,서울 도시철도 6호선,37.61052771,127.0564482,서울특별시 성북구 화랑로 지하243 (석관동)
2720,먹골,S1107,서울 도시철도 7호선,37.61073429,127.0775891,서울특별시 중랑구 동일로 지하901 (묵동)
2616,구산,S1106,서울 도시철도 6호선,37.61125852,126.9171923,서울특별시 은평구 연서로 지하137-1(구산동)
320,행신역,k0203,경의중앙선,37.612125,126.834063,경기도 고양시 덕양구 행신동 충경로 124번지(행신2동 812)
107,풍무역,L4101,김포골드라인,37.61243514,126.7324441,경기도 김포시 김포대로710
319,강매역,k0203,경의중앙선,37.612596,126.845437,경기도 고양시 덕양구 행신동 108-5
2649,신내,S1106,서울 도시철도 6호선,37.61264135,127.103395,서울특별시 중랑구 용마산로136길 33
122,신내역,k0210,경춘선,37.612855,127.103277,서울시 중랑구 망우동 320
416,미아사거리,S1104,서울 도시철도 4호선,37.61325241,127.0298981,서울특별시 강북구 도봉로 지하 50 (미아동)
2645,석계,S1106,서울 도시철도 6호선,37.61498323,127.0655612,서울특별시 노원구 화랑로 지하347-1 (월계동)
120,석계역,k0205,경원선,37.615206,127.065594,서울시 노원구 화랑로 314(월계동 36-4)
2648,봉화산,S1106,서울 도시철도 6호선,37.61747193,127.0910857,서울특별시 중랑구 신내로 지하232 (신내동)
2646,태릉입구,S1106,서울 도시철도 6호선,37.61796533,127.0748937,서울특별시 노원구 동일로 지하992-1 (공릉동)
2719,태릉입구,S1107,서울 도시철도 7호선,37.61816533,127.0746937,서울특별시 노원구 동일로 지하992-1 (공릉동)
2614,독바위,S1106,서울 도시철도 6호선,37.61844071,126.9329961,서울특별시 은평구 불광로 지하129-1 (불광동)
321,능곡역,k0203,경의중앙선,37.618741,126.820845,경기도 고양시 덕양구 토당로 35(토당동 454-3)
311,연신내,S1103,서울 도시철도 3호선,37.61881292,126.9208158,서울특별시 은평구 통일로 지하 849 (갈현동)
2615,연신내,S1106,서울 도시철도 6호선,37.61881292,126.9206158,서울특별시 은평구 통일로 지하 849 (갈현동)
2647,화랑대,S1106,서울 도시철도 6호선,37.62013061,127.0844264,서울특별시 노원구 화랑로 지하510
106,사우(김포시청)역,L4101,김포골드라인,37.62035224,126.7196954,경기도 김포시 김포대로852
119,광운대역,k0205,경원선,37.623635,127.061975,서울시 노원구 석계로 98-2(광운대역)
2718,공릉,S1107,서울 도시철도 7호선,37.62551321,127.0728236,서울특별시 노원구 동일로 지하1074
415,미아,S1104,서울 도시철도 4호선,37.62657144,127.0258287,서울특별시 강북구 도봉로 지하 198 (미아동)
322,대곡역,k0203,경의중앙선,37.631629,126.811025,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1)
105,걸포북변역,L4101,김포골드라인,37.63164148,126.705778,경기도 김포시 김포대로1040
118,월계역,k0205,경원선,37.633114,127.058835,서울시 노원구 월계로 53길 40(월계2동 261)
123,갈매역,k0210,경춘선,37.634135,127.114803,경기도 구리시 갈매동 경춘북로 229(갈매동 502-18)
2717,하계,S1107,서울 도시철도 7호선,37.63642687,127.0678149,서울특별시 노원구 동일로 지하1196(하계동)
310,구파발,S1103,서울 도시철도 3호선,37.63664912,126.9187832,서울특별시 은평구 진관2로 지하 15-25 (진관동)
127,금곡역,k0210,경춘선,37.637414,127.207931,경기도 남양주시 경춘로 903(금곡동 404-276)
318,화전역,k0203,경의중앙선,37.637837,126.832503,경기도 고양시 덕양구 화랑로 53(화전동 183-10)
315,화정역,k0305,일산선,37.637837,126.832503,경기도 고양시 덕양구 화정동 400-2
414,수유,S1104,서울 도시철도 4호선,37.63796529,127.0254433,서울특별시 강북구 도봉로 지하 50 (미아동)
102,마산역,L4101,김포골드라인,37.64060947,126.6440072,경기도 김포시 김포한강3로442
100,양촌역,L4101,김포골드라인,37.64179203,126.6146219,경기도 김포시 양촌읍 양촌역길 107
124,별내역,k0210,경춘선,37.642221,127.127208,경기도 남양주시 별내동 182-5
313,백석역,k0305,일산선,37.642973,126.788109,경기도 고양시 일산동구 중앙로 1042
103,장기역,L4101,김포골드라인,37.64405889,126.6690798,경기도 김포시 김포한강1로59
117,녹천역,k0205,경원선,37.644599,127.051406,서울시 도봉구 덕릉로 376(창동)
2716,중계,S1107,서울 도시철도 7호선,37.64521691,127.0640831,서울특별시 노원구 동일로 지하1308-1 (중계동)
101,구래역,L4101,김포골드라인,37.6453934,126.628576,경기도 김포시 김포한강7로87
323,곡산역,k0203,경의중앙선,37.645729,126.801877,경기도 고양시 일산동구 경의로 160(백석동)
309,지축,S1103,서울 도시철도 3호선,37.64793834,126.9137407,경기도 고양시 덕양구 삼송로 300 (지축동)
319,지축역,k0305,일산선,37.648114,126.913746,경기도 고양시 덕양구 삼송로 300(지축동)
125,퇴계원역,k0210,경춘선,37.648316,127.143858,경기도 남양주시 퇴계원면 경춘북로 545(퇴계원리 218-8)
413,쌍문,S1104,서울 도시철도 4호선,37.64853159,127.0345002,서울특별시 도봉구 도봉로 지하 486-1 (창동)
317,원흥역,k0305,일산선,37.650709,126.873239,경기도 고양시 덕양구 원흥동 569-15
126,사릉역,k0210,경춘선,37.651145,127.176839,경기도 남양주시 진건읍 진건우회로 72-8(사능리 590-2)
312,마두역,k0305,일산선,37.652185,126.777641,경기도 고양시 일산동구 중앙로 지하 1180(마두동)
130,마석역,k0210,경춘선,37.652328,127.311713,경기도 남양주시 화도읍 마석중앙로 83-14(마석우리 222-2)
318,삼송역,k0305,일산선,37.653096,126.895559,경기도 고양시 덕양구 삼송로 205번길(삼송동 20-14)
316,원당역,k0305,일산선,37.653103,126.842891,경기도 고양시 덕양구 덕양대로 1429(성사1동 4100-7)
412,창동,S1104,서울 도시철도 4호선,37.65312232,127.0476886,서울특별시 도봉구 마들로 11길 77 (창동)
116,창동역,k0205,경원선,37.653181,127.047663,서울시 도봉구 마들로 11길 77(창1동 135-86)
128,평내호평역,k0210,경춘선,37.653229,127.244452,경기도 남양주시 경춘로 1375(평내동 156)
104,운양역,L4101,김포골드라인,37.65376915,126.6838479,경기도 김포시 김포한강1로235
2715,노원,S1107,서울 도시철도 7호선,37.65496036,127.0620053,서울특별시 노원구 상계로 69-1 (상계동)
411,노원,S1104,서울 도시철도 4호선,37.6551493,127.0624948,서울특별시 노원구 상계로 69-1 (상계동)
324,백마역,k0203,경의중앙선,37.658346,126.794401,경기도 고양시 일산동구 경의로 318(풍동 482-8)
129,천마산역,k0210,경춘선,37.658995,127.285731,경기도 남양주시 화도읍 묵현리 320-25
311,정발산역,k0305,일산선,37.659709,126.773254,경기도 고양시 일산동구 마두 1동 1123(일산동구 중앙로 1270)
410,상계,S1104,서울 도시철도 4호선,37.66090497,127.0731287,서울특별시 노원구 상계로 182 (상계동)
2714,마들,S1107,서울 도시철도 7호선,37.66516233,127.0573337,서울특별시 노원구 동일로 지하1530-1 (상계동)
115,방학역,k0205,경원선,37.667471,127.044295,서울시 도봉구 도봉로 150다길 3
310,주엽역,k0305,일산선,37.670138,126.761232,경기도 고양시 일산서구 중앙로 1432(주엽동 166-7)
409,당고개,S1104,서울 도시철도 4호선,37.67032572,127.0789555,서울특별시 노원구 상계로 305 (상계동)
325,풍산역,k0203,경의중앙선,37.672173,126.786355,경기도 고양시 일산동구 경의로 486(풍동)
309,대화역,k0305,일산선,37.675883,126.747756,경기도 고양시 일산서구 중앙로 1569(대화동 2221)
2713,수락산,S1107,서울 도시철도 7호선,37.67791554,127.0552343,서울특별시 노원구 동일로 지하1662 (상계동)
114,도봉역,k0205,경원선,37.679441,127.045521,서울시 도봉구 도봉로 170길 2
326,일산역,k0203,경의중앙선,37.682231,126.769521,경기도 고양시 일산서구 경의로 672
131,대성리역,k0210,경춘선,37.683909,127.379165,경기도 가평군 청평면 경춘로 88(대성리 393)
2712,도봉산,S1107,서울 도시철도 7호선,37.68923188,127.0461005,서울특별시 도봉구 도봉로 964-40 (도봉동)
113,도봉산역,k0205,경원선,37.689603,127.046347,서울시 도봉구 도봉로 964-33
327,탄현역,k0203,경의중앙선,37.694114,126.761075,경기도 고양시 일산서구 경의로 856(덕이동)
2711,장암,S1107,서울 도시철도 7호선,37.69984712,127.0527785,경기도 의정부시 동일로 121 (장암동)
112,망월사역,k0205,경원선,37.710499,127.047361,경기도 의정부시 회룡로 111(호원동)
328,야당역,k0203,경의중앙선,37.712749,126.761535,경기도 파주시 야당동 836번지
111,회룡역,k0205,경원선,37.724037,127.047319,경기도 의정부시 평화로 363
U111,회룡,L4101,의정부경전철,37.7250156,127.0471082,경기도 의정부시 평화로 363
U111,회룡,L4101,의정부경전철,37.7250156,127.0471082,경기도 의정부시 평화로 363
329,운정역,k0203,경의중앙선,37.725441,126.767076,경기도 파주시 운정역길 368(야당동 299-4번지)
U110,발곡,L4101,의정부경전철,37.7269917,127.0529098,경기도 의정부시 장곡로 258
U110,발곡,L4101,의정부경전철,37.7269917,127.0529098,경기도 의정부시 장곡로 258
U112,범골,L4101,의정부경전철,37.728796,127.0436639,경기도 의정부시 신흥로 141
U112,범골,L4101,의정부경전철,37.728796,127.0436639,경기도 의정부시 신흥로 141
U125,탑석,L4101,의정부경전철,37.7334668,127.0889285,경기도 의정부시 충의로 20
