공원명,소재지지번주소,위도,경도,공원면적
전룡공원,전라북도 전주시 완산구 서신동 834,35.8278431,127.1169144,3426
용두길공원,전라북도 전주시 완산구 서신동 844,35.8271425,127.1134503,2802
바구멀,전라북도 전주시 완산구 서신동 8-4,35.8283414,127.1252804,314
명당골공원,전라북도 전주시 완산구 서신동 887-8,35.8261764,127.1192304,1622
서여울길공원,전라북도 전주시 완산구 서신동 929-2,35.8361108,127.1111833,1548
고사평서 공원,전라북도 전주시 완산구 서신동 944-1,35.8360794,127.1086379,1668
서일공원,전라북도 전주시 완산구 서신동 960-3,35.8365691,127.1158846,10674
서부공원,전라북도 전주시 완산구 서신동 962-5,35.8342401,127.113067,6960
선수촌공원,전라북도 전주시 완산구 서신동 965-4,35.8347051,127.1191793,7818
태양,경기도 부천시 상동 431,37.48972565,126.7594016,3246.6
펄벅,경기도 부천시 심곡본동 산52,37.47393007,126.7785482,79299
편한,경기도 부천시 송내동 463-107,37.47896104,126.7664362,558
푸른,경기도 부천시 중동 1185,37.49619684,126.7726105,6528.9
푸른솔,경기도 부천시 상동 520-13,37.51356521,126.7519171,2212.1
화곡2주구1,서울특별시 강서구 화곡동1159-2,37.550169,126.838658,2438.3
하얀마을,경기도 부천시 상동 570-6,37.49753443,126.7551597,2843
한림,경기도 부천시 괴안동 124-2,37.48313625,126.8145724,2645.1
한마음,경기도 부천시 중동 1217,37.4937583,126.7771546,6181.4
한아름,경기도 부천시 상동 391-4,37.49626261,126.7511692,5176.5
함박,경기도 부천시 옥길동 749,37.46313042,126.8225727,104914.1
동진원제2호어린이공원,경기도 용인시 기흥구 중동 1101-1번지,37.283001,127.147601,1854
소공원,경기도 용인시 처인구 모현면 왕산리 523-17번지일원,37.337201,127.252201,919
소공원,경기도 용인시 처인구 역북동 386-3번지 일원,37.238801,127.192701,406
소공원,경기도 용인시 기흥구 보정동 산88-12번지 일원,37.312301,127.094701,3700
소공원,경기도 용인시 수지구 풍덕천동 69-75번지 일원,37.324501,127.100601,419
소공원,경기도 용인시 수지구 풍덕천동 85-9번지 일원,37.323001,127.101401,1004
중동지구 어린이공원,경기도 용인시 기흥구 중동 1140번지,37.277301,127.146301,4215
뜨락공원,경기도 용인시 기흥구 청덕동 545-1번지 일원,37.291001,127.144801,19417
제11호 근린공원(용인중앙공원),경기도 용인시 처인구 김량장동 산37-16번지 일원,37.232101,127.207101,579879
제35호 근린공원(능말공원),경기도 용인시 처인구 김량장동 448-11번지,37.238101,127.199501,11676
제41호 근린공원(만골공원),경기도 용인시 기흥구 신갈동 산14번지 일원,37.286601,127.114301,81927
제42호 근린공원(상갈공원),경기도 용인시 기흥구 상갈동 129-17번지,37.267701,127.112401,153429
제47호 어린이공원(관곡),경기도 용인시 기흥구 구갈동 407-1번지,37.274801,127.111001,1696
제43호 어린이공원(동오),경기도 용인시 기흥구 신갈동 2번지,37.279401,127.107501,1699
제81호 어린이공원,경기도 용인시 처인구 김량장동 340번지,37.234201,127.202601,1556
동백제2호 어린이공원(누리),경기도 용인시 기흥구 동백동 680번지,37.283201,127.152901,4887
동백제11호 어린이공원(아띠),경기도 용인시 기흥구 중동 1010-1번지,37.263801,127.160501,3595
동백제12호 어린이공원(해울),경기도 용인시 기흥구 중동 1044-1번지,37.262101,127.160901,4548
동백제10호 어린이공원(다솜),경기도 용인시 기흥구 중동 1049-1번지,37.265901,127.156601,4052
동백제6호 어린이공원(마루),경기도 용인시 기흥구 중동 873번지,37.277301,127.156101,3836
동백제13호 어린이공원(꽃내),경기도 용인시 기흥구 중동 884-1번지,37.276801,127.160101,1625
동백제7호 어린이공원(나래),경기도 용인시 기흥구 중동 938번지,37.272201,127.159001,1676
샘내,경기도 수원시 장안구 천천동 520,37.29576471,126.9819051,15212.6
노송,경기도 수원시 장안구 이목동 산110,37.31448315,126.9873932,11337
광교,경기도 수원시 장안구 하광교동 393-2,37.30150454,127.0312636,25849
밤밭청개구리,경기도 수원시 장안구 율전동 124-1,37.30745789,126.9705906,25736
지지대공원,경기도 수원시 장안구 이목동 563,37.32506692,126.9859463,34538
효행공원,경기도 수원시 장안구 파장동 38-3,37.32160359,126.9881266,24800
소공원15,전라남도 순천시 저전동 260-6(갈마골),34.94635365,127.4826346,851
내촌,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149
신대부석,서울특별시 강서구 방화동 411,37.583724,126.816494,1132
목련,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251
샛별,서울특별시 강서구 방화동 558,37.572699,126.809466,294
일월,경기도 수원시 장안구 율전동 480,37.29012545,126.9702049,33713
퉁소바위,경기도 수원시 장안구 연무동 산21-1,37.29797842,127.0316253,46817
밤밭,경기도 수원시 장안구 천천동 575,37.30391689,126.964289,10465.7
꽃동네,서울특별시 강서구 가양동 1461-1,37.570095,126.847132,1510
가양,서울특별시 강서구 가양동 1462-2,37.569758,126.844789,1500
엄지,서울특별시 강서구 가양동 1474-1,37.565769,126.854721,1511.6
무지개,서울특별시 강서구 가양동 1478-1,37.565086,126.851657,1500
풀피리,서울특별시 강서구 가양동 1481-1,37.563578,126.854686,1562
곰돌이,서울특별시 강서구 가양동 1482-1,37.562405,126.857527,1612.3
비둘기,서울특별시 강서구 가양동 1489-1,37.559504,126.862944,1622.8
진달래,서울특별시 강서구 가양동 1486-1,37.562509,126.860808,1500
발음,서울특별시 강서구 내발산동 697,37.552042,126.833204,913.6
광명,서울특별시 강서구 내발산동 221-1,37.546857,126.822944,1739
수정,서울특별시 강서구 내발산동 741-2,37.554331,126.827431,4000.3
은행나무,서울특별시 강서구 내발산동 753-1,37.551205,126.823201,1764.4
신광명,서울특별시 강서구 내발산동 761,37.555429,126.823007,8596.6
원당,서울특별시 강서구 내발산동 650,37.557413,126.842084,992
가곡,서울특별시 강서구 내발산동 657-2,37.555964,126.837765,2747.9
꿈빛,서울특별시 강서구 내발산동 657-3,37.556117,126.840003,1500
활주로,서울특별시 강서구 공항동1341,37.554197,126.815978,2116.4
다솔,서울특별시 강서구 공항동1361,37.554534,126.818395,2492.7
장미,서울특별시 강서구 공항동668,37.556809,126.813805,1661.5
송정,서울특별시 강서구 공항동42-11,37.560635,126.811276,397
쌈지,서울특별시 강서구 방화동 266-24,37.571198,126.815041,3973
개나리,서울특별시 강서구 방화동 569-14,37.573113,126.812217,252
긴등,서울특별시 강서구 방화동 247-201,37.567986,126.816214,253
문성,서울특별시 강서구 방화동 608-112,37.564839,126.815435,254
새싹,서울특별시 강서구 방화동 448-5,37.574806,126.812748,334
도레미,서울특별시 강서구 방화동 184-66,37.571792,126.819136,6649
들꽃,서울특별시 강서구 방화동 890-1,37.570583,126.821181,705
봉선화,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552
민들레,서울특별시 강서구 방화동 648-13,37.567221,126.806731,589
화곡2주구2,서울특별시 강서구 화곡동1159-3,37.548687,126.838686,2438.2
범바위,서울특별시 강서구 화곡동1061-36,37.543234,126.841377,973.6
개나리,서울특별시 강서구 화곡동75-3,37.548372,126.844024,285
화곡3주구1,서울특별시 강서구 화곡동1165-2,37.531816,126.846863,4504.2
화곡3주구2,서울특별시 강서구 화곡동1165-6,37.541419,126.839983,3466.8
역말,서울특별시 강서구 화곡동978-18,37.549726,126.848944,982.1
새말,서울특별시 강서구 화곡동994-5,37.552035,126.846474,969.6
연지,서울특별시 강서구 화곡동1109,37.554707,126.853537,629.1
백연,서울특별시 강서구 화곡동980-2,37.550667,126.851903,1107.4
솔뫼,서울특별시 강서구 화곡동379-32,37.538026,126.838591,1981.5
월정,서울특별시 강서구 화곡동372-26,37.535153,126.835992,1181.5
초롱,서울특별시 강서구 화곡동1088-16,37.538048,126.836229,946
은행,서울특별시 강서구 화곡동369-11,37.535784,126.840511,1123.6
까치산,서울특별시 강서구 화곡동354-14,37.533399,126.841895,1163.6
배다리,서울특별시 강서구 화곡동341-24,37.532081,126.848297,1630.1
안골,서울특별시 강서구 화곡동155-1,37.535964,126.850746,2381.8
대무,서울특별시 강서구 화곡동409-84,37.538002,126.847506,946
모태,서울특별시 강서구 화곡동892-17,37.529462,126.849512,1003.4
더부리,서울특별시 강서구 화곡동339-19,37.534837,126.846751,1263.7
나들이,서울특별시 강서구 가양동 1459-1,37.571854,126.844243,1500
아름,서울특별시 강서구 가양동 1465,37.568594,126.848864,1956
오봉공원,인천광역시 남동구 도림동 631,37.41790303,126.7308134,1429
가온공원,인천광역시 남동구 논현동 586-12,37.40507611,126.7183237,1240
호암공원,인천광역시 남동구 논현동 583-1,37.40492137,126.7134521,1414
논현포대공원,인천광역시 남동구 논현동 578-1,37.40799974,126.7094108,207370
논현중앙공원,인천광역시 남동구 논현동 594-24,37.40669051,126.7252174,60073
호구포공원,인천광역시 남동구 남동구 논현2동 641-1,37.40060271,126.7154726,32149
도림이공원,인천광역시 남동구 도림동 648-2,37.42225839,126.7283859,2368
오재공원,인천광역시 남동구 도림동 656-3,37.42076629,126.7299503,1533
도림산공원,인천광역시 남동구 도림동 674-1,37.41775015,126.7270127,1500
남동문화공원,인천광역시 남동구 구월동 620-13,37.44721749,126.7259055,34679
아지랭이공원,인천광역시 남동구 간석동 37-79,37.4657318,126.7184959,4754
풍년길공원,인천광역시 남동구 간석동 37-264,37.4652336,126.7180081,434
순박길공원,인천광역시 남동구 간석동 37-679,37.4664305,126.7159631,515
동부초교1호,인천광역시 남동구 만수동 111-185,37.462136,126.7265997,266
동부초교2호,인천광역시 남동구 만수동 111-452,37.4627953,126.7269966,177
모래마을1호,인천광역시 남동구 구월동 1304-25,37.4530973,126.7238099,161
모래마을2호,인천광역시 남동구 구월동 349-231,37.4527561,126.7235862,766
모래마을3호,인천광역시 남동구 구월동 349-652,37.45310786,126.7235776,405
용광공원,인천광역시 남동구 간석동 33-4,37.4609452,126.7149809,597
독점공원,인천광역시 남동구 구월동 1215-32,37.4521407,126.713608,2303
화교공원,인천광역시 남동구 만수동 842-22,37.46330391,126.7263922,270
박촌공원,인천광역시 남동구 만수동 810-3,37.4453646,126.7460233,3468
동부초교3호,인천광역시 남동구 만수동 111-113,37.4604591,126.7265942,205
돌골공원,인천광역시 남동구 만수동 822-31,37.4619408,126.7363669,2086
갯골공원,인천광역시 남동구 논현동 553-1,37.41566328,126.7121488,10192
사리울공원,인천광역시 남동구 논현동 563-1,37.41182306,126.7106386,11029
도림1공원,인천광역시 남동구 도림동629-4,37.4206856,126.7317858,1744
주적공원,인천광역시 남동구 도림동 637-2,37.4162485,126.7294816,1501
장수천공원,인천광역시 남동구 장수동 806-2,37.452788,126.7492404,4476
장수사거리공원,인천광역시 남동구 장수동 807-3,37.45015255,126.7492421,2538
오봉공원,인천광역시 남동구 도림동 631,37.41797748,126.730864,10256
서창공원,인천광역시 남동구 서창동 558-1,37.43583229,126.7466982,17518
담방문화공원,인천광역시 남동구 만수동 984-9,37.44699717,126.7329807,7126
푸른솔공원,인천광역시 남동구 논현동 642-3,37.39985407,126.7110573,1479
논현공원(논현2택지),인천광역시 남동구 논현동 634-4,37.40237398,126.7201366,1711
은봉공원,인천광역시 남동구 논현동 592-12,37.40789077,126.7241005,1518
산마루공원,인천광역시 남동구 논현동 595-17,37.4089917,126.7306957,1571
아랫말공원,인천광역시 남동구 논현동 601-2,37.40574693,126.7302075,2400
동녘공원,인천광역시 남동구 논현동 600-7,37.40816937,126.7356176,1740
방죽공원,인천광역시 남동구 논현동 599-6,37.40798608,126.7382811,1607
너른들공원,인천광역시 남동구 논현동 682-2,37.40700366,126.7381377,3294
소래공원,인천광역시 남동구 논현동 655-1,37.40217569,126.731769,1016
갯마을공원,인천광역시 남동구 논현동 664-4,37.40368631,126.7353962,2275
샛  말,서울특별시 노원구 상계동 1116-50,37.67626581,127.0576577,331
호돌이,서울특별시 노원구 상계 622,37.67040454,127.0527248,1500.1
산철쭉,서울특별시 노원구 상계 625,37.67070947,127.0557809,1500
삼  들,서울특별시 노원구 상계 623,37.67040454,127.0527248,1500
개나리,서울특별시 노원구 동일로228길 23,37.6698575,127.0587454,1506
봉숭아,서울특별시 노원구 상계 628,37.66045227,127.0701075,1499.6
두루미,서울특별시 노원구 상계 656-1,37.66649445,127.0523458,3580
참  새,서울특별시 노원구 상계 652-3,37.6659528,127.054659,1500.1
햇  빛,서울특별시 노원구 상계 646,37.67163601,127.0802062,1631.2
종달새,서울특별시 노원구 상계동 636,37.66826983,127.0625389,4051
상록수,서울특별시 노원구 상계 663,37.66040529,127.0703251,2130
반  디,서울특별시 노원구 상계 665,37.66165265,127.0561232,1500
민들레,서울특별시 노원구 상계 667,37.66165265,127.056156,1780.2
달  빛,서울특별시 노원구 노원로 532,37.66461686,127.0598157,1500
용  화,서울특별시 노원구 상계 695-1,37.65916904,127.057173,1500
온  곡,서울특별시 노원구 동일로 1456,37.66067691,127.0614944,1500.1
한아름,서울특별시 노원구 상계 692-3,37.65771438,127.061696,1500.2
채송화,서울특별시 노원구 상계 737-1,37.65081562,127.0561513,1500
기  린,서울특별시 노원구 상계 737-3,37.65081562,127.0561513,1500.1
엄  지,서울특별시 노원구 상계 720-4,37.65298864,127.0635596,1500.1
소  망,서울특별시 노원구 상계 720-1,37.65470266,127.0661902,1500
까  치,서울특별시 노원구 상계동 741-1,37.64825944,127.0582117,1500.2
감나무,서울특별시 노원구 상계 742-2,37.64825944,127.0582117,1500.3
신기루,서울특별시 노원구 동일로214길 2,37.64894575,127.0623792,1500.1
물보라,서울특별시 노원구 상계 756,37.65052144,127.0673514,1500.1
선  녀,서울특별시 노원구 상계 767-2,37.64630934,127.058958,1500.2
사  랑,서울특별시 노원구 상계 765-1,37.64771073,127.0600197,2540.3
가재울,서울특별시 노원구 중계 515-4,37.64933229,127.067101,10483.9
초안산 <시공원>,서울특별시 노원구 월계 산1,37.64354863,127.0514595,950643
한글비,서울특별시 노원구 하계동 288-2,37.64451398,127.0729253,13614.5
비석골,서울특별시 노원구 월계로45가길 57,37.63120563,127.0502954,10022
벽  운,서울특별시 노원구 동일로248가길 1,37.68028441,127.0571666,13142.9
달맞이,서울특별시 노원구 덕릉로 483,37.64560824,127.0627148,8838.9
솔  밭,서울특별시 노원구 화랑로51길 17,37.62307724,127.0893655,11459.1
한  내,서울특별시 노원구 마들로 86,37.62358838,127.0687815,20300
장암지구,서울특별시 노원구 누원로 18,37.68621485,127.0528721,8075
영축산              <시공원>,서울특별시 노원구 월계 산108,37.628348,127.0575391,260500
돌곶이,서울특별시 노원구 광운로 20,37.61992005,127.0613566,954
벼  루,서울특별시 노원구 광운로1길 24,37.6192413,127.0565444,327
소곶네,서울특별시 노원구 월계 411-47,37.62101562,127.0614029,814
연천내,서울특별시 노원구 월계 411-50,37.62238165,127.061115,152
월  계,서울특별시 노원구 월계동 429-44,37.62070966,127.0606867,858
새나라,서울특별시 노원구 동일로179길 22,37.62204709,127.0727764,992.1
해오라기,서울특별시 노원구 공릉 503-17,37.62562006,127.0761783,959.7
옹달샘,서울특별시 노원구 공릉 270-4,37.62076239,127.080912,341
나  래,서울특별시 노원구 공릉동 380-4,37.62672266,127.0707238,996.7
씨  알,서울특별시 노원구 공릉동 371-1,37.627948,127.0736069,991.3
개  미,서울특별시 노원구 공릉 589-4,37.62069588,127.0779947,973.5
별  빛,서울특별시 노원구 공릉 690-1,37.619274,127.0725563,132.5
공  작,서울특별시 노원구 공릉로58나길 14,37.63626045,127.0737465,255
목  련,서울특별시 노원구 하계 167-12,37.636208,127.074429,112
전주동,서울특별시 노원구 중계 154-9,37.6596536,127.0737198,288
당  현,서울특별시 노원구 중계 154-7,37.66009258,127.074849,274
무궁화,서울특별시 노원구 상계 135-77,37.66547665,127.0692327,561
불무 2,전라북도 전주시 완산구 서서학동 102-2,35.8048088,127.1465562,257
개롱,서울특별시 송파구 가락동 195,37.493407,127.130026,21544.4
거여,서울특별시 송파구 거여동 11,37.497007,127.140981,16185.1
신덕공원,전라북도 전주시 덕진구 우아동2가 854-1,35.8376161,127.1662817,1655.9
중상보공원,전라북도 전주시 덕진구 우아동2가 907,35.8304932,127.1711276,11384
아람길공원,전라북도 전주시 덕진구 인후동1가 858-3,35.8308192,127.1675625,10066
팔복공원,전라북도 전주시 덕진구 팔복동3가 404,35.85144205,127.0870282,20723
붓내공원,전라북도 전주시 덕진구 송천동2가 1270,35.868031,127.1253815,1650
솔내공원,전라북도 전주시 덕진구 송천동2가 1274,35.8668845,127.1268701,2000
송천제2호공원,전라북도 전주시 덕진구 송천동1가 844-8,35.8612567,127.1174795,2004.1
송천유적공원,전라북도 전주시 덕진구 송천동1가 816-1,35.864918,127.1187477,6760.6
나들목공원,전라북도 전주시 덕진구 용정동 124-41,35.8754524,127.0556506,56941
아중18호공원,전라북도 전주시 덕진구 우아동2가 869-2,35.8344393,127.1693156,1500
하늘공원,전라북도 전주시 덕진구 덕진동2가 682,35.8452358,127.1069502,25864
장암발곡근린공원,경기도 의정부시 신곡1동 724-1,37.7276918,127.0535716,10368.2
쇠똥구리공원,전라북도 전주시 덕진구 덕진동2가 657,35.85229684,127.1186639,1555
반딧불이공원,전라북도 전주시 덕진구 덕진동2가 679,35.85229684,127.1186639,1791
여울목공원,전라북도 전주시 덕진구 덕진동2가 700,35.85229684,127.1186639,2515
월평공원,전라북도 전주시 덕진구 만성동 1188-6,35.835815,127.073567,1592.1
영중공원,경기도 포천시 영중면 양문리 산19-2,38.007579,127.250307,110772
기산공원,경기도 포천시 일동면 기산리 산138-1,37.953658,127.317013,12000
숲속공원,울산광역시 북구 산하동 산106-5,,,1919
해오름공원,울산광역시 북구 산하동 116,35.63646325,129.4394931,10429
강동중앙공원,울산광역시 북구 산하동 302,,,43106
산하누림공원,울산광역시 북구 산하동 산112,,,18160
신천지구 내 어린이공원,울산광역시 북구 신천동 822,,,3478
화산근린공원,울산광역시 북구 화봉동 산39-5,,,34569
곡리근린공원,울산광역시 북구 화봉동 97-1,,,16273
대리근린공원,울산광역시 북구 송정동 459-1,,,26519
봉산정근린공원,울산광역시 북구 송정동 1104-75,,,19723
한울소공원,울산광역시 북구 중산동159-9,,,9036
신기어린이공원,울산광역시 북구 매곡동 444-1,,,4277
새터어린이공원,울산광역시 북구 중산동 37,,,2400
약수어린이공원,울산광역시 북구 중산동 192-3,,,3341
송정어린이공원,울산광역시 북구 송정동 1236-7,,,2898
송령어린이공원,울산광역시 북구 송정동 1383,,,1643
솔내소공원,울산광역시 북구 화봉동 67-14,,,2502
솔향소공원,울산광역시 북구 송정동 421-1,,,3407
솔잎소공원,울산광역시 북구 송정동 1230-1,,,4647
직동근린공원,경기도 의정부시 의정부2동 산4-5번지 일원,37.7632536,127.0888515,632143
추동근린공원,경기도 의정부시 신곡2동 산25-1번지 일원,37.7419198,127.0704451,854666
중랑천근린공원,경기도 의정부시 의정부동 14-12,37.7446829,127.0535425,14900
백석천근린공원,경기도 의정부시 의정부2동 553,37.7355459,127.0412962,12248.3
물빛찬공원,경기도 수원시 권선구 금곡동 1120,37.27261389,126.9515452,20806.3
장암공원,경기도 포천시 이동면 장암리 460,38.031523,127.361943,38000
오목문화근린공원,경기도 의정부시 민락동 696-1,37.7386003,127.0944644,20063.5
용현근린공원,경기도 의정부시 용현동 523,37.7439283,127.0812741,9488.9
천보근린공원,경기도 의정부시 금오동 469-1,37.75117012,127.0640951,9534
상록근린공원,경기도 의정부시 금오동 476-3,37.75391277,127.0749162,11194
열린맘근린공원,경기도 의정부시 신곡2동 812,37.7351108,127.0630256,23959.9
청사초롱근린공원,경기도 의정부시 신곡2동 797,37.7351108,127.0630256,88957
곤제근린공원,"경기도 의정부시 낙양동 692-1, 13",37.7467415,127.0849074,30798.1
다리목근린공원,경기도 의정부시 민락동 736-2,37.73975019,127.0892671,10000.9
해오름근린공원,경기도 의정부시 녹양동 399,37.76244377,127.0348045,27187.5
군마근린공원,경기도 의정부시 녹양동 406-3,37.7600403,127.0322644,13437.9
옥수당근린공원,경기도 의정부시 장암동 411-38,37.688101,127.0534503,29765
캠프라과디아체육공원,경기도 의정부시 의정부동 253-35 일원,37.742803,127.041457,12731
신곡어린이공원,경기도 의정부시 신곡동 615-78,37.734777,127.0546477,1830.6
희망어린이공원,경기도 의정부시 의정부동 225-39,37.74537481,127.0480262,5217
꽃동네어린이공원,경기도 의정부시 금오동 284-12 일원,37.7520362,127.0596368,2168
하금오어린이공원,경기도 의정부시 금오동 254-1,37.7542259,127.0600063,1500
색동어린이공원,경기도 의정부시 가능동 611,37.7387661,127.0159233,1849
동심어린이공원,경기도 의정부시 가능동 635,37.75258177,127.0405235,2317
어수정어린이공원,경기도 의정부시 가능동 679,37.7387661,127.0159233,2326
토끼어린이공원,경기도 의정부시 가능동 709,37.74525104,127.0299766,1786
벌말어린이공원,경기도 의정부시 의정부동 402,37.7355459,127.0412962,3115
백합어린이공원,경기도 의정부시 가능동 650-7,37.7479995,127.0414882,2316
느티나무어린이공원,경기도 의정부시 녹양동 348,37.75735861,127.0351743,1757
동부,서울특별시 성동구 성수동1가 656-1735,37.54498994,127.0474356,251
청송,서울특별시 성동구 성수동2가 277-23,37.54548954,127.0584887,798.7
향림,서울특별시 성동구 성수동2가 289-28,37.54677141,127.0533154,987.8
장미,서울특별시 성동구 송정동 107,37.5522684,127.0689677,485.4
금옥,서울특별시 성동구 금호동2가 1213,37.55344443,127.0211798,1230
금남,서울특별시 성동구 금호동3가 701,37.54929072,127.0217784,834
옥정,서울특별시 성동구 옥수동 562-1,37.5458337,127.0153489,711.76
매봉,서울특별시 성동구 옥수동 561-1,37.54528941,127.0121475,2006.7
왕십리 KCC스위첸,서울특별시 성동구 하왕십리동 1002-1,37.56067856,127.0256129,1514.1
뉴타운2구역,서울특별시 성동구 상왕십리동 811-3,37.56909044,127.0258323,2517
뉴타운1구역,서울특별시 성동구 하왕십리동 1066-1,37.56898115,127.0260049,2452.4
청계꿈나무,서울특별시 성동구 하왕십리동 1068,37.56781934,127.0278905,1705
푸른,서울특별시 성동구 금호동4가 235-3,37.54710995,127.0235968,1681.8
견우,서울특별시 성동구 상왕십리동 816-3,37.56639103,127.0249018,1500
직녀,서울특별시 성동구 하왕십리동 1070-5,37.5667467,127.0278177,1500
트리마제,서울특별시 성동구 성수동1가 718,37.53923821,127.0444788,2762.8
하왕1-5구역,서울특별시 성동구 하왕십리동 1071-2,37.55946239,127.0247665,1451.1
행당4구역,서울특별시 성동구 행당동 323-24,37.5555693,127.0320798,1235
가락,서울특별시 송파구 가락동 37,37.498469,127.125124,27648.2
개나리,서울특별시 송파구 잠실동 44-6,37.507553,127.094089,6669.1
공원-34,전라남도 담양군 고서면 주산리 32-10,35.27657278,126.9011794,1092
공원-35,전라남도 담양군 고서면 주산리 36-4,35.2491797,126.880804,1553
공원-36,전라남도 담양군 고서면 주산리 산12-3,35.2607999,126.8829101,1526
공원-37,전라남도 담양군 봉산면 유산리 275,35.25653247,126.959461,538
공룡,경기도 안산시 단원구 신길동 1496,37.336632,126.779513,1617
연꽃,경기도 안산시 단원구 신길동 1514,37.334978,126.780422,3369.4
해솔,경기도 안산시 단원구 신길동 1547,37.338056,126.787479,2825.5
동화,경기도 안산시 단원구 신길동 1562,37.337659,126.789111,2275.2
어울림,경기도 안산시 단원구 신길동 1575,37.333039,126.788621,1530.1
잠자리,경기도 안산시 단원구 신길동 1682,37.333473,126.785759,2398.4
소리,경기도 안산시 단원구 초지동 682,37.314347,126.813976,1755
서마장,서울특별시 성동구 마장동 450-67,37.5716811,127.0373468,350.3
송정,서울특별시 성동구 송정동 90-4,37.5552453,127.0704912,236.4
미소,서울특별시 성동구 하왕십리동 1055,37.5600303,127.023383,3411
응삼,서울특별시 성동구 응봉동 15-1,37.55465746,127.035106,1646.7
상원,서울특별시 성동구 성수동1가 715-1,37.54746321,127.0473523,2636
보람,서울특별시 성동구 마장동 827,37.56613727,127.0387561,823.3
무지개,서울특별시 성동구 성수동2가 844,37.54183407,127.0530064,2143
도장골,서울특별시 성동구 행당동 346-2,37.55475417,127.0270878,678.3
도선,서울특별시 성동구 홍익동 370,37.56550468,127.031418,2332.5
살구골,서울특별시 성동구 행당동 376-3,37.55573009,127.0335764,1573.9
금동,서울특별시 성동구 금호동2가 1218,37.54967964,127.0255865,2591
논골새싹,서울특별시 성동구 행당동 347-2,37.55701613,127.0250458,2837.1
꽃재,서울특별시 성동구 하왕십리동 1069,37.56742414,127.0283644,2810
전관원,서울특별시 성동구 행당동 90-2,37.55423246,127.0399269,4760
공원-4,전라남도 담양군 대전면 평장리 산12-1,35.30261904,126.8778719,327734
공원-5,전라남도 담양군 담양읍 삼만리 1029-3,35.341076,127.001911,19392
공원-6,전라남도 담양군 수북면 주평리 산7,35.31766907,126.9424741,199169
공원-7,전라남도 담양군 무정면 오룡리 산29,35.29648709,127.0167956,104109
공원-8,전라남도 담양군 담양읍 객사리 211-11,35.32359694,126.9833537,322
공원-9,전라남도 담양군 고서면 고읍리 625,35.20541041,126.994021,459
공원-10,전라남도 담양군 고서면 교산리 304-4,35.22080691,126.9841286,405
공원-11,전라남도 담양군 고서면 교산리 361,35.21591886,126.9833142,1053
공원-12,전라남도 담양군 고서면 교산리 403-40,35.21445153,126.9837978,523
공원-13,전라남도 담양군 고서면 교산리 산4-2,35.22286669,126.9872202,1012
공원-14,전라남도 담양군 고서면 금현리 산116-1,35.20259077,126.9737172,410
공원-15,전라남도 담양군 고서면 금현리 산164,35.20638027,126.9757257,1741
공원-16,전라남도 담양군 고서면 동운리 26-4,35.22992467,126.9904702,345
공원-17,전라남도 담양군 고서면 동운리 271-7,35.23680296,126.9741904,442
공원-18,전라남도 담양군 고서면 동운리 288-19,35.23543322,126.9738932,613
공원-19,전라남도 담양군 고서면 보촌리 165-1,35.22165489,126.9631623,568
공원-20,전라남도 담양군 고서면 보촌리 538-2,35.2194626,126.958847,452
공원-21,전라남도 담양군 고서면 보촌리 602-4,35.21973709,126.962951,756
공원-22,전라남도 담양군 고서면 보촌리 산2,35.21992133,126.965987,554
공원-23,전라남도 담양군 고서면 산덕리 163-1,35.1879579,127.003879,2230
공원-24,전라남도 담양군 고서면 산덕리 32-1,35.23154941,126.9979655,2072
공원-25,전라남도 담양군 고서면 산덕리 282,35.26666603,126.9025314,501
공원-26,전라남도 담양군 고서면 산덕리 545-5,35.26592785,126.9072812,993
공원-27,전라남도 담양군 고서면 성월리 179-3,35.2887649,126.8957261,746
공원-28,전라남도 담양군 고서면 성월리 345-5,35.22138127,126.9668503,766
공원-29,전라남도 담양군 고서면 성월리 810-13,35.2878928,126.9170028,1454
공원-30,전라남도 담양군 고서면 성월리 817-1,35.28566949,126.9171853,725
공원-31,전라남도 담양군 고서면 성월리 산10,35.27196947,126.9011662,2161
공원-32,전라남도 담양군 고서면 원강리 741-3,35.23940758,126.9434155,1053
공원-33,전라남도 담양군 고서면 주산리 222-1,35.27362194,126.9025473,976
테크노 제7호 소공원,충청남도 서산시 성연면 왕정리 605,36.829984,126.457175,2409.7
서부공원,경상북도 영양군 영양읍 서부리 123,36.660456,129.114953,56045
입암공원,경상북도 영양군 입암면 신구리 산27-5,36.594802,129.093007,109262
수비공원,경상북도 영양군 수비면 발리리 산48,36.76142375,129.2000155,67159
삼지연꽃 테마파크,경상북도 영양군 영양읍 삼지리 200,36.662816,129.129372,380000
공원-1,전라남도 담양군 담양읍 백동리 255-3,35.31214226,126.9832683,22734
공원-2,전라남도 담양군 담양읍 향교리 산62,35.32541484,126.9827095,107879
공원-3,전라남도 담양군 담양읍 남산리 산2-1,35.31780904,126.9976173,147200
신정공원,울산광역시 남구 신정동 333,35.54809288,129.3162895,3187.4
두왕공원,울산광역시 남구 두왕동 754-1,35.5155705,129.2991335,2857.2
굴화공원,울산광역시 남구 무거동 275-2,35.55451024,129.2624057,1522.8
