공원명,소재지지번주소,위도,경도,공원면적
모리포공원,인천광역시 미추홀구 학익동 721-6,37.439939,126.659336,5590
한나루공원,인천광역시 미추홀구 학익동 721-5,37.440418,126.661837,2988
매소홀어린이공원,인천광역시 미추홀구 학익동 738,37.441674,126.654535,3007
숙골공원,인천광역시 미추홀구 도화동 699-14,37.471319,126.669478,2379
학익공원,인천광역시 미추홀구 학익동 732-5,37.4437982,126.6573474,4611
다솜어린이공원,인천광역시 미추홀구 용현동 604-1,37.4476328,126.6466467,2573
선단 제1공원,경기도 포천시 선단동 808-40,37.859098,127.150318,2973
소흘체육공원,경기도 포천시 소흘읍 이동교리 산1,37.82426366,127.1255178,54000
선단 제3공원,경기도 포천시 선단동 9-9,37.857594,127.172455,3955
선단제4공원,경기도 포천시 선단동 433-3,37.854638,127.163716,1693
태봉근린공원,경기도 포천시 소흘읍 송우리 726-4,37.83309387,127.1436888,159835
선단 제5공원,경기도 포천시 선단동 23,37.849509,127.165783,2540
마산공원,경기도 포천시 가산면 마산리 455-1,37.846914,127.182715,1878
방축공원,경기도 포천시 가산면 방축리 43-1,37.8406116,127.1781444,1705
왕암제5소공원,충청북도 제천시 왕암동 1227,37.152893,128.156172,964
용남공원,인천광역시 미추홀구 용현동 14,37.450621,126.6660855,3439
다솔공원,인천광역시 미추홀구 주안동 1619,37.4607991,126.6950762,2370
두리공원,인천광역시 미추홀구 주안동 923-3,37.459961,126.692587,1052
송내공원,인천광역시 미추홀구 주안동 1512-9,37.453267,126.687312,4297
사미공원,인천광역시 미추홀구 주안동 1418-93,37.450047,126.6727107,1652
미니공원,인천광역시 미추홀구 주안동 1501,37.449117,126.684997,1653
나리공원,인천광역시 미추홀구 학익동 52-7,37.440308,126.674822,1504
신비공원,인천광역시 미추홀구 관교동 516-2,37.44529816,126.6875264,1515
노적공원,인천광역시 미추홀구 학익동 712,37.437593,126.652562,2427
양토공원,인천광역시 미추홀구 학익동704-3,37.438225,126.658502,1500
학골공원,인천광역시 미추홀구 학익동693-3,37.438774,126.662732,1504
제운공원,인천광역시 미추홀구 학익동686-11,37.4385457,126.6673798,2179
묵동공원,인천광역시 미추홀구 학익동677-3,37.439204,126.671076,1500
학산공원,인천광역시 미추홀구 학익동 662,37.438907,126.674615,1183
관청공원,인천광역시 미추홀구 문학동 336-6,37.439693,126.680489,1486
소성공원,인천광역시 미추홀구 문학동 347-1,37.439147,126.684725,1487
도천공원,인천광역시 미추홀구 문학동 351-1,37.438873,126.678271,1800
소망,충청북도 청주시 상당구 용암동 2087,36.362041,127.303581,1641
무지개,충청북도 청주시 상당구 용암동 1986,36.60703887,127.5066171,4016
25호목련공원(목련공원),충청북도 청주시 상당구 월오동 산2-1,36.643765,127.544213,1501511
미원공원,충청북도 청주시 상당구 미원면 미원리 산26-1,36.373553,127.399591,34334
숲울림,충청북도 청주시 상당구 미원면 미원리 681,36.634769,127.655768,4106
미원 새싹,충청북도 청주시 상당구 미원면 미원리 560-3,36.637701,127.660358,1502
걸리버,충청북도 청주시 상당구 미원면 미원리 236,36.635767,127.661694,2240
사랑,충청북도 청주시 상당구 금천동 314,36.373541,127.304213,1500.5
남양5호 어린이공원,경기도 화성시 남양읍 남양리 2013-15번지,37.2034417,126.8241423,1693
남양4호 어린이공원,경기도 화성시 남양읍 남양리 2035-3번지,37.20489171,126.8280365,1515
남양2호어린이공원,경기도 화성시 남양읍 남양리 2052-5번지,37.20491609,126.8324747,2310
향남3호근린공원(살구꽃),경기도 화성시 향남읍 행정리 490번지,37.12917772,126.9247678,46749
옴뿌리산 근린공원,경기도 화성시 향남읍 발안리 259번지,37.1328492,126.8988617,2438
전곡공원 1,경기도 화성시 서신면 장외리 654-3번지,37.18532784,126.6684735,41952
남양3호 근린공원,경기도 화성시 남양읍 남양리 2068-4번지,37.20167557,126.8297109,5243
남양1호 근린공원,경기도 화성시 남양읍 남양리 2035-3번지,37.20489171,126.8280365,52151
행복 근린공원,경기도 화성시 반월동 713-6번지,37.22242825,127.0509737,14215
나눔 어린이공원,경기도 화성시 기안동 925번지 파인팰리스,37.2231321,126.974851,3673
현대5호 어린이공원(해오른),경기도 화성시 반월동 165-17번지,37.23360995,127.0628543,1471
야탑공원,경기도 성남시 분당구 야탑동 340,37.4140037,127.1304269,1872.3
연꽃공원,경기도 성남시 분당구 야탑동 206,37.4152483,127.1374685,1500.8
매향공원,경기도 성남시 분당구 야탑동 214-1,37.4146908,127.1374109,1663.6
새싹공원,경기도 성남시 분당구 야탑동 208,37.4154567,127.1411012,1500.3
숲속공원,경기도 성남시 분당구 야탑동 213-1,37.4140242,127.1403862,1585.3
양촌공원,경기도 성남시 분당구 야탑동 178,37.407082,127.1470455,1533.2
중탑공원,경기도 성남시 분당구 야탑동 301,37.41207913,127.1359961,5856.9
대화공원,충청북도 진천군 덕산읍 두촌리 2742,36.90010026,127.5308188,45674
선옥공원,충청북도 진천군 덕산읍 두촌리 3017,36.89573833,127.5349845,34542
장관 어린이공원1,충청북도 진천군 진천읍 장관리 산9-12,36.87047263,127.4409492,4545
장관 어린이공원2,충청북도 진천군 진천읍 장관리 880,36.87399344,127.4398006,3368
신척산업단지 제1호근린공원,충청북도 진천군 덕산읍 신척리 864,36.92699599,127.4870377,75642
신척산업단지 제2호근린공원,충청북도 진천군 덕산읍 신척리 908,36.91912407,127.4872671,33519
신척산업단지 어린이공원,충청북도 진천군 덕산읍 신척리 960,36.917355,127.492146,1566
산수산업단지 제1호근린공원,충청북도 진천군 이월면 삼용리 1276,36.90647328,127.4823407,23592
산수산업단지 제2호근린공원,충청북도 진천군 덕산읍 산수리 1102,36.8967762,127.4847353,11440
산수산업단지 제1호 소공원,충청북도 진천군 덕산읍 산수리 1065,36.90021534,127.4815987,6704
혜윰공원,충청북도 진천군 덕산읍 두촌리 2406공,36.90923836,127.5308577,1479
한울공원,충청북도 진천군 덕산읍 두촌리 2304,36.90860603,127.5289056,2689
너나들이공원,충청북도 진천군 덕산읍 두촌리 2595,36.90260454,127.5394716,1846
하람공원,충청북도 진천군 덕산읍 두촌리 2501공,36.90296087,127.5265635,6391
불곡공원,경기도 성남시 분당구 구미동 294,37.344699,127.126552,1586.7
파랑새공원,경기도 성남시 분당구 금곡동 183,37.3550746,127.1064087,2400.1
야생화공원,경기도 성남시 분당구 금곡동 175,37.3515843,127.1066271,1756.6
무지개공원,경기도 성남시 분당구 구미동 230,37.3397938,127.1227763,1530.2
덕봉공원,경기도 성남시 분당구 구미동 279,37.3422243,127.1258364,1985.8
넘말공원,경기도 성남시 분당구 구미동 239,37.3404815,127.1247868,1577.1
큰골공원,경기도 성남시 분당구 구미동 252,37.3402035,127.1260824,1790.1
판교제1호(바람길)공원,경기도 성남시 분당구 운중동 889,37.3921196,127.0667121,5398.2
판교제2호(물빛)공원,"경기도 성남시 분당구 운중동 900, 900-5",37.3911278,127.0671336,5518.3
판교제3호(눈꽃)공원,경기도 성남시 분당구 운중동 1012,37.3913941,127.0836965,8445.5
판교제4호(도담)공원,경기도 성남시 분당구 운중동 1044,37.3886941,127.0821569,1905.5
판교제5호(너울)공원,경기도 성남시 분당구 판교동 597,37.3898799,127.0914888,1768.9
판교제6호(너른들)공원,경기도 성남시 분당구 판교동 573,37.3901587,127.0991994,5234.8
판교제7호(미르)공원,경기도 성남시 분당구 판교동 547,37.3950009,127.0992552,7392.6
판교제8호(봄볕)공원,경기도 성남시 분당구 판교동 532,37.3982826,127.0973663,3610.8
판교제9호(바람개비)공원,경기도 성남시 분당구 판교동 487,37.402572,127.094847,1547.5
판교제10호(송현)공원,경기도 성남시 분당구 삼평동 707,37.4045517,127.1151067,1516.9
판교제11호(삼평)공원,경기도 성남시 분당구 삼평동 731,37.3995285,127.1150416,9011
판교제12호(숲안)공원,경기도 성남시 분당구 백현동 548,37.3889985,127.1159499,4275.3
종달새,서울특별시 강서구 화곡동819-5,37.535302,126.858021,991.4
수월봉공원,제주특별자치도 제주시 한경면 고산리 3758-1,33.29413084,126.1637233,104740
용담체육공원,제주특별자치도 제주시 용담3동 1089,33.51823268,126.4994431,22530
고내공원,제주특별자치도 제주시 애월읍 고내리 1356,33.46299168,126.3319697,68340
1-121,제주특별자치도 제주시 화북1동 1424,33.52255119,126.5699998,4282
1-122,제주특별자치도 제주시 화북1동 1888,33.52105183,126.5698646,1471
1-123,제주특별자치도 제주시 화북1동 1394-2,33.52141235,126.5717842,1341
01월 01일,제주특별자치도 제주시 화북1동 1245-2,33.52004998,126.5708544,817
한솔공원,경기도 성남시 분당구 정자동 114,37.3666574,127.1169556,8612.4
느티마을공원,경기도 성남시 분당구 정자동 91-1,37.3662785,127.1117901,5021.4
백현공원,경기도 성남시 분당구 정자동 72,37.37109317,127.1122094,4196.8
봉우재공원,경기도 성남시 분당구 정자동 145,37.3608642,127.1127586,6101.4
정든공원,경기도 성남시 분당구 정자동 196,37.3615788,127.1165988,6217.2
불정공원,경기도 성남시 분당구 정자동 204,37.3616413,127.1209052,6870
산자락공원,경기도 성남시 분당구 정자동 239,37.3589613,127.1244921,1961.3
늘푸른공원,경기도 성남시 분당구 정자동 182,37.3582617,127.1064226,2000
앞구미공원,경기도 성남시 분당구 금곡동 135,37.3536563,127.1134208,3029.8
청솔공원,경기도 성남시 분당구 금곡동 146,37.351603,127.1107778,3570.5
뒷구미공원,경기도 성남시 분당구 구미동 32,37.3489828,127.1112807,2311.9
벌말공원,경기도 성남시 분당구 구미동 51,37.3476425,127.1108698,1790
까치마을공원,경기도 성남시 분당구 구미동 73,37.3510827,127.118161,3170.1
샘터공원,경기도 성남시 분당구 구미동 87,37.3488017,127.118613,3620.1
하얀공원,경기도 성남시 분당구 구미동 108,37.3448901,127.1180661,3800.2
오리공원,경기도 성남시 분당구 구미동 114,37.3445618,127.1141408,5780.2
수평공원,경기도 성남시 분당구 구미동 138,37.34491765,127.1110148,2020.2
구미공원,경기도 성남시 분당구 구미동 206,37.3374543,127.1172977,8656.6
골안공원,경기도 성남시 분당구 구미동 281,37.3431024,127.1246201,1588.2
안현,경기도 광명시 하안동 597,37.46010908,126.8724583,1500
무지개,경기도 광명시 하안동 650-7,37.462921,126.876824,1500
소망,경기도 광명시 하안동 650-6,37.463607,126.875201,1500
1호공원 (왕궁온천),,35.928362,127.059696,73346
2호공원 (왕궁온천),,35.922444,127.058843,11228
5호어린이공원 (왕궁온천),,35.923732,127.056207,2286
2호어린이공원 (왕궁온천),,35.926005,127.057132,2002
4호어린이공원 (왕궁온천),,35.924579,127.058563,7655
3호어린이공원 (왕궁온천),전라북도 익산시 온천길 68 (왕궁면),35.925692,127.059386,1947
1호어린이공원 (왕궁온천),,35.921512,127.080046,3319
학교어린이공원11,전라남도 함평군 학교면 학교리 878-254,35.01431947,126.5350356,1826
학교어린이공원12,전라남도 함평군 학교면 학교리 878-250,35.01473367,126.535185,1869
문화마을 어린이공원 19,전라남도 함평군 나산면 삼축리 1393-1,35.118552,126.6079063,1500
달맞이공원,전라남도 함평군 월야면 용월리 240-1,35.164992,126.628261,32141
해보농공,전라남도 함평군 해보면 용산리 1059-12,,,5298
동함평산단1,전라남도 함평군 학교면 마산리 679-1,,,13922
동함평산단2,전라남도 함평군 대동면 백호리 산48,,,20045
내교어린이공원,전라남도 함평군 함평읍 내교리 581-3,35.05884532,126.5170274,2068
공원(왕산내뜰),경기도 구리시 수택동 560 일원,37.601525,127.146555,1903
포스코공원,경기도 구리시 인창동 713-2,37.603148,127.131123,2358
소공원6,전라남도 순천시 용당동380-2외1(업동),34.97206773,127.4944106,1180
소공원7,전라남도 순천시 가곡동 937-35외2(가곡),34.9736181,127.4843476,111
소공원8,전라남도 순천시 조곡동420-9(둑실A),34.95588039,127.492944,591
소공원9,전라남도 순천시 조곡동 424-4,34.95698957,127.4930357,174
소공원10,전라남도 순천시 생목동15-5(생목),34.95226281,127.5099041,262
소공원11,전라남도 순천시 연향동 116-5(연향),34.9373128,127.5249024,671
소공원12,전라남도 순천시 인제동 123-7(인제),34.94618349,127.4828985,797
소공원13,전라남도 순천시 남정동210(남정),34.94290842,127.4865098,214
소공원14,전라남도 순천시 인제동 359-36(상인제),34.94418419,127.481236,1112
신송공원,,34.758474,127.636759,31361
개나리공원,,34.760158,127.636874,1500
고사리공원,,34.758433,127.630531,2044
강산골공원,,34.758372,127.633286,1305
원죽공원,,34.756653,127.633799,1542
삼정공원,,34.756327,127.637301,1500
애아골공원,전라남도 여수시 소라면 죽림리 919,34.7616541,127.627957,1967
산들공원,,34.760296,127.639661,5238
천수골공원,,34.757338,127.628985,2427
적량공원,,34.842412,127.719353,1487
상하금공원,,34.765307,127.631634,62330
한려공원,,34.741791,127.753686,9739.1
엑스포공원,,34.741791,127.753686,43263.9
신항공원,,34.741791,127.753686,12834.1
웅천친수공원,,34.747125,127.684033,21256.2
경도3공원,,34.704122,127.728321,870
내동공원,,34.704122,127.728321,586.2
외동공원,,34.704122,127.728321,315.3
꽃가람공원,,34.753741,127.743609,22103
하늘길공원,,34.751094,127.740904,23023
도담공원,전라남도 여수시 덕충동 2027,34.75489732,127.746475,1509
늘품공원,,34.752941,127.742549,1512
초록아침공원,,34.756211,127.746833,831
문화공원,전라남도 여수시 덕충동 2000,34.7502973,127.7472057,65028
손양원목사 유적공원,,34.839231,127.633588,39917
율촌 조화공원,,34.882473,127.579947,69180
대포공원,,34.817102,127.623068,49225
덕양 양지바름공원,전라남도 여수시 소라면 덕양리 1412-24,34.79934103,127.6318052,94195
선원 뜨레공원,,34.770831,127.655264,56790
만흥공원,,34.770469,127.729741,89240
제12수변공원,전라남도 순천시 장천동 8-50번지 일원,34.95218002,127.4897368,2610
제13수변공원,전라남도 순천시 장천동 339번지 일원,34.949871,127.4925206,2510
제15수변공원,전라남도 순천시 장천동 389번지 일원,34.94899416,127.4931724,2550
제16수변공원,전라남도 순천시 조곡동 189-3번지 일원[저해저감],34.94858537,127.4967659,13700
제17수변공원,전라남도 순천시 풍덕동 1264번지 일원,34.9450368,127.4954114,5450
제18수변공원,전라남도 순천시 풍덕동 901-1번지 일원[관광자원화2],34.94247643,127.4996824,7130
제20수변공원,전라남도 순천시 풍덕동 1105-7번지 일원[동천저류지],34.93729676,127.4940433,24810
제21수변공원,전라남도 순천시 풍덕동 324-1번지 일원[관광자원화1],34.93648456,127.5025867,26850
문화1공원,전라남도 순천시 교량동193-14,34.8937202,127.5141022,48300
문화2공원,전라남도 순천시 오천동470-1번지 일원,34.92819675,127.4995718,776221
30공원,전라남도 순천시 해룡면 선월리 122-8(해룡산단 배수지부근),34.90492665,127.569592,59554
문화3공원,전라남도 순천시 풍덕동339-12,34.93069023,127.5097803,743430
소공원26,전라남도 순천시 해룡면 호두리1144-2,34.90095345,127.5651592,2625
27공원,전라남도 순천시 풍덕동 1137(오천택지),34.93800844,127.4982863,22098
28공원,전라남도 순천시 풍덕동 1105-7(수변공원인근)(오천택지),34.93729676,127.4940433,12934
29공원,전라남도 순천시 오천동 805-16(오천택지),34.93434832,127.4938862,25148
오천공원,전라남도 순천시 오천동 712-6(오천택지),34.93168622,127.4953911,1570
체육공원,전라남도 순천시 조곡동82-170(철도운동장),34.9490161,127.4989281,17931
68공원,전라남도 순천시 해룡면 상삼리 413번지 일원,34.94530241,127.5349286,1720
31공원,전라남도 순천시 해룡면 선월리 산39-3번지 일원,34.90979285,127.5590064,14258
32공원,"전라남도 순천시 해룡면 신성리921, 931",34.90042562,127.5844199,15950
33공원,전라남도 순천시 해룡면 신성리911,34.91835022,127.582743,27850
69공원,전라남도 순천시 덕암동404-1,34.94908219,127.5080508,483
소공원1,전라남도 순천시 매곡동456-7,34.96302703,127.4860233,685
소공원2,전라남도 순천시 매곡동8-2,34.9634241,127.4882656,169
소공원3,전라남도 순천시 석현동463,34.9715326,127.4769143,433
소공원4,전라남도 순천시 석현동271-2외2필지,34.97162931,127.4780957,266
소공원5,전라남도 순천시 석현동267외1필지,34.97105765,127.4772232,214
마전근린공원,인천광역시 서구 왕길동 산106-4,37.59770496,126.6604742,113000
진천3호공원,충청북도 진천군 진천읍 벽암리 산36,36.85322295,127.4219847,50016
진천1호공원,충청북도 진천군 진천읍 읍내리 산3-10,36.85679964,127.4394627,33380
광혜원공원,충청북도 진천군 광혜원면 광혜원리 529-2,36.9939822,127.4378956,11704
공단공원,충청북도 진천군 광혜원면 광혜원리 665-3,36.98539858,127.4375207,23595
덕산1호공원,충청북도 진천군 덕산읍 용몽리 640-1,36.91533896,127.5099394,14210
광혜원 5호 어린이공원,충청북도 진천군 광혜원면 광혜원리 571-27,36.98927687,127.4365263,1886
윗말공원,충청북도 진천군 덕산읍 두촌리 3127공,36.9113393,127.5328319,10087
옥동공원,충청북도 진천군 덕산읍 두촌리 2407공,36.90918806,127.5342158,46531
두레봉공원,충청북도 진천군 덕산읍 두촌리 2447,36.9072591,127.5359009,157788
원봉공원,충청북도 진천군 덕산읍 두촌리 2593,36.90398387,127.5378471,28263
강당말공원,충청북도 진천군 덕산읍 두촌리 2609,36.90115124,127.5395495,21818
돌실공원,충청북도 진천군 덕산읍 두촌리 2855,36.89787355,127.5264923,82501
나무숲공원,충청북도 진천군 덕산읍 두촌리 2093,36.91076325,127.5328365,421
햇살가득공원,충청북도 진천군 덕산읍 두촌리 2650,36.90058497,127.5381808,993
소담공원,충청북도 진천군 덕산읍 두촌리 3014,36.89688066,127.5337773,5732
송인공원,충청북도 진천군 덕산읍 두촌리 2839,36.89709835,127.539674,86851
벽오산,서울특별시 강북구 미아동 258-56,37.62758933,127.0302701,1250
미아도심소,서울특별시 강북구 미아동 258-148,37.62536211,127.031259,1127
오 패,서울특별시 강북구 미아동 258-236,37.62231672,127.032307,1084
한 빛,서울특별시 강북구 미아동 222-20,37.62768452,127.022893,1192.1
운 산,서울특별시 강북구 미아동 165-3,37.63209072,127.025573,995.1
솔 샘,서울특별시 강북구 송천동 329-15,37.618286,127.027053,1264.1
으 뜸,서울특별시 강북구 미아동 309-43,37.62361033,127.0262405,681
세 일,서울특별시 강북구 미아동 159-71,37.63387737,127.0252619,839.7
북한산 도시자연공원,서울특별시 강북구 미아동 산108-19,,,128341
응달마을,서울특별시 강북구 송천동 707-73,37.618383,127.024271,866
하 늘,서울특별시 강북구 삼양동 791-1776,,127.012902,3367
송 월,서울특별시 강북구 송중동 92-7,,127.032131,807
소망,서울특별시 강북구 삼양동 791-1467,37.626008,,320
미래,서울특별시 강북구 삼양동 791-1712,37.624872,127.014615,564
늘푸른,서울특별시 강북구 삼양동 797-9,,127.020225,646
폭포,서울특별시 강북구 삼각산동 813-6,37.614482,127.020702,1238
꼭지,서울특별시 강북구 삼각산동 811-7,37.617126,127.017436,746
테두리,서울특별시 강북구 삼각산동 811-8,37.618199,127.017141,1913
고갯마루,서울특별시 강북구 삼각산동 811-13,37.617067,127.017399,2185.8
미 아,서울특별시 강북구 송중동 8-73,37.615502,127.037587,992
강북6구역,서울특별시 강북구 송중동 71-1,37.613866,127.030491,424.4
번 남,서울특별시 강북구 번1동 447-1,37.636018,127.024953,1014.9
논 골,서울특별시 강북구 번1동 417-27,37.638634,127.027973,991.7
샛 강,서울특별시 강북구 번1동 472-44,37.639482,127.033005,858.2
오동근린공원,서울특별시 강북구 번동 산20-1,37.62923217,127.0330423,1346557
청 암,서울특별시 강북구 삼양동 776-17,37.624364,127.017047,661
흰구름,서울특별시 강북구 수유2동 252-19,37.645866,127.020635,1064
희 망,서울특별시 강북구 수유3동 194-41,37.640764,127.024431,976.9
은모루,서울특별시 강북구 수유3동 172-209,37.642612,127.026714,918
소 귀,서울특별시 강북구 수유3동 25-1,37.638742,127.018697,961
상산,서울특별시 강북구 수유3동 224-4,37.638514,127.023986,972.9
흰구름,서울특별시 강북구 수유2동 252-16,37.645951,127.020465,214
보등골,서울특별시 강북구 인수동 605-209,37.635202,127.018417,869
수유일공원,서울특별시 강북구 수유1동 605-389,37.630852,127.017011,2632
새 싹,서울특별시 강북구 수유3동 134-40,37.636307,,651
푸 른,서울특별시 강북구 인수동 516-44,37.638686,127.008423,992
무너미,서울특별시 강북구 수유동 281-2,37.6460666,127.0127415,380
빨래골,서울특별시 강북구 수유1동 475-115,37.629534,127.014863,476
장미원,서울특별시 강북구 수유2동 276-10,37.646688,127.015689,340
솔밭근린공원,서울특별시 강북구 우이동 80,37.65301305,127.012249,34955
왕암제4소공원,충청북도 제천시 왕암동 1177,37.152959,128.154774,3852
버들,서울특별시 강서구 화곡동 424-45,37.531101,126.841222,1087.2
공원(용정율치취락내),전라북도 남원시 광치동 산153-2일원,35.4509328,127.374535,5176
공원(이백서곡취락내),전라북도 남원시 이백면 서곡리 601-1일원,35.427347,127.435319,1598
공원(주천송치취락내),전라북도 남원시 주천면 송치리 1271-1일원,35.3893753,127.4092191,2135
오 현,서울특별시 강북구 번3동 244,37.623976,127.046488,3661
색 동,서울특별시 강북구 수유1동 49-7,37.633443,,2341.2
씽씽공원,전라북도 완주군 이서면 용서리 767-6,35.8306749,127.0215346,1512
기차공원,전라북도 완주군 이서면 용서리 761-5,35.8309169,127.0185971,1512
고산문화공원,전라북도 완주군 고산면 오산리 808,35.97398096,127.2315259,174246
새누공원,전라북도 완주군 구이면 원기리 1260,35.7300558,127.1244643,13960
우주공원,전라북도 완주군 봉동읍 장구리 602,35.9706822,127.1120616,20388
찬누리공원,전라북도 완주군 봉동읍 장구리 600,35.9767881,127.1172001,17775
소예공원,전라북도 완주군 봉동읍 장구리 582-11,35.9719816,127.113905,9092
용암소공원,전라북도 완주군 봉동읍 용암리 81-1,35.9600823,127.1321242,2770
수도산근린공원,전라북도 완주군 삼례읍 후정리 123-42,35.9010944,127.0669114,29000
수봉공원,인천광역시 미추홀구 주안동 660-241,37.46018737,126.6642121,332694
석바위공원,인천광역시 미추홀구 주안동 1578,37.45424501,126.693651,47005
미추홀공원,인천광역시 미추홀구 주안동 824,37.44627117,126.6702501,38950
주인공원,인천광역시 미추홀구 숭의동 440-3,37.4595291,126.6508644,29233
용정공원,인천광역시 미추홀구 용현동 615-1,37.45096066,126.6419803,29552
제2용정공원,인천광역시 미추홀구 용현동 666,37.4506785,126.642827,29246
수봉마을공원,인천광역시 미추홀구 주안동 659-2,37.4579728,126.6663685,1379
재넘이공원,인천광역시 미추홀구 학익동 336-5,37.447261,126.660626,12069
동화공원,인천광역시 미추홀구 도화동 460,37.457704,126.672533,4469
주안공원,인천광역시 미추홀구 주안동 281,37.462813,126.6768101,7974
일봉공원(다가2),충청남도 천안시 동남구 다가동 377-1,36.79957837,127.1358968,2320
다가공원(다가1),충청남도 천안시 동남구 다가동 391-1,36.79991446,127.1412769,1440
다가말공원(다가3),충청남도 천안시 동남구 다가동 409-9,36.79805389,127.1382049,1525
천안천공원,충청남도 천안시 동남구 다가동 462-45,36.79557786,127.1503113,6364
봉명공원(봉명1),충청남도 천안시 동남구 봉명동 209-3,36.80631114,127.1348289,1864
개목공원(봉명2),충청남도 천안시 동남구 봉명동 255,36.81629484,127.1321837,2454
솔모루공원(봉명5),충청남도 천안시 동남구 봉명동 426,36.81338306,127.1327823,2458
봉서공원(봉명3),충청남도 천안시 동남구 봉명동 492,36.81188172,127.1314459,2455
남산공원,충청남도 천안시 동남구 사직동 284-39,36.79990886,127.1492892,15000
삼거리공원,충청남도 천안시 동남구 삼룡동 291-4,36.8221564,127.1969961,192169
손흥민체육공원,강원도 춘천시 동면 감정리 산185,37.90160874,127.7783785,70947
1-119호공원,제주특별자치도 제주시 아라1동 6141-9,33.47086102,126.5468938,1862.8
1-120호공원,제주특별자치도 제주시 아라1동 6159-1,33.47186707,126.5512017,1650.7
1-121호공원,제주특별자치도 제주시 노형동 3790-1,33.48323887,126.4783988,1577.3
1-122호공원,제주특별자치도 제주시 노형동 3799,33.48098551,126.476975,1744.5
하귀1호공원,제주특별자치도 제주시 애월읍 하귀1리 148-1,33.48641592,126.4188543,1678.4
하귀2호공원,제주특별자치도 제주시 애월읍 하귀1리 234-3,33.48165123,126.4135614,1880.3
세화어린이공원,제주특별자치도 제주시 구좌읍 세화리 3642-1,33.52624331,126.8548016,2280
용암해수제2공원,제주특별자치도 제주시 구좌읍 한동리 4849-17,33.54096509,126.815287,2566
함덕1호어린이공원,제주특별자치도 제주시 조천읍 함덕리 4154-3,33.53946103,126.6755684,4773
함덕2호어린이공원,제주특별자치도 제주시 조천읍 함덕리 4145-1,33.53926072,126.6736981,1524.6
샘물공원,제주특별자치도 제주시 조천읍 함덕리 272-76,33.54044199,126.6754027,1500
관덕공원,제주특별자치도 제주시 삼도2동 43-2,33.51355564,126.5221366,16000
신비의도로,제주특별자치도 제주시 노형동 291,33.44932028,126.4878637,96930
산짓물공원,제주특별자치도 제주시 건입동 1343,33.51560647,126.5285597,7611
관고제6공원,경기도 이천시 관고동 512,37.282694,127.434045,1830
제2호 어린이공원(누리달공원),경기도 화성시 향남읍 하길리 1452-4번지,37.11663242,126.9157068,1592
행정 어린이공원(5호),경기도 화성시 향남읍 행정리 497-9번지,37.12546388,126.9225029,1789
조암5호 어린이공원,경기도 화성시 우정읍 조암리 809번지 태고빌라,37.0853723,126.8212212,1497
개나리공원(2호),경기도 화성시 반송동 12번지,37.21079337,127.0665755,14768
조암4호 어린이공원,경기도 화성시 장안면 어은리 812-6번지 태일그린맨션,37.0859948,126.8228978,2535
조암2호 어린이공원,경기도 화성시 우정읍 조암리 791번지 화성조암 한라비발디 아파트,37.0908807,126.8243486,8401
남양천 소공원,경기도 화성시 남양읍 남양리 415번지 우림그린빌리지,37.2024767,126.8025303,848
양노리 소공원,경기도 화성시 비봉면 양노리 759-7번지,37.21713626,126.8715337,301
신동아파밀리에 소공원,경기도 화성시 봉담읍 와우리 237번지 신일해피트리2차,37.2485843,126.9290946,4533
천천리 가로공원,경기도 화성시 매송면 천천리 92번지 삼미,37.24271047,126.9525381,2910
완두콩소공원,경기도 화성시 향남읍 장짐리 409번지 장짐마을신성발안미소지움1차,37.1382614,126.9106046,273
석우동 쌈지,경기도 화성시 석우동 3-1번지 RD스테이션,37.2249535,127.0732675,1710
현충탑 소공원,경기도 화성시 송산동 97-129번지,37.20708338,127.0215299,3000
조암 어린이공원,경기도 화성시 우정읍 조암리 266-41번지 조암감리교회,37.0850832,126.8183201,2097
장짐 어린이공원,경기도 화성시 향남읍 장짐리 284-20번지 하연마을,37.13505485,126.9075112,6212
작은배틀 어린이공원,경기도 화성시 향남읍 행정리 467번지 화성시자원봉사센터,37.12570589,126.9179249,3346
송곡 어린이공원(2호),경기도 화성시 향남읍 행정리 451-19번지,37.12726701,126.9135254,4290
배틀 어린이공원(3호),경기도 화성시 향남읍 발안리 261번지,37.13292875,126.8991632,2483
무궁화 어린이공원,경기도 화성시 향남읍 발안리 295번지 발안주공,37.1306348,126.9016016,4050
돌내 어린이공원(7호),경기도 화성시 향남읍 행정리 518-2번지,37.12474555,126.9264556,1671
댓골 어린이공원(4호),경기도 화성시 향남읍 행정리 472-2번지,37.13304038,126.9230623,3894
전곡4호 어린이공원,경기도 화성시 서신면 전곡리 850번지,37.18731494,126.6537655,1443
전곡3호 어린이공원,경기도 화성시 서신면 전곡리 850번지,37.18731494,126.6537655,962
전곡2호 어린이공원,경기도 화성시 서신면 전곡리 963번지,37.18485384,126.6515018,3300
연안꽃동산공원,부산광역시 동래구 낙민동 80,35.193885,129.091889,728.2
온천공원,부산광역시 동래구 온천동 387-10,35.214377,129.072262,598
온천3동공원,부산광역시 동래구 온천동 1379-1,35.202827,129.068595,657.9
미남공원,부산광역시 동래구 온천동 1236-10,35.205742,129.066217,661.2
사직놀이공원,부산광역시 동래구 사직동 54-2,35.200807,129.063638,660.8
사직한밭공원,부산광역시 동래구 사직동 16-7,35.199873,129.059145,656.5
