번호,사업장명,도로명전체주소,소재지면적,X,Y
3437,(주)지에스리테일 대전송강점,대전광역시 유성구 구즉로58번길 33 (송강동),1217.4,127.3872958,36.4339458
3464,롯데쇼핑(주)롯데슈퍼 수성점,대구광역시 수성구 수성로 227 (중동),2534.6,128.6120571,35.8457857
3465,롯데 프리미엄 푸드마켓 황금점,"대구광역시 수성구 청수로 235, 종합상가동 (황금동, 캐슬골드파크 2단지)",1368.4,128.6334449,35.8416369
3556,노브랜드 강서마곡점,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 (마곡동)",0,126.8236077,37.5626675
3557,㈜이마트에브리데이 양천향교역점,"서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)",0,126.8432695,37.5699168
3558,롯데쇼핑㈜ 마켓999 양천향교역가맹점,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 121-1,2호 (마곡동)",0,126.8403632,37.5682664
3559,이마트에브리데이 마곡점,"서울특별시 강서구 마곡서로 158, 마곡센트럴타워Ⅱ 103~110, 118, 119호 (마곡동)",0,126.825424,37.5680917
3560,노브랜드 강서가양점,서울특별시 강서구 양천로 410 (가양동),0,126.8467183,37.5650219
3572,롯데슈퍼 신곡점,경기도 의정부시 동일로 583 (신곡동),1318.5,127.0561963,37.7402314
3593,(주)이마트에브리데이 영북점,경기도 포천시 영북면 영북로 178,643.4,127.2752449,38.0901722
3597,롯데쇼핑(주)롯데슈퍼 안양비산점,"경기도 안양시 동안구 동안로 271 (비산동, 뉴타운아파트상가동)",435.7,126.9457252,37.40184
3598,홈플러스(주)익스프레스 안양호계점,경기도 안양시 동안구 경수대로 428 (호계동),241.89,126.9625236,37.3622608
3599,홈플러스(주)익스프레스 안양점,경기도 안양시 만안구 냉천로 7 (안양동),232.7,126.9291599,37.3825076
3600,홈플러스(주)익스프레스 안양석수점,경기도 안양시 만안구 충훈로 88 (석수동),302.27,126.8985683,37.408132
3601,(주)이마트에브리데이 비산동점,"경기도 안양시 동안구 학의로 20, 1동 지하층 제1호 (비산동, 관악타운 종합상가 )",797.47,126.9432513,37.3946275
3602,롯데쇼핑(주)롯데슈퍼 안양점,경기도 안양시 만안구 안양로329번길 108 (안양동),1365.5,126.9131358,37.4013557
3616,(주)지에스리테일 GS수퍼 안양메가트리아점,"경기도 안양시 만안구 태평로52번길 21, 지층 B103, B104호 (안양동)",893.16,126.9304986,37.3955761
3690,Emarteveryday 울산야음점,"울산광역시 남구 대암로 69, 107동 B101호 (야음동, 신정현대프라자)",718.86,129.3238916,35.5307315
3691,(주)지에스리테일 울산신정점,울산광역시 남구 동산로29번길 4-0 (신정동),468.68,129.2993385,35.5363163
3713,(주)농협부산경남유통 하나로클럽주례점,부산광역시 사상구 냉정로 120 (주례동),1230.24,129.0132628,35.1493093
3717,(주)지에스리테일신주례점,"부산광역시 사상구 백양대로342번길 17, 상가동 지하1호 (주례동, 신주례엘지아파트)",558,129.0133404,35.1537976
3756,홈플러스(주)익스프레스 유천점,"대전광역시 중구 평촌로 58, 동양빌딩 (유천동)",373.8,127.3935251,36.3212234
3757,홈플러스(주)익스프레스 오류점,대전광역시 중구 계룡로 858 (오류동),462.8,127.4097955,36.324279
2004,(주)이마트 동광주점,광주광역시 동구 중앙로 358 (계림동),6100,126.9202363,35.1639323
3270,이마트 남원점,"전라북도 남원시 남문로 385-16, 1층 (왕정동, 이마트 남원점)",2889,127.3747594,35.4076068
3271,이마트 남원점,전라북도 남원시 남문로 385-16 (왕정동),2949.75,127.3747594,35.4076068
3436,홈플러스(주) 광안점,부산광역시 수영구 수영로 625 (광안동),1739,129.1135631,35.1616343
3796,홈플러스 칠곡IC점,대구광역시 북구 관음동 1369-1호,0,128.5399738,35.9347666
25,월마트슈퍼센타 중동점,경기도 부천시 석천로 188 (중동),13770,126.763952,37.504068
38,롯데쇼핑(주) 롯데마트 의왕점,경기도 의왕시 내손동 743,11003.35,126.9728971,37.3805438
40,월마트 비산점,대구광역시 서구 비산동 1612-3번지 9호,9375,128.55531,35.8900637
41,신세계 이마트 수지점,경기도 용인시 수지구 신봉동 수지로 203,11448,127.083334,37.3197457
1065,킴스클럽평택점,경기도 평택시 비전동 경기대로 279,,127.1125168,36.9955968
1122,롯데쇼핑(주)롯데마트 아산점,충청남도 아산시 모종동 번영로 225,15518,127.0159492,36.7846987
1189,삼성테스코(주)홈플러스삼척점,강원도 삼척시 중앙로 258 (당저동),13710.13,129.1682984,37.4464153
1400,(주)신세계마트 이마트 마산점,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),0,128.5698425,35.197881
1407,신세계 이마트 창원점,경상남도 창원시 성산구 원이대로 608 (중앙동),10909,128.6801495,35.2265084
1473,(주)신세계이마트마산점,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),0,128.5698425,35.197881
1549,삼성테스코(주) 홈플러스 동대전점,"대전광역시 동구 한밭대로 1282 (용전동,외 25필지)",11572.63,127.437349,36.3538106
1694,신세계 이마트 검단점,인천광역시 서구 당하동 서곶로 754,1616.86,126.6766272,37.5854566
1747,롯데마트 검단점,인천광역시 서구 검단1동 원당대로 581,10964.68,126.6644976,37.5945283
2150,신세계이마트상무점,광주광역시 서구 운천로 263 (치평동),15306,126.8541631,35.1557177
2551,홈플러스테스코 일산점,경기도 고양시 일산동구 중앙로 1333,12733.77,126.7689665,37.6639969
2670,(주)이마트 부평점,인천 부평구 주부토로 241,0,126.7259275,37.5167559
2720,롯데쇼핑(주)롯데마트삼산점,인천광역시 부평구 삼산동 길주로 623,15652.92,126.7320394,37.5078565
2798,롯데쇼핑(주)롯데마트 웅상점,경상남도 양산시 삼호동 삼호1길 34,0,129.166969,35.4126013
2907,신세계 이마트 여의도점,"서울특별시 영등포구 여의동로3길 10 (여의도동,여의도자이(아) 지하 1층)",3536.87,126.9256749,37.5181381
3230,신세계이마트미아점,서울특별시 성북구 길음동 도봉로 17,10006,127.0296196,37.6108809
3373,홈플러스 김제점,전라북도 김제시 검산동 841,13766.59,126.9031985,35.8000326
3578,롯데쇼핑(주) 마그넷 의정부점,경기도 의정부시 산단로76번길 116 (용현동),9734.6,127.0842348,37.7427862
3788,신세계이마트 칠성점,대구광역시 북구 침산로 93 (칠성동2가),8651.61,128.5897544,35.8851586
