시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
부산데파트,부산광역시 중구 중앙동7가 20-1,129.0360986,35.0979981,100,4,9,1,3,0,0,0,22,30,8,0,4,92,1,2,1,0,1,2,116,41501,30,6993,6
부산산업용재유통상가,부산광역시 사상구 새벽로 131,128.9813847,35.1532494,841,7,24,0,2,1,1,0,0,2,2,0,2,302,0,2,1,0,0,0,871,213178,33,11709,18
부산산업용품상협동조합,부산광역시 사상구 괘감로 37,128.9795093,35.1597726,1006,4,25,2,6,1,1,0,0,1,1,0,2,139,0,2,1,0,0,0,1006,213178,33,11709,18
부산새벽시장,부산광역시 사상구 새벽로 141,128.9816552,35.1538421,293,6,24,0,4,1,1,0,0,2,2,0,2,302,1,2,1,0,0,0,293,213178,33,11709,18
부산자갈밭시장,부산광역시 중구 남포동4가 37-1,129.030608,35.0965936,55,5,9,2,3,0,0,0,23,30,7,0,3,187,3,2,1,0,1,2,81,41501,30,6993,6
부산자유시장,부산광역시 동구 조방로 48,129.061081,35.1409858,1755,4,8,1,7,0,0,0,3,12,9,0,10,201,0,2,1,0,1,4,1483,89031,20,7374,12
부산전자종합시장,부산광역시 부산진구 부전로 196,129.0625365,35.1634717,130,20,36,2,5,0,0,0,0,5,5,1,1,10,0,3,1,0,1,2,135,359375,52,10181,35
부산진시장,부산광역시 동구 진시장로 24,129.0588714,35.1364441,1097,4,7,1,4,0,0,0,6,20,14,0,12,211,0,1,1,1,1,4,1500,89031,20,7374,12
부산평화시장,부산광역시 부산진구 자유평화로 7,129.0606842,35.1416923,905,4,8,1,7,0,0,0,3,12,9,0,7,157,0,2,1,0,1,4,540,359375,52,10181,35
부안상설장시장,전라북도 부안군 부안읍 부풍로 47,126.7328456,35.7268414,190,7,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,168,52237,4,410,127
부여 새시장,충청남도 부여군 부여읍 부여로 12,126.9096536,36.2809924,74,16,25,0,0,1,1,0,4,4,0,0,8,129,2,0,0,0,1,1,75,65431,13,980,67
부여시장,충청남도 부여군 부여읍 성왕로173번길 12,126.9074637,36.2815853,84,12,23,0,0,1,1,0,4,4,0,0,4,63,1,0,0,0,1,1,86,65431,13,980,67
부여중앙시장,충청남도 부여군 부여읍 중앙로13번길 14-3,126.9121897,36.2819167,82,13,25,0,0,1,1,0,4,4,0,0,6,96,1,0,0,0,1,1,80,65431,13,980,67
부일종합시장,인천광역시 부평구 경인로 1118번길 14-7,126.7432852,37.4847211,90,36,141,1,2,0,0,0,1,4,3,0,1,6,0,0,0,0,2,3,45,495882,7,1176,422
부전기장골목시장,부산광역시 부산진구 부전동 341-70,129.0612357,35.1621941,60,17,40,3,5,0,0,0,1,4,3,0,1,10,0,4,1,0,1,2,61,359375,52,10181,35
부전농수산물새벽시장,부산광역시 부산진구 부전로 156,129.0583057,35.1622468,330,19,45,3,7,0,0,0,2,5,3,0,0,0,0,3,1,0,1,1,510,359375,52,10181,35
부전상가,부산광역시 부산진구 중앙대로 755번길 21,129.0595323,35.1603431,703,17,44,5,9,0,0,0,2,5,3,0,1,10,0,4,1,0,1,2,704,359375,52,10181,35
부전시장,부산광역시 부산진구 중앙대로 783번길 23,129.0610833,35.1631419,342,18,36,2,5,0,0,0,0,4,4,0,1,10,0,3,1,0,1,2,344,359375,52,10181,35
부전인삼시장,부산광역시 부산진구 부전동 573-26,129.0611584,35.163006,62,18,35,2,5,0,0,0,0,4,4,0,1,10,0,3,1,0,1,2,76,359375,52,10181,35
부천상동시장,경기도 부천시 석천로60번길 51,126.7642694,37.492358,133,66,224,0,1,1,1,0,0,3,3,0,3,211,2,2,1,1,2,2,155,819990,19,1910,429
부천자유시장,경기도 부천시 자유로 33,126.7798979,37.4839696,228,61,187,1,1,0,1,1,0,1,1,2,3,276,1,0,0,0,2,2,312,819990,19,1910,429
부천제일시장,경기도 부천시 고강로40번길 55,126.8093328,37.527925,149,32,140,0,0,0,0,0,0,0,0,0,2,120,1,1,1,0,0,1,168,819990,19,1910,429
부천중동시장,경기도 부천시 부흥로 200번길28,126.7643293,37.4948995,103,72,218,0,1,1,1,0,0,3,3,0,3,211,2,3,1,1,2,2,103,819990,19,1910,429
부천한신시장,경기도 부천시 은성로 76번길10,126.7990284,37.4748309,93,54,210,0,1,0,0,0,0,0,0,1,3,562,6,0,0,2,1,2,91,819990,19,1910,429
부평깡시장,인천광역시 부평구 주부토로32번길 25,126.7265421,37.497895,120,45,157,1,3,0,0,0,4,5,1,0,9,668,6,4,1,0,2,4,206,495882,7,1176,422
부평깡통시장,부산광역시 중구 부평동2가 16,129.0260196,35.1015362,473,4,14,1,4,0,0,0,23,30,7,0,7,243,1,1,1,0,1,2,1381,41501,30,6993,6
부평문화의거리,인천광역시 부평구 부평문화로 78-2,126.7250016,37.4940491,210,54,152,1,3,0,0,0,4,5,1,0,8,627,3,2,1,0,2,4,141,495882,7,1176,422
부평종합시장,인천광역시 부평구 부흥로316번길 38-3,126.7265664,37.4964627,210,45,156,1,3,0,0,0,4,5,1,0,9,668,3,4,1,0,2,4,200,495882,7,1176,422
북동공설시장,경상남도 창원시 의창구 의안로49번길 31,128.6204909,35.2658599,40,14,44,0,0,0,0,0,0,0,0,0,3,131,3,0,0,0,0,0,30,262743,18,1587,166
북마산가구시장,경상남도 창원시 마산합포구 북성로 17,128.5726548,35.2089732,60,18,68,0,0,0,0,0,1,1,0,0,3,70,1,3,1,0,1,1,61,174933,20,4773,37
북마산중앙시장,경상남도 창원시 마산합포구 상남시장로3,128.5711556,35.2160294,257,12,54,0,0,0,1,1,1,1,0,0,2,38,0,0,0,0,1,1,257,174933,20,4773,37
북문시장,경상북도 안동시 북문옥정길 25,128.7326187,36.5685245,81,10,35,0,0,1,1,0,0,1,1,1,10,718,9,2,1,0,1,1,89,158803,22,2003,79
북부상가시장,경상북도 경주시 금성로 396번길 7,129.2075713,35.8535343,126,7,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,60,253468,31,6195,41
북부시장,전라북도 익산시 인북로 219,126.9565969,35.9481924,168,10,39,0,0,0,1,1,0,0,0,0,5,295,2,0,0,0,2,2,168,282582,23,1879,150
북부시장,충청북도 청주시 청원구 향군로 31번길 19,127.4862156,36.6479745,144,53,100,0,0,1,1,0,0,0,0,0,1,10,0,1,1,1,2,2,122,193973,8,641,303
북수원시장,경기도 수원시 장안구 파장로82번길 9(파장동),126.9921945,37.3070563,150,34,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,153,274148,4,636,431
북신전통시장,경상남도 통영시 북신시장1길 66,128.4275172,34.8541581,136,18,48,0,0,2,2,0,3,5,2,0,4,201,1,1,1,0,1,2,136,128595,3,724,178
북원상가시장,강원도 원주시 북원상가길 13,127.948755,37.3843441,50,16,32,0,0,0,1,1,0,0,0,0,3,117,2,0,0,0,0,0,53,353928,8,1329,266
북정로중심상가시장,경상북도 경주시 북정로 15,129.2151824,35.8422908,128,15,41,0,0,1,1,0,0,0,0,0,1,100,1,0,0,0,2,2,39,253468,31,6195,41
북천공설시장,경상남도 하동군 북천면 직전리 597-1,127.8918425,35.1136899,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44911,21,1212,37
북평민속시장,강원도 동해시 오일장길 32,129.1260413,37.4824798,268,9,19,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,800,90560,9,1301,70
분당우성시장,경기도 성남시 분당구 중앙공원로40번길 42,127.1321911,37.3782428,82,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,78,482614,15,1322,365
분당종합시장,경기도 성남시 분당구 돌마로366번길 42,127.1267527,37.3671826,48,36,102,0,0,0,0,0,0,0,0,0,1,129,3,1,1,0,0,2,40,482614,15,1322,365
불국사상가시장,경상북도 경주시 진현로1길 59-5,129.3276137,35.7859709,103,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,253468,31,6195,41
불국시장,경상북도 경주시 구정동 429-7,129.3009798,35.7758794,34,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,253468,31,6195,41
불로전통시장,대구광역시 동구 반야월로1길 7,128.6889901,35.8746799,100,22,76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,342432,46,2991,114
사가정시장,서울특별시 중랑구 면목로44길 16,127.0893781,37.5810732,135,24,71,1,3,1,1,0,3,5,2,1,0,0,0,1,1,0,0,1,40,395194,23,2040,194
사강시장,경기도 화성시 송산면 사강로 183-1,126.7360169,37.2133018,340,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,853106,6,2289,373
사기막골도자기시장,경기도 이천시 경충대로2993번길 24(사음동),127.4119422,37.2948291,54,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,219525,3,238,922
사당시장,서울특별시 동작구 사당로244,126.975002,37.4829491,19,23,90,1,5,0,0,0,2,7,5,1,0,0,0,1,1,1,0,1,20,391896,22,1372,286
사상시장,부산광역시 사상구 사상로250번길58(괘법동),128.9855193,35.1666466,205,6,26,4,8,1,1,0,0,1,1,0,1,31,0,2,1,0,0,0,218,213178,33,11709,18
사직시장,부산광역시 동래구 사직북로34번길 48,129.062309,35.1999797,140,9,23,1,2,0,0,0,7,10,3,0,0,0,0,1,1,1,1,1,140,271187,28,2517,108
사직시장,충청북도 청주시 서원구 사직대로 265번길 7,127.4768675,36.6361461,56,29,76,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,56,195804,8,660,297
사천읍시장,경상남도 사천시 사천읍시장1길 16,128.064256,35.0034643,118,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,174,111234,8,1113,100
사파동성종합상가,경상남도 창원시 성산구 창이대로 733,128.7021802,35.2194328,106,15,63,0,0,0,0,0,0,2,2,0,5,343,3,0,0,0,1,1,98,215143,19,2837,76
사하시장,부산광역시 사하구 장평로 451,128.9864624,35.09834,50,4,10,1,2,0,0,0,2,28,26,0,0,0,0,0,0,0,0,2,50,312840,30,2312,135
산격종합시장,대구광역시 북구 대동로1길 34,128.6105008,35.8983583,300,26,92,0,0,0,0,0,4,6,2,1,0,0,0,1,1,0,2,4,216,440736,52,9067,49
산본시장,경기도 군포시 산본천로 181,126.9381258,37.3696763,203,36,161,0,1,0,0,0,3,6,3,0,6,281,1,2,1,1,3,3,203,274309,3,463,592
산성시장활성화구역,충청남도 공주시 국고개길 11,127.1256781,36.454883,318,40,85,0,0,1,1,0,3,3,0,0,11,267,1,0,0,1,1,1,307,104736,6,1941,54
산성전통시장,대전광역시 중구 대둔산로 420,127.3871244,36.3065905,44,27,95,0,0,1,1,0,4,7,3,0,6,137,3,0,0,0,0,2,75,236492,21,2660,89
산수시장,광주광역시 동구 필문대로192번길 13-1,126.9299884,35.1534996,75,13,59,0,1,0,0,0,0,0,0,0,21,289,4,1,1,0,2,3,72,102645,8,1464,70
산업용재관,대구광역시 북구 유통단지로 16,128.6058805,35.904051,1062,32,76,0,0,0,0,0,4,7,3,0,3,259,0,1,1,0,1,4,848,440736,52,9067,49
산청시장,경상남도 산청군 산청읍 중앙로 16-1,127.8763556,35.4153363,83,0,0,0,0,1,1,0,0,1,1,0,9,151,2,0,0,1,1,1,77,34895,6,256,136
산호시장,경상남도 창원시 마산합포구 산호시장길 18,128.5817171,35.2183769,71,8,49,0,0,0,1,1,1,1,0,0,2,127,2,2,1,2,1,1,92,174933,20,4773,37
삼가시장,경상남도 합천군 삼가면 일부5길 1,128.1223865,35.4129038,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,44088,6,461,96
삼구시장,서울특별시영등포구영등포로219(영등포동5가),126.9055896,37.5201162,52,44,107,1,2,0,0,0,0,0,0,0,1,172,3,4,1,0,3,5,55,378276,24,5119,74
삼례시장,전라북도 완주군 삼례읍 삼례리 923-8,127.0735077,35.9106128,60,16,31,0,0,0,0,0,5,5,0,1,6,678,11,0,0,0,1,1,43,91445,6,293,312
삼방시장,경상남도 김해시 삼안로 255번길 1,128.9096808,35.2505376,70,10,30,0,0,0,0,0,3,6,3,2,1,10,0,1,1,1,0,1,78,542350,12,1232,440
삼성시장,대구광역시 북구 칠성시장로 42,128.6035656,35.8778344,60,48,130,1,1,0,1,1,5,6,1,0,20,1685,28,3,1,0,3,4,70,440736,52,9067,49
삼성시장,충청북도 음성군 삼성면 대성로 608-2,127.4991873,37.0180076,77,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,93310,10,1024,91
삼승원남시장(원남재래시장),충청북도 보은군 삼승면 삼승탄부로 12,127.7329612,36.3967901,58,14,22,0,0,0,0,0,0,0,0,0,2,46,1,0,0,0,0,0,25,32456,10,352,92
삼익비치A상가시장,부산광역시 수영구 광안해변로54번길 222,129.1149426,35.1460908,110,0,0,0,4,0,0,0,2,4,2,0,0,0,0,1,1,0,3,4,120,176885,38,2851,62
삼익비치B상가시장,부산광역시 수영구 광안해변로54번길 222,129.1149426,35.1460908,111,0,0,0,4,0,0,0,2,4,2,0,0,0,0,1,1,0,3,4,123,176885,38,2851,62
삼익패션타운,서울특별시 중구 남대문시장 8길 7,126.9789816,37.5601849,1108,40,127,1,8,0,0,0,0,3,3,1,6,142,0,3,1,0,2,6,1438,125505,62,21039,6
삼척번개시장,강원도 삼척시 중앙로 14-27,129.1785992,37.4309052,17,9,22,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,53,65409,4,416,157
삼척중앙시장,강원도 삼척시진주로 12-21,129.1652395,37.4415529,243,14,29,0,0,1,1,0,0,2,2,0,1,23,0,2,1,0,1,1,243,65409,4,416,157
삼천포용궁수산시장,경상남도 사천시 어시장길64,128.0711472,34.9274306,278,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,268,111234,8,1113,100
삼천포전통수산시장,경상남도 사천시 어시장길46,128.0698882,34.9271609,72,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,42,111234,8,1113,100
삼천포종합시장,경상남도 사천시 동금2길 15,128.0784962,34.9321318,187,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,154,111234,8,1113,100
삼천포중앙시장,경상남도 사천시 중앙시장2길 37,128.0766979,34.9288786,209,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,290,111234,8,1113,100
상계중앙시장,서울특별시 노원구 상계로 23가길 24,127.0702925,37.6590622,64,26,96,1,3,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,70,523708,4,358,1463
상남시장,경상남도 창원시 성산구 마디미로28,128.6833761,35.2222086,588,25,68,0,0,0,0,0,2,2,0,0,0,0,0,3,1,0,1,1,554,215143,19,2837,76
상대원시장,경기도 성남시 중원구 희망로344번길 6,127.1587691,37.4359863,87,37,124,0,0,1,1,0,0,0,0,0,4,437,5,0,0,0,0,1,80,215975,14,1503,144
상대종합시장,경상북도 포항시 남구 양학천로 76번길13,129.3610251,36.0199036,40,9,49,0,0,1,1,0,0,0,0,0,32,674,17,2,1,0,3,3,41,230573,13,828,278
상도전통시장,서울특별시 동작구 상도로 47길 8,126.9515438,37.4996829,86,19,109,2,2,0,0,0,0,4,4,2,0,0,0,0,0,0,0,2,86,391896,22,1372,286
상원시장,대구광역시 달서구 상인로9,128.551293,35.8090353,90,19,57,0,0,0,0,0,0,0,0,0,7,588,7,0,0,2,0,3,77,560354,70,5484,102
상인영남상가,대구광역시 달서구 상인동1517,128.5429619,35.8172933,35,28,100,0,2,0,1,1,0,0,0,0,5,492,14,1,1,1,0,3,31,560354,70,5484,102
상주중앙시장,경상북도 상주시 남성로35,128.1608333,36.4131938,184,10,18,0,0,1,1,0,0,0,0,0,10,379,2,0,0,0,1,1,154,97483,14,849,115
새감만종합시장,부산광역시 남구 홍곡로 3,129.081725,35.1163125,30,0,0,0,0,0,0,0,0,17,17,0,3,60,2,1,1,0,3,5,29,268249,23,2012,133
새길시장,대구광역시 서구 달서로6길 3-1,128.5715675,35.8650299,69,27,118,1,4,0,1,1,1,7,6,0,3,98,1,1,1,0,5,6,76,171060,28,3962,43
새마을시장,서울특별시송파구백제고분로15길42(잠실동) 지하1층,127.0849144,37.5090991,110,11,39,2,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,116,668498,12,1488,449
새영주시장,부산광역시 중구 영주동 20-16,129.0363065,35.1126981,68,3,7,1,2,0,0,0,22,28,6,0,8,449,7,0,0,0,1,3,68,41501,30,6993,6
샘고을시장,전라북도 정읍시 태평6길 25,126.8551026,35.5628841,322,10,31,0,0,1,1,0,0,0,0,0,4,362,1,0,0,0,2,2,298,108681,9,1343,81
서교시장,서울특별시마포구동교로22길19(서교동),126.9188582,37.554658,40,57,156,0,6,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,51,372320,16,994,375
서구시장,대구광역시 서구 국채보상로45길 33,128.5556948,35.8737931,79,28,96,0,0,1,1,0,3,6,3,1,3,160,2,0,0,1,1,6,96,171060,28,3962,43
서귀포매일올레시장,제주특별자치도 서귀포시 중앙로 62번길 18,126.5633615,33.2501242,311,30,77,0,0,0,0,0,2,3,1,0,6,661,2,1,1,1,1,1,260,181929,8,1259,145
서남시장,대구광역시 달서구 와룡로33길 26,128.5343581,35.8478688,19,40,134,1,2,0,1,1,0,1,1,0,3,611,32,2,1,0,3,4,44,560354,70,5484,102
서남신시장,대구광역시 달서구 감삼동 62-4,128.5458588,35.8540993,142,40,102,1,3,0,1,1,0,2,2,0,4,78,1,1,1,0,3,6,140,560354,70,5484,102
서대구시장,대구광역시 달서구 명덕로2길 30,128.5711159,35.8607328,89,29,106,1,2,0,2,2,1,6,5,0,3,102,1,1,1,1,4,7,35,560354,70,5484,102
서대신1동골목시장,부산광역시 서구 대영로 30번길 19-1(서대신동1가),129.0144376,35.1086555,50,7,12,2,2,0,0,0,22,28,6,0,0,0,0,0,0,0,1,1,50,108119,19,2060,52
서대신동골목시장,부산광역시 서구 구덕로295번길 4(서대신동2가),129.0173225,35.1104161,107,6,9,2,2,0,0,0,22,28,6,0,0,0,0,0,0,0,1,1,94,108119,19,2060,52
서동시장,부산광역시 금정구 서동로141번길 21,129.1022267,35.2162533,72,0,0,0,1,0,0,0,10,13,3,0,7,363,5,0,0,0,1,2,74,233303,16,1383,169
서동시장,"울산광역시중구동천5길12(서동, 월드빌라트)",129.3469771,35.5813182,87,21,49,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,3,79,218096,36,4106,53
서동시장,전라북도 익산시 창인동1가 115-13,126.9504284,35.942758,60,15,43,0,0,1,1,0,0,0,0,0,4,174,3,0,0,0,1,2,70,282582,23,1879,150
서동전통골목시장,부산광역시 금정구 서동로 145-4,129.1025092,35.2152141,175,0,0,0,1,0,0,0,10,12,2,0,6,320,2,0,0,0,1,2,175,233303,16,1383,169
서동향토시장,부산광역시 금정구 서부로 21-1,129.1033536,35.2159275,153,0,0,1,1,0,0,0,10,13,3,0,7,363,2,0,0,0,1,2,153,233303,16,1383,169
서마산시장,경상남도 창원시 마산회원구 석전남16길64,128.5691045,35.2290284,29,12,30,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,20,191730,15,1051,182
서면시장,부산광역시 부산진구 서면로 56,129.0581449,35.1557672,209,20,40,3,9,0,0,0,3,10,7,0,0,0,0,5,1,0,1,3,210,359375,52,10181,35
서면종합시장,부산광역시 부산진구 부전로 162번길 28,129.0589927,35.1618982,255,20,43,5,7,0,0,0,2,5,3,0,1,10,0,4,1,0,1,2,234,359375,52,10181,35
서면중앙시장,부산광역시 부산진구 동성로 143,129.0633256,35.1608507,380,16,41,2,7,0,0,0,2,4,2,0,1,10,0,4,1,0,1,3,341,359375,52,10181,35
서문시장,충청북도 청주시 상당구 남사로 89번길 61,127.4853729,36.6351107,106,28,121,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,73,189727,8,3576,53
서문시장 아진상가 상점가,대구광역시 중구 큰장로 28길39,128.5815689,35.8699302,233,37,129,1,6,0,1,1,2,7,5,0,18,2136,9,0,0,0,3,6,235,76727,40,9744,8
서문시장2지구종합상가,대구광역시 중구 큰장로26길25,128.5794896,35.8687595,1548,37,125,1,5,0,1,1,1,7,6,0,10,1753,1,0,0,0,3,6,97,76727,40,9744,8
서문시장4지구종합대체상가(베네시움),대구광역시 중구 달성로 18,128.582741,35.8666798,1220,41,118,3,7,0,0,0,1,7,6,0,9,1743,1,0,0,0,3,6,1494,76727,40,9744,8
서문시장5지구,대구광역시 중구 큰장로26길 6,128.5784546,35.8680525,242,34,125,2,5,0,1,1,1,7,6,0,10,1753,7,0,0,0,3,6,91,76727,40,9744,8
서문시장건해산물상가,대구광역시 중구 큰장로 26안길5,128.5794628,35.8681197,100,37,131,2,5,0,1,1,1,7,6,0,10,1753,18,0,0,0,3,6,91,76727,40,9744,8
서문시장제1지구직물시장,대구광역시 중구 큰장로28길10,128.5798265,35.8693978,199,35,139,1,4,0,1,1,2,7,5,0,15,2037,10,0,0,0,3,6,383,76727,40,9744,8
서문시장제1지구포목시장,대구광역시 중구 큰장로28길10,128.5798265,35.8693978,286,35,139,1,4,0,1,1,2,7,5,0,15,2037,7,0,0,0,3,6,351,76727,40,9744,8
서변중앙시장,대구광역시 북구 호국로43길27,128.5961813,35.9210081,65,22,52,0,0,0,0,0,3,8,5,0,4,343,5,0,0,1,0,3,57,440736,52,9067,49
서부공설시장,강원도 영월군 영월읍 서부시장길 8-1,128.4663334,37.1828489,40,13,30,0,0,1,1,0,0,0,0,0,12,293,7,0,0,0,1,1,38,38710,5,369,105
서부시장,대구광역시 서구 달서로 26길 7-2,128.5720478,35.8733108,135,34,122,0,1,1,1,0,2,7,5,0,5,197,1,0,0,0,4,6,504,171060,28,3962,43
서부시장상점가(서부시장 통합),전라북도 전주시 완산구 효동 2길 14-8,127.126658,35.8052344,150,13,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,23,339973,16,3060,111
서부아침시장,강원도 영월군 영월읍 영흥리 947-57,128.4667978,37.1832886,46,16,31,0,0,1,1,0,0,0,0,0,13,319,7,0,0,0,1,1,56,38710,5,369,105
서산동부전통시장(동부시장),충청남도 서산시 시장5로 15,126.4564428,36.7818268,225,19,41,0,0,1,1,0,0,0,0,0,21,513,2,0,0,0,1,1,242,175487,7,725,242
서울약령시장,서울특별시 동대문구 약령중앙로26,127.0373613,37.5805343,1007,21,90,1,5,0,0,0,0,4,4,0,5,365,0,2,1,0,2,3,1004,343377,38,5801,59
서울중앙시장,서울특별시 중구 퇴계로 85길 36,127.019759,37.5673604,158,17,91,2,11,0,0,0,0,3,3,0,3,184,1,1,1,1,2,6,323,125505,62,21039,6
서원시장,부산광역시 동래구 충렬대로359번길 55,129.0990252,35.2003821,52,4,15,1,4,0,0,0,7,10,3,0,0,0,0,1,1,0,1,2,54,271187,28,2517,108
서정리시장,경기도 평택시 서정동 328-8,127.0559231,37.0578333,105,25,64,1,1,0,1,1,0,0,0,0,3,150,1,1,1,0,1,1,173,534343,5,1283,416
서천특화시장,충청남도 서천군 서천읍 충절로 42,126.6870868,36.0748744,280,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,288,51926,10,872,60
서호전통시장,경상남도 통영시 새터길 58-9,128.4200707,34.841401,242,10,44,0,0,0,2,2,5,6,1,0,6,759,3,0,0,0,2,2,240,128595,3,724,178
석관시장,서울특별시 성북구 돌곶이로 22가길 27,127.0604133,37.6092739,20,20,73,1,3,0,0,0,1,4,3,1,0,0,0,0,0,0,0,1,16,438051,15,1607,273
석바위시장,인천광역시 미추홀구 경인로 471번길 7,126.6916279,37.4592019,220,25,79,1,4,0,1,1,2,2,0,0,6,176,1,2,1,2,3,3,253,402392,20,2973,135
석수시장,경기도 안양시 만안구 석천로 171번길 20,126.9080965,37.4131672,135,24,102,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,1438,239947,2,1605,149
석전시장,경상남도 창원시 마산회원구 석전동 6길 32,128.5748705,35.2303713,135,8,45,0,0,1,1,0,0,1,1,0,3,180,1,2,1,0,1,1,32,191730,15,1051,182
석촌시장,"서울특별시 송파구 송파대로 37길 52, 지층",127.1065341,37.500182,60,12,40,1,4,0,0,0,0,1,1,0,1,63,1,3,1,0,0,0,80,668498,12,1488,449
선비골전통시장,경상북도 영주시 중앙로 83번길40,128.6231897,36.824247,96,23,41,0,0,1,1,0,0,0,0,0,13,975,10,0,0,0,2,2,100,103272,23,1887,55
선산봉황시장,경상북도 구미시 선산읍 단계동길 24,128.3011941,36.2396282,229,11,27,0,0,0,0,0,0,0,0,0,5,220,1,0,0,0,0,0,314,416279,33,5256,79
선우시장,울산광역시 중구 곽남14길 37,129.3422181,35.5711686,97,30,79,0,0,0,0,0,0,0,0,1,5,134,1,1,1,0,2,3,84,218096,36,4106,53
섬유제품관,대구광역시 북구 유통단지로 60,128.6096088,35.9062673,146,30,88,0,0,0,0,0,4,7,3,0,6,395,3,1,1,1,1,4,699,440736,52,9067,49
성곡종합시장,부산광역시 부산진구 새싹로 207-6,129.0482587,35.1748003,42,0,6,0,0,0,0,0,0,5,5,0,0,0,0,2,1,0,0,1,42,359375,52,10181,35
성남남한산성시장(은행골목시장),경기도 성남시 중원구 산성대로518번길 7,127.1644345,37.4569583,61,30,100,0,1,0,0,0,0,1,1,3,8,1213,20,0,0,1,0,0,69,215975,14,1503,144
성남프라자,울산광역시 중구 중앙3길 6,129.3175328,35.5545235,297,26,95,0,0,0,1,1,0,0,0,0,5,1197,4,0,0,0,2,3,70,218096,36,4106,53
